# columns = TERM LEMMA POS PROB

je	je	PRON	0.9832579490434431
ai	avoir	AUX	0.4474003064171801
,	,	PUNCTclause	0.0
pour	pour	ADP	0.9958295079828284
la	le	DET	0.9883539295802557
politique	politique	NOUN	0.9540341950535048
,	,	PUNCTclause	0.0
une	un	DET	0.9807532817313618
espèce	espèce	NOUN	0.9991378212536306
de	de	ADP	0.9959155002645154
aversion	aversion	NOUN	0.9979705716207568
naturelle	naturel	ADJ	0.9981690032723077
.	.	PUNCTsent	0.0
l'	le	DET	0.9220176035885324
aveu	aveu	NOUN	0.9909038392422966
paraîtra	paraître	VERB	0.7317807378126955
maladroit	maladroit	NOUN	0.4352531489831342
au	au	ADP_DET	0.9976981452423346
seuil	seuil	NOUN	0.9874405207843554
du	du	ADP_DET	0.9940064674725779
livre	livre	NOUN	0.9944548939361578
que	que	PRON	0.5223691823967884
voici	voici	ADP	2.977666008354537E-7
.	.	PUNCTsent	0.0
Mais	mais	CCONJ	0.9408295372488747
faut	falloir	VERB	0.9794237095233957
il	il	PRON	0.9950063952617317
aimer	aimer	VERB	0.999991546834103
davantage	davantage	ADV	0.8978822920939402
l'	le	DET	0.9911571882050382
espèce	espèce	NOUN	0.9998485934146927
de	de	ADP	0.9846875259654662
adresse	adresse	NOUN	0.9867513768341641
au	au	ADP_DET	0.8669333025496785
jour	jour	NOUN	0.9792349122388018
le	le	DET	0.9097220329160705
jour	jour	NOUN	0.9997326553174303
qui	qui	PRON	0.9651771072090062
tient	tenir	VERB	0.999812011270478
lieu	lieu	NOUN	0.9758380217729906
de	de	ADP	0.9915991358991005
vertu	vertu	NOUN	0.9916038525458533
politique	politique	ADJ	0.9744026169670095
à	à	ADP	0.9434601808207028
ce	ce	DET	0.5051712102879302
siècle	siècle	NOUN	0.9963716267490244
débile	débile	ADJ	0.3281879911239674
et	et	CCONJ	0.9947132279433896
fiévreux	fiévreux	ADJ	0.9847612088702491
?	?	PUNCTsent	0.0
On	on	PRON	0.9887679239678164
se	se	PRON	0.999572311434408
demande	demander	VERB	0.9989144993816077
alors	alors	ADV	0.9973946067347756
de	de	ADP	0.9640458871518149
quoi	quoi	PRON	0.9955164659169484
je	je	PRON	0.9957439961094128
me	me	PRON	0.9864592520908736
mêle	mêler	VERB	0.9606736323222325
.	.	PUNCTsent	0.0
Je	je	PRON	0.9690248679193223
réponds	répondre	VERB	0.8415229728856494
que	que	SCONJ	0.8648463818874489
je	je	PRON	0.9776543354821593
voudrais	vouloir	VERB	0.9929589632241904
bien	bien	ADV	0.9521115971311207
ne	ne	ADV	0.9813195609173067
avoir	avoir	AUX	0.9921128653602144
jamais	jamais	ADV	0.9978217365453071
été	être	AUX	0.9874222985565468
forcé	forcer	VERB	0.8733159810982196
de	de	ADP	0.9875448624718449
me	me	PRON	0.5880081305606919
en	en	ADP	0.9072667751608243
mêler	mêler	VERB	0.8011776123222205
.	.	PUNCTsent	0.0
Mais	mais	CCONJ	0.9559324097463145
tel	tel	PRON	0.12557102058452038
est	être	AUX	0.9947601657112881
le	le	DET	0.9450332958377237
malheur	malheur	NOUN	0.9991521714432795
des	un	ADP_DET	0.9547507753704624
temps	temps	NOUN	0.9995130071805916
:	:	PUNCTclause	0.0
pour	pour	ADP	0.9780370026427718
peu	peu	ADV	0.9387886312246935
que	que	SCONJ	0.9893295761969482
l'	le	DET	0.9860796325098422
intellectuel	intellectuel	NOUN	0.9469609323424901
de	de	ADP	0.6981746577753998
aujourd'hui	aujourd'hui	ADV	0.981383404607687
ait	avoir	AUX	0.8598657308928227
préservé	préserver	VERB	0.9662113358120841
en	en	ADP	0.9853039541627795
lui	lui	PRON	0.9860599132173232
un	un	DET	0.9741106035751385
pouvoir	pouvoir	NOUN	0.9995743991265852
de	de	ADP	0.9923549155317059
colère	colère	NOUN	0.9981322869711075
,	,	PUNCTclause	0.0
et	et	CCONJ	0.9908438678546206
par ailleurs	par ailleurs	ADV	0.04569376594813908
le	le	DET	0.9789750153282264
besoin	besoin	NOUN	0.9998829326857256
de	de	ADP	0.9882590825032065
penser	penser	VERB	0.9833995887416896
,	,	PUNCTclause	0.0
il	il	PRON	0.9934599503507612
se	se	PRON	0.9971300060239039
voit	voir	VERB	0.7962934257985882
obligé	obliger	VERB	0.6154768658039028
de	de	ADP	0.9774932084842467
répondre	répondre	VERB	0.9906452866783876
activement	activement	ADV	0.8670881684796876
aux	au	ADP_DET	0.9777296893201407
empiétements	empiétement	NOUN	0.9933175235982844
dans	dans	ADP	0.9990083187096278
son	son	DET	0.9995432160308316
domaine	domaine	NOUN	0.9986262605395949
de	de	ADP	0.9893647262275059
ce	ce	PRON	0.33787297863929533
que	que	PRON	0.7784729007037213
on	on	PRON	0.9971898976149121
a	avoir	AUX	0.8740822206631453
nommé	nommer	VERB	0.999495672282704
le	le	DET	0.9832954380075215
désordre	désordre	NOUN	0.9753892442574453
établi	établir	VERB	0.9347868810490773
.	.	PUNCTsent	0.0
¶	¶	PUNCTpara	0.0
Si	si	SCONJ	0.7220382215183342
«	«	PUNCTclause	0.0
privée	priver	VERB	0.5305868457406383
»	»	PUNCTclause	0.0
que	que	PRON	0.6691438374326117
se	se	PRON	0.9892516431973317
veuille	vouloir	VERB	0.9954678468531089
en effet	en effet	ADV	7.309261083095768E-4
la	le	DET	0.9898857705983838
pensée	pensée	NOUN	0.9925052833706163
,	,	PUNCTclause	0.0
si	si	ADV	0.6266464720298779
petite	petit	ADJ	0.9936086008092458
que	que	SCONJ	0.9828795078190532
elle	elle	PRON	0.9862650134924735
se	se	PRON	0.9964714272964836
fasse	faire	VERB	0.9098809232062175
au	au	ADP_DET	0.975713449164525
réduit	réduit	NOUN	0.5244645814338599
intérieur	intérieur	ADJ	0.9359560858389632
,	,	PUNCTclause	0.0
l'	le:PRON	PRON	0.8681622324268702
État	état	AUX	0.36533831003530415
moderne	moderne	ADJ	0.9750301909529068
a	avoir	AUX	0.8337096034215706
su	savoir	VERB	0.9824050968102926
trouver	trouver	VERB	0.9906850457107389
les	le	DET	0.9973001467381085
moyens	moyen	NOUN	0.9857293163420512
de	de	ADP	0.9909350531699153
venir	venir	VERB	0.9951196851850338
la	le	DET	0.9646527185336912
brimer	brimer	VERB	1.6970235197323862E-4
.	.	PUNCTsent	0.0
Non	non	ADV	0.9745752289656184
tant	tant	ADV	0.9956056930838091
,	,	PUNCTclause	0.0
d'ailleurs	d'ailleurs	ADV	0.019628801710971013
,	,	PUNCTclause	0.0
par	par	ADP	0.9865639289877132
des	un	DET	0.9621226773608539
interdictions	interdiction	NOUN	0.9995100553341176
que	que	SCONJ	0.5561893290734252
elle	elle	PRON	0.9963894371391964
saurait	savoir	VERB	0.9982382226616664
bien	bien	ADV	0.9808376092421125
tourner	tourner	VERB	0.6593951721693974
,	,	PUNCTclause	0.0
plus	plus	ADV	0.9941345673219941
rusée	rusé	ADJ	0.7178408753144515
que	que	SCONJ	0.9601830284638289
les	le	DET	0.9865424718945618
bureaucrates	bureaucrate	NOUN	0.9989062620428599
.	.	PUNCTsent	0.0
La	le	DET	0.9519622416422554
brimade	brimade	NOUN	0.9826635509710948
étatique	étatique	ADJ	0.9634158605031065
