# columns = TERM LEMMA POS
# identifier = balzac1834FC39b
# creator = Balzac, Honoré de
# created = 1834
# modified = 1843
# title = Histoire des Treize : La Duchesse de Langeais. Études de mœurs. Scènes de la vie parisienne

↵↵	↵↵	PUNCTstruct
Il	il	PRON
existe	exister	VERB
dans	dans	ADP
une	un	DET
ville	ville	NOUN
espagnole	espagnol	ADJ
située	situer	VERB
sur	sur	ADP
une	un	DET
île	île	NOUN
de	de	ADP
la	le	DET
Méditerranée	Méditerranée	PROPN
,	,	PUNCTclause
un	un	DET
couvent	couvent	NOUN
de	de	ADP
Carmélites	Carmélites	PROPN
Déchaussées	Déchaussées	PROPN
où	où	PRON
la	le	DET
règle	règle	NOUN
de	de	ADP
l'	le	DET
Ordre	ordre	NOUN
institué	instituer	VERB
par	par	ADP
sainte	saint	NOUN
Thérèse	Thérèse	PROPN
se	se	PRON
est	être	AUX
conservée	conserver	VERB
dans	dans	ADP
la	le	DET
rigueur	rigueur	NOUN
primitive	primitif	ADJ
de	de	ADP
la	le	DET
réformation	réformation	NOUN
due	devoir	VERB
à	à	ADP
cette	ce	DET
illustre	illustre	ADJ
femme	femme	NOUN
.	.	PUNCTsent
Ce	ce	PRON
fait	faire	AUX
est	être	AUX
vrai	vrai	ADJ
,	,	PUNCTclause
quelque	quelque	DET
extraordinaire	extraordinaire	ADJ
que	que	SCONJ
il	il	PRON
puisse	pouvoir	VERB
paraître	paraître	VERB
.	.	PUNCTsent
Quoique	quoique	SCONJ
les	le	DET
maisons	maison	NOUN
religieuses	religieux	ADJ
de	de	ADP
la	le	DET
Péninsule	Péninsule	PROPN
et	et	CCONJ
celles	celle	PRON
du	du	ADP_DET
Continent	Continent	PROPN
aient	avoir	AUX
été	être	AUX
presque	presque	ADV
toutes	tout	ADJ
détruites	détruire	VERB
ou	ou	CCONJ
bouleversées	bouleverser	VERB
par	par	ADP
les	le	DET
éclats	éclat	NOUN
de	de	ADP
la	le	DET
révolution	révolution	NOUN
française	français	ADJ
et	et	CCONJ
des	un	DET
guerres	guerre	NOUN
