COUNT	TERM	LEMMA	POS_COUNTS
23	économiques	économique	ADJ:23
23	écroué	écrouer	VERB:23
23	élancées	élancer	VERB:23
23	émanait	émaner	VERB:23
23	émurent	émouvoir	VERB:23
23	épiés	épier	VERB:23
23	épouvantent	épouvanter	VERB:23
23	épuisant	épuiser	VERB:23
23	éteindra	éteindre	VERB:23
23	étonnés	étonné	ADJ:23
23	évoqués	évoquer	VERB:23
23	ôtaient	ôter	VERB:23
22	Ayons	avoir	VERB:20;AUX:2
22	Boche	boche	NOUN:22
22	Conseils	conseil	NOUN:22
22	Couché	coucher	VERB:22
22	Devais	devoir	VERB:22
22	Donnons	donner	VERB:22
22	Emmène	emmener	VERB:22
22	Examinez	examiner	VERB:22
22	Gardes	garde	NOUN:22
22	Goupil	goupil	NOUN:20;PRON:2
22	Indus	indu	NOUN:22
22	Involontairement	involontairement	ADV:22
22	Jésuites	jésuite	NOUN:22
22	Ledit	ledit	ADJ:22
22	Liesse	liesse	NOUN:22
22	Machinalement	machinalement	ADV:22
22	Maintes	maint	DET:22
22	Maudite	maudit	ADJ:22
22	Mot	mot	NOUN:22
22	Obligé	obliger	VERB:22
22	Penses	penser	VERB:22
22	Permets	permettre	VERB:22
22	Pompée	pomper	VERB:22
22	Présentez	présenter	VERB:22
22	Reconnaissez	reconnaître	VERB:22
22	Reposez	reposer	VERB:22
22	Royaume	royaume	NOUN:22
22	Répète	répéter	VERB:22
22	Salle	salle	NOUN:22
22	Singulière	singulier	ADJ:22
22	Tournez	tourner	VERB:22
22	Uniquement	uniquement	ADV:22
22	Verte	vert	ADJ:22
22	Vient	venir	VERB:22
22	Vivant	vivant	NOUN:21;ADJ:1
22	abaissent	abaisser	VERB:22
22	abrège	abréger	VERB:22
22	abrégé	abréger	VERB:22
22	absentait	absenter	VERB:22
22	abstraite	abstrait	ADJ:22
22	absurdités	absurdité	NOUN:22
22	accablez	accabler	VERB:22
22	accepteriez	accepter	VERB:22
22	acceptiez	accepter	VERB:22
22	accusèrent	accuser	VERB:22
22	acérée	acéré	ADJ:22
22	additions	addition	NOUN:22
22	admirèrent	admirer	VERB:22
22	admirées	admirer	VERB:22
22	admises	admettre	VERB:22
22	adoptées	adopter	VERB:22
22	adorez	adorer	VERB:22
22	affairée	affairé	ADJ:22
22	affermi	affermir	VERB:22
22	agirons	agir	VERB:22
22	aigrissait	aigrir	VERB:22
22	alimentaires	alimentaire	ADJ:22
22	amusèrent	amuser	VERB:22
22	amènerai	amener	VERB:22
22	animés	animé	ADJ:22
22	anticipée	anticiper	VERB:22
22	antiquaires	antiquaire	NOUN:22
22	appauvri	appauvrir	VERB:22
22	appesantissait	appesantir	VERB:22
22	apprendras	apprendre	VERB:22
22	arriviez	arriver	VERB:22
22	articulé	articuler	VERB:22
22	artistiques	artistique	ADJ:22
22	asseyons	asseoir	VERB:22
22	assignait	assigner	VERB:22
22	associe	associer	VERB:22
22	assoupis	assoupir	VERB:22
22	assourdissait	assourdir	VERB:22
22	attachèrent	attacher	VERB:22
22	atteignîmes	atteindre	VERB:22
22	atterrés	atterrer	VERB:22
22	attractive	attractif	ADJ:22
22	attribuent	attribuer	VERB:22
22	augure	augurer	VERB:22
22	autorisant	autoriser	VERB:22
22	avertie	averti	ADJ:22
22	avertissez	avertir	VERB:22
22	aveugle	aveugler	VERB:22
22	avisera	aviser	VERB:22
22	basé	baser	VERB:22
22	baumes	baume	NOUN:22
22	bavardait	bavarder	VERB:22
22	billes	bille	NOUN:22
22	blasés	blaser	VERB:22
22	boisseaux	boisseau	NOUN:22
22	bouclée	boucler	VERB:22
22	bouleversés	bouleversé	ADJ:22
22	boutonnée	boutonner	VERB:22
22	breloques	breloque	NOUN:22
22	broie	broyer	VERB:22
22	bâilla	bâiller	VERB:22
22	cachons	cacher	VERB:22
22	canonnière	canonnier	NOUN:22
22	cassez	casser	VERB:22
22	cerclés	cercler	VERB:22
22	changeants	changeant	ADJ:22
22	changeons	changer	VERB:22
22	chargeons	charger	VERB:22
22	chaussa	chausser	VERB:22
22	chimpanzés	chimpanzé	NOUN:22
22	chéris	chéri	ADJ:16;NOUN:6
22	chômaient	chômer	VERB:22
22	citée	citer	VERB:22
22	cogne	cogner	VERB:22
22	coloniales	colonial	ADJ:22
22	coloraient	colorer	VERB:22
22	commencerez	commencer	VERB:22
22	compacte	compacter	VERB:22
22	concentrent	concentrer	VERB:22
22	concentrées	concentrer	VERB:22
22	conductrice	conducteur	NOUN:19;ADJ:3
22	conduiras	conduire	VERB:22
22	conduits	conduit	NOUN:22
22	confectionné	confectionner	VERB:22
22	confédéré	confédérer	VERB:22
22	connusse	connaître	VERB:22
22	conquises	conquérir	VERB:22
22	constellé	consteller	VERB:22
22	contestée	contester	VERB:22
22	copiait	copier	VERB:22
22	copiée	copier	VERB:22
22	corrigeait	corriger	VERB:22
22	corses	corse	ADJ:20;NOUN:2
22	cotes	cote	NOUN:22
22	cotonniers	cotonnier	NOUN:22
22	cottages	cottage	NOUN:22
22	courtoises	courtois	ADJ:22
22	crabes	crabe	NOUN:22
22	creusèrent	creuser	VERB:22
22	criais	crier	VERB:22
22	criblés	cribler	VERB:22
22	crépue	crépu	ADJ:22
22	cuivré	cuivrer	VERB:22
22	cyclones	cyclone	NOUN:22
22	dansantes	dansant	ADJ:22
22	demeurées	demeuré	ADJ:21;NOUN:1
22	devancés	devancer	VERB:22
22	devrez	devoir	VERB:22
22	digérait	digérer	VERB:22
22	dilate	dilater	VERB:22
22	diluvienne	diluvien	ADJ:22
22	disciplinés	discipliner	VERB:22
22	discutent	discuter	VERB:22
22	disparues	disparu	ADJ:22
22	dissimulaient	dissimuler	VERB:22
22	dogues	dogue	NOUN:22
22	dotée	doter	VERB:22
22	douches	douche	NOUN:22
22	débarrasserait	débarrasser	VERB:22
22	déchargés	décharger	VERB:22
22	déchirées	déchirer	VERB:22
22	décomposés	décomposer	VERB:22
22	découragés	décourager	VERB:22
22	décuplé	décupler	VERB:22
22	défendrons	défendre	VERB:22
22	défient	défier	VERB:22
22	défila	défiler	VERB:22
22	définit	définir	VERB:22
22	dégagées	dégager	VERB:22
22	dégoûtés	dégoûter	VERB:22
22	dénouée	dénouer	VERB:22
22	déposent	déposer	VERB:22
22	dépossédé	déposséder	VERB:22
22	déraisonnables	déraisonnable	ADJ:22
22	dérangeaient	déranger	VERB:22
22	dérangerait	déranger	VERB:22
22	déroulèrent	dérouler	VERB:22
22	désirables	désirable	ADJ:22
22	désirerez	désirer	VERB:20;AUX:1;NOUN:1
22	détrompez	détromper	VERB:22
22	dévastés	dévaster	VERB:22
22	déverse	déverser	VERB:22
22	déversent	déverser	VERB:22
22	effacera	effacer	VERB:22
22	empesté	empester	VERB:22
22	empruntant	emprunter	VERB:22
22	empêcheraient	empêcher	VERB:22
22	encadrements	encadrement	NOUN:22
22	encensoirs	encensoir	NOUN:22
22	enchanta	enchanter	VERB:22
22	enchanteurs	enchanteur	ADJ:14;NOUN:8
22	encourageaient	encourager	VERB:22
22	encouragés	encourager	VERB:22
22	endimanché	endimancher	VERB:22
22	endolori	endolorir	VERB:22
22	endossé	endosser	VERB:22
22	enfante	enfanter	VERB:22
22	enflant	enfler	VERB:22
22	enfléchures	enfléchure	NOUN:22
22	enroulements	enroulement	NOUN:22
22	enthousiasme	enthousiasmer	VERB:22
22	entre-regardèrent	entre-regarder	VERB:22
22	entrebâilla	entrebâiller	VERB:22
22	envolant	envoler	VERB:22
22	escarpés	escarpé	ADJ:22
22	espionné	espionner	VERB:22
22	esquissé	esquisser	VERB:22
22	essayera	essayer	VERB:22
22	exaltés	exalté	ADJ:14;NOUN:8
22	excusé	excuser	VERB:22
22	exile	exiler	VERB:22
22	exploités	exploiter	VERB:22
22	exprimât	exprimer	VERB:22
22	fanées	fané	ADJ:22
22	fastueuse	fastueux	ADJ:22
22	feignez	feindre	VERB:22
22	ferrailles	ferraille	NOUN:22
22	fictive	fictif	ADJ:22
22	finirais	finir	VERB:22
22	finiras	finir	VERB:22
22	fléchirent	fléchir	VERB:22
22	fondis	fondre	VERB:22
22	fossettes	fossette	NOUN:22
22	fouettaient	fouetter	VERB:22
22	fouillés	fouiller	VERB:22
22	fourbes	fourbe	NOUN:21;ADJ:1
22	fourrées	fourrer	VERB:22
22	franchies	franchir	VERB:22
22	frémirent	frémir	VERB:22
22	frété	fréter	VERB:22
22	funéraires	funéraire	ADJ:22
22	furibonds	furibond	ADJ:22
22	gagnes	gagner	VERB:22
22	gesticulant	gesticuler	VERB:22
22	goémons	goémon	NOUN:22
22	graisses	graisse	NOUN:22
22	grandis	grandir	VERB:22
22	grelottante	grelottant	ADJ:22
22	grillades	grillade	NOUN:22
22	grimaçaient	grimacer	VERB:22
22	grimpe	grimper	VERB:22
22	gronderait	gronder	VERB:22
22	gréé	gréer	VERB:22
22	grêlons	grêlon	NOUN:22
22	gémi	gémir	VERB:22
22	générosités	générosité	NOUN:22
22	géraniums	géranium	NOUN:22
22	hardiesses	hardiesse	NOUN:22
22	hermines	hermine	NOUN:22
22	hussites	hussite	NOUN:22
22	hâlée	hâler	VERB:22
22	hâterait	hâter	VERB:22
22	illustrée	illustrer	VERB:22
22	imitez	imiter	VERB:22
22	immortelles	immortel	NOUN:12;ADJ:10
22	impatientes	impatient	ADJ:22
22	imprimeurs	imprimeur	NOUN:22
22	impropres	impropre	ADJ:22
22	incandescentes	incandescent	ADJ:22
22	infructueuse	infructueux	ADJ:22
22	innovations	innovation	NOUN:22
22	inondant	inonder	VERB:22
22	inopinée	inopiné	ADJ:22
22	inquiéterait	inquiéter	VERB:22
22	insinuante	insinuant	ADJ:22
22	installai	installer	VERB:22
22	intempestive	intempestif	ADJ:22
22	interrogent	interroger	VERB:22
22	interrogeât	interroger	VERB:22
22	intraitables	intraitable	ADJ:22
22	investie	investir	VERB:22
22	invitaient	inviter	VERB:22
22	irréfléchie	irréfléchi	ADJ:22
22	joignis	joindre	VERB:22
22	jonchée	joncher	VERB:22
22	journalières	journalier	NOUN:21;ADJ:1
22	labourée	labourer	VERB:22
22	levât	lever	VERB:22
22	lisières	lisière	NOUN:22
22	livrerai	livrer	VERB:22
22	locutions	locution	NOUN:22
22	longeaient	longer	VERB:22
22	loués	louer	VERB:22
22	lévriers	lévrier	NOUN:22
22	majestueuses	majestueux	ADJ:22
22	malignes	malin	ADJ:12;NOUN:10
22	maléfices	maléfice	NOUN:22
22	mangeront	manger	VERB:22
22	manquerons	manquer	VERB:22
22	marsouins	marsouin	NOUN:22
22	mauves	mauve	ADJ:15;NOUN:7
22	menées	mener	VERB:22
22	mesquins	mesquin	ADJ:22
22	meublent	meubler	VERB:22
22	meures	mourir	VERB:22
22	mignonnes	mignon	ADJ:14;NOUN:8
22	minéralogiques	minéralogique	ADJ:22
22	miraculeuses	miraculeux	ADJ:22
22	montres	montrer	VERB:22
22	moquera	moquer	VERB:22
22	mortiers	mortier	NOUN:22
22	moujiks	moujik	NOUN:22
22	moussue	moussu	ADJ:22
22	moussues	moussu	ADJ:22
22	mécréants	mécréant	NOUN:20;ADJ:2
22	méfiants	méfiant	ADJ:15;NOUN:7
22	méprises	méprise	NOUN:22
22	nettoyée	nettoyer	VERB:22
22	nourrirait	nourrir	VERB:22
22	obligés	obligé	NOUN:22
22	obliquait	obliquer	VERB:22
22	occasionnée	occasionner	VERB:22
22	ombragées	ombragé	ADJ:22
22	ondulait	onduler	VERB:22
22	opportune	opportun	ADJ:22
22	opérerait	opérer	VERB:22
22	orientaux	oriental	ADJ:21;NOUN:1
22	orientée	orienter	VERB:22
22	oseront	oser	VERB:22
22	paierons	payer	VERB:22
22	palettes	palette	NOUN:22
22	parements	parement	NOUN:22
22	parrains	parrain	NOUN:22
22	partagées	partager	VERB:22
22	parvenais	parvenir	VERB:22
22	parvenues	parvenir	VERB:22
22	persécutés	persécuter	VERB:22
22	pierriers	pierrier	NOUN:22
22	plainte	plaindre	VERB:22
22	pleurée	pleurer	VERB:22
22	porteras	porter	VERB:22
22	possèdes	posséder	VERB:22
22	poudreuse	poudreux	ADJ:18;NOUN:4
22	poudré	poudrer	VERB:22
22	procédaient	procéder	VERB:22
22	prodigues	prodigue	ADJ:12;NOUN:10
22	profusions	profusion	NOUN:22
22	prévenues	prévenir	VERB:22
22	pèlerine	pèlerin	NOUN:22
22	pèsera	peser	VERB:22
22	questionnaient	questionner	VERB:22
22	railleuses	railleur	ADJ:22
22	ralliait	rallier	VERB:22
22	ramiers	ramier	NOUN:22
22	rapetissé	rapetisser	VERB:22
22	rapines	rapine	NOUN:22
22	rappelés	rappeler	VERB:22
22	rapprochées	rapproché	ADJ:22
22	rasa	raser	VERB:22
22	rassurants	rassurant	ADJ:22
22	rattachés	rattacher	VERB:22
22	ravissements	ravissement	NOUN:22
22	rayés	rayé	ADJ:22
22	razzias	razzia	NOUN:22
22	recommandables	recommandable	ADJ:22
22	recueillent	recueillir	VERB:22
22	redeviendrait	redevenir	VERB:22
22	regorgeaient	regorger	VERB:22
22	regrettai	regretter	VERB:22
22	rejetons	rejeton	NOUN:22
22	reliaient	relier	VERB:22
22	relue	relire	VERB:22
22	reluisante	reluisant	ADJ:22
22	remercierai	remercier	VERB:22
22	remercièrent	remercier	VERB:22
22	remontons	remonter	VERB:22
22	remuées	remuer	VERB:22
22	rencontrerais	rencontrer	VERB:22
22	rendissent	rendre	VERB:22
22	rendîmes	rendre	VERB:22
22	renoncerai	renoncer	VERB:22
22	renouvelèrent	renouveler	VERB:22
22	repassèrent	repasser	VERB:22
22	repêché	repêcher	VERB:22
22	ressortaient	ressortir	VERB:22
22	ressuscite	ressusciter	VERB:22
22	retiendra	retenir	VERB:22
22	retournées	retourner	VERB:22
22	retranchant	retrancher	VERB:22
22	roufs	rouf	NOUN:22
22	rudimentaires	rudimentaire	ADJ:22
22	ruminait	ruminer	VERB:22
22	récrièrent	récrier	VERB:22
22	réglerons	régler	VERB:22
22	répondons	répondre	VERB:22
22	résidences	résidence	NOUN:22
22	rétrospective	rétrospectif	ADJ:21;NOUN:1
22	réunira	réunir	VERB:22
22	réussirons	réussir	VERB:22
22	révérends	révérend	NOUN:22
22	salants	salant	ADJ:22
22	salé	saler	VERB:22
22	sangles	sangle	NOUN:22
22	sanglé	sangler	VERB:22
22	sarcelles	sarcelle	NOUN:22
22	saturé	saturer	VERB:22
22	sautent	sauter	VERB:22
22	scandaleuses	scandaleux	ADJ:22
22	scandalise	scandaliser	VERB:22
22	seigles	seigle	NOUN:22
22	semaient	semer	VERB:22
22	sentions	sentir	VERB:22
22	seyait	seoir	VERB:22
22	signerez	signer	VERB:22
22	sillonna	sillonner	VERB:22
22	sillonnés	sillonner	VERB:22
22	somnolente	somnolent	ADJ:22
22	sonnée	sonner	VERB:22
22	souciais	soucier	VERB:22
22	souille	souiller	VERB:22
22	souillées	souiller	VERB:22
22	soumettent	soumettre	VERB:22
22	soupçonnais	soupçonner	VERB:22
22	spécialités	spécialité	NOUN:22
22	stigmates	stigmate	NOUN:22
22	stratégiques	stratégique	ADJ:22
22	subjuguée	subjuguer	VERB:22
22	supprima	supprimer	VERB:22
22	surnommée	surnommer	VERB:22
22	surprenais	surprendre	VERB:22
22	surveilla	surveiller	VERB:22
22	sveltes	svelte	ADJ:22
22	tentera	tenter	VERB:22
22	tentât	tenter	VERB:22
22	théologiques	théologique	ADJ:22
22	tirés	tiré	ADJ:22
22	tomberez	tomber	VERB:22
22	trahisse	trahir	VERB:22
22	travaillèrent	travailler	VERB:22
22	traversais	traverser	VERB:22
22	tremblotante	tremblotant	ADJ:22
22	tressée	tresser	VERB:22
22	tringles	tringle	NOUN:22
22	triomphaient	triompher	VERB:22
22	troisièmes	troisième	ADJ:19;NOUN:3
22	tronqué	tronquer	VERB:22
22	troublez	troubler	VERB:22
22	trouvailles	trouvaille	NOUN:22
22	tuais	tuer	VERB:22
22	urgentes	urgent	ADJ:22
22	usaient	user	VERB:22
22	utopies	utopie	NOUN:22
22	variant	varier	VERB:22
22	verroteries	verroterie	NOUN:22
22	vexée	vexer	VERB:22
22	vieilleries	vieillerie	NOUN:22
22	vieillis	vieillir	VERB:22
22	vignerons	vigneron	NOUN:22
22	vivacités	vivacité	NOUN:22
22	voituriers	voiturier	NOUN:22
22	volés	volé	ADJ:22
22	votes	vote	NOUN:22
22	voyagerons	voyager	VERB:22
22	végétaient	végéter	VERB:22
22	vénéneuse	vénéneux	ADJ:22
22	vénérait	vénérer	VERB:22
22	Écritures	écriture	NOUN:21;VERB:1
22	écarquillés	écarquiller	VERB:22
22	échafaudages	échafaudage	NOUN:22
22	échapperaient	échapper	VERB:22
22	échouèrent	échouer	VERB:22
22	échu	échoir	VERB:22
22	éclairés	éclairé	ADJ:22
22	écoutât	écouter	VERB:22
22	écoutées	écouter	VERB:22
22	écroulés	écrouler	VERB:22
22	égayant	égayer	VERB:22
22	électrisé	électriser	VERB:22
22	épanouies	épanouir	VERB:22
22	épanouissent	épanouir	VERB:22
22	épargnant	épargner	VERB:22
22	éparpillant	éparpiller	VERB:22
22	éperdus	éperdre	VERB:22
22	épiaient	épier	VERB:22
22	épicuriens	épicurien	NOUN:20;ADJ:2
22	épineuse	épineux	ADJ:22
22	épouseras	épouser	VERB:22
22	épouseriez	épouser	VERB:22
22	étouffais	étouffer	VERB:22
22	étourdissant	étourdir	VERB:22
22	éventrés	éventrer	VERB:22
22	évitez	éviter	VERB:22
22	évoluait	évoluer	VERB:22
22	ôterait	ôter	VERB:22
22	œuvre	œuvrer	VERB:22
21	Adressez	adresser	VERB:21
21	Agir	agir	VERB:21
21	Arrangez	arranger	VERB:21
21	Bête	bête	NOUN:16;ADJ:5
21	Connaissant	connaître	VERB:21
21	Devoir	devoir	NOUN:14;VERB:5;ADP:1;X:1
21	Embrasse	embrasse	NOUN:21
21	Emportez	emporter	VERB:21
21	Expliquons	expliquer	VERB:20;X:1
21	Faible	faible	ADJ:21
21	Ferme	ferme	NOUN:20;ADJ:1
21	Folie	folie	NOUN:21
21	Fédération	fédération	NOUN:21
21	Gros	gros	ADJ:21
21	Incontestablement	incontestablement	ADV:21
21	Infâme	infâme	ADJ:21
21	Mettre	mettre	VERB:21
21	Minimes	minime	NOUN:21
21	Mêmement	mêmement	ADV:21
21	Nation	nation	NOUN:21
21	Or	or:CCONJ	CCONJ:20;X:1
21	Perdu	perdre	VERB:21
21	Petites	petit	NOUN:17;ADJ:4
21	Petits	petit	ADJ:18;NOUN:3
21	Physiologie	physiologie	NOUN:21
21	Politique	politique	NOUN:16;ADJ:5
21	Pourrait	pouvoir	VERB:21
21	Princes	prince	NOUN:21
21	Promenade	promenade	NOUN:21
21	Reprenez	reprendre	VERB:21
21	Reprenons	reprendre	VERB:21
21	Revenir	revenir	VERB:21
21	Sacrebleu	sacrebleu	INTJ:21
21	Sorti	sortir	VERB:21
21	Suisses	suisse	NOUN:20;DET:1
21	Tapissier	tapissier	NOUN:21
21	Tue	tuer	VERB:20;X:1
21	Violemment	violemment	ADV:21
21	abaissements	abaissement	NOUN:18;ADJ:3
21	abonnements	abonnement	NOUN:21
21	abordée	aborder	VERB:21
21	aboutirait	aboutir	VERB:21
21	abrupte	abrupt	ADJ:21
21	absous	absoudre	VERB:21
21	abusant	abuser	VERB:21
21	accepterez	accepter	VERB:21
21	accomplirent	accomplir	VERB:21
21	accordât	accorder	VERB:21
21	accrurent	accroître	VERB:21
21	accusiez	accuser	VERB:21
21	acharnaient	acharner	VERB:21
21	achetai	acheter	VERB:21
21	achevât	achever	VERB:21
21	acides	acide	NOUN:18;ADJ:3
21	acquitterai	acquitter	VERB:21
21	adhéraient	adhérer	VERB:21
21	adjoignit	adjoindre	VERB:21
21	administra	administrer	VERB:21
21	affectées	affecter	VERB:21
21	affluent	affluer	VERB:21
21	agissante	agissant	ADJ:21
21	alarmant	alarmer	VERB:21
21	alcooliques	alcoolique	ADJ:21
21	allongent	allonger	VERB:21
21	aléas	aléa	NOUN:21
21	amassa	amasser	VERB:21
21	amazones	amazone	NOUN:21
21	amoindrit	amoindrir	VERB:21
21	amélioré	améliorer	VERB:21
21	analysait	analyser	VERB:21
21	apparus	apparaître	VERB:21
21	apprentie	apprenti	NOUN:21
21	apprivoisés	apprivoiser	VERB:21
21	approfondi	approfondir	VERB:21
21	approvisionnée	approvisionner	VERB:21
21	argousins	argousin	NOUN:21
21	arrachât	arracher	VERB:21
21	arrêteront	arrêter	VERB:21
21	artificiels	artificiel	ADJ:21
21	aspirent	aspirer	VERB:21
21	assiégés	assiéger	VERB:21
21	attardée	attarder	VERB:21
21	attractions	attraction	NOUN:21
21	augmentèrent	augmenter	VERB:21
21	avalaient	avaler	VERB:21
21	aventuraient	aventurer	VERB:21
21	avorté	avorter	VERB:21
21	balancent	balancer	VERB:21
21	ballades	ballade	NOUN:21
21	baquets	baquet	NOUN:21
21	barbue	barbu	NOUN:11;ADJ:10
21	barre	barrer	VERB:21
21	blâmée	blâmer	VERB:21
21	blêmissant	blêmir	VERB:21
21	bornant	borner	VERB:21
21	bouffonne	bouffon	ADJ:16;NOUN:5
21	bouillonne	bouillonner	VERB:21
21	bourboniens	bourbonien	NOUN:18;ADJ:3
21	bourrades	bourrade	NOUN:21
21	bourres	bourre	NOUN:21
21	braquées	braquer	VERB:21
21	briserai	briser	VERB:21
21	brocs	broc	NOUN:21
21	cabriolets	cabriolet	NOUN:21
21	caillé	cailler	VERB:21
21	calmi	calmir	VERB:21
21	capitonné	capitonner	VERB:21
21	carrosse	carrosser	VERB:21
21	centièmes	centième	NOUN:21
21	chargerez	charger	VERB:21
21	charmaient	charmer	VERB:21
21	charrois	charroi	NOUN:21
21	chaviré	chavirer	VERB:21
21	chemina	cheminer	VERB:21
21	chevreaux	chevreau	NOUN:21
21	chétives	chétif	ADJ:21
21	cingla	cingler	VERB:21
21	cinglait	cingler	VERB:21
21	cocardes	cocarde	NOUN:21
21	coiffeurs	coiffeur	NOUN:21
21	coloriés	colorier	VERB:21
21	communistes	communiste	NOUN:13;ADJ:8
21	comparais	comparer	VERB:21
21	complimenté	complimenter	VERB:21
21	comptée	compter	VERB:21
21	concubine	concubin	NOUN:21
21	concédé	concéder	VERB:21
21	conduirais	conduire	VERB:21
21	conduites	conduire	VERB:21
21	confesseurs	confesseur	NOUN:21
21	conquit	conquérir	VERB:21
21	consentaient	consentir	VERB:21
21	constantes	constante	NOUN:21
21	constatent	constater	VERB:21
21	contemplée	contempler	VERB:21
21	continuâmes	continuer	VERB:21
21	contractèrent	contracter	VERB:21
21	contribue	contribuer	VERB:21
21	coquets	coquet	ADJ:21
21	corrompue	corrompre	VERB:21
21	couchons	coucher	VERB:21
21	couronnant	couronner	VERB:21
21	cousait	coudre	VERB:21
21	couturières	couturier	NOUN:21
21	couvrirait	couvrir	VERB:21
21	crispait	crisper	VERB:21
21	demeurions	demeurer	VERB:21
21	demeurons	demeurer	VERB:21
21	dictés	dicter	VERB:21
21	diminuent	diminuer	VERB:21
21	directrice	directeur	NOUN:21
21	dissipaient	dissiper	VERB:21
21	dividendes	dividende	NOUN:21
21	dormirez	dormir	VERB:21
21	débraillé	débrailler	VERB:21
21	déchaîne	déchaîner	VERB:21
21	décides	décider	VERB:21
21	déferlait	déferler	VERB:21
21	dépasserait	dépasser	VERB:21
21	dépenses	dépenser	VERB:21
21	déraciné	déraciner	VERB:21
21	désignaient	désigner	VERB:21
21	déterré	déterrer	VERB:21
21	détournées	détourner	VERB:21
21	dévolue	dévolu	ADJ:21
21	dévouées	dévoué	ADJ:21
21	effilée	effiler	VERB:21
21	embaumés	embaumer	VERB:21
21	empanaché	empanacher	VERB:21
21	emportai	emporter	VERB:21
21	empourprées	empourprer	VERB:21
21	encadrent	encadrer	VERB:21
21	endurant	endurer	VERB:21
21	enfermèrent	enfermer	VERB:21
21	enfoncements	enfoncement	NOUN:21
21	engendrait	engendrer	VERB:21
21	engouffre	engouffrer	VERB:21
21	enlacées	enlacer	VERB:21
21	enlaçant	enlacer	VERB:21
21	enroulait	enrouler	VERB:21
21	entassa	entasser	VERB:21
21	entravé	entraver	VERB:21
21	entraînai	entraîner	VERB:21
21	envahirent	envahir	VERB:21
21	escadres	escadre	NOUN:21
21	escaladant	escalader	VERB:21
21	essaiera	essayer	VERB:21
21	essentiels	essentiel	ADJ:21
21	exorbitantes	exorbitant	ADJ:21
21	expansions	expansion	NOUN:21
21	explorait	explorer	VERB:21
21	exposaient	exposer	VERB:21
21	exposerai	exposer	VERB:21
21	expédient	expédier	VERB:21
21	expédiées	expédier	VERB:21
21	expérimentés	expérimenté	ADJ:21
21	fadeurs	fadeur	NOUN:21
21	farines	farine	NOUN:21
21	fascine	fasciner	VERB:21
21	fatigantes	fatigant	ADJ:21
21	favorisées	favoriser	VERB:21
21	fermerait	fermer	VERB:21
21	fiertés	fierté	NOUN:21
21	flambante	flambant	ADJ:21
21	forces	forcer	VERB:21
21	forges	forge	NOUN:21
21	formerait	former	VERB:21
21	formulées	formuler	VERB:21
21	fossiles	fossile	ADJ:14;NOUN:7
21	frisait	friser	VERB:21
21	fâchaient	fâcher	VERB:21
21	féodales	féodal	ADJ:21
21	gagnais	gagner	VERB:21
21	gammes	gamme	NOUN:21
21	geignait	geindre	VERB:21
21	gerçures	gerçure	NOUN:21
21	gladiateurs	gladiateur	NOUN:21
21	gouttelettes	gouttelette	NOUN:21
21	goûtée	goûter	VERB:21
21	grouillant	grouiller	VERB:21
21	halant	haler	VERB:21
21	hameçons	hameçon	NOUN:21
21	haïsse	haïr	VERB:21
21	héliotropes	héliotrope	NOUN:21
21	illumine	illuminer	VERB:21
21	illuminées	illuminer	VERB:21
21	immobilisés	immobiliser	VERB:21
21	imperméables	imperméable	ADJ:21
21	importunes	importun	ADJ:21
21	impressionnés	impressionner	VERB:21
21	improvisait	improviser	VERB:21
21	impérieuses	impérieux	ADJ:21
21	inclinent	incliner	VERB:21
21	incommodé	incommoder	VERB:21
21	incrustées	incruster	VERB:21
21	incurables	incurable	ADJ:21
21	indispositions	indisposition	NOUN:20;VERB:1
21	indistinctes	indistinct	ADJ:21
21	infusoires	infusoire	NOUN:21
21	inoccupées	inoccupé	ADJ:21
21	inondés	inonder	VERB:21
21	inspirerait	inspirer	VERB:21
21	inspirèrent	inspirer	VERB:21
21	insultaient	insulter	VERB:21
21	intendants	intendant	NOUN:21
21	intentionnelle	intentionnel	ADJ:21
21	interdits	interdire	VERB:21
21	intéressèrent	intéresser	VERB:21
21	irritent	irriter	VERB:21
21	japonaise	japonais	ADJ:20;NOUN:1
21	jetées	jetée	NOUN:21
21	jetés	jeté	ADJ:20;NOUN:1
21	jouissez	jouir	VERB:21
21	jouât	jouer	VERB:21
21	jugeras	juger	VERB:21
21	juges	juger	VERB:21
21	labourait	labourer	VERB:21
21	labourées	labourer	VERB:21
21	laitues	laitue	NOUN:21
21	lançai	lancer	VERB:21
21	lassent	lasser	VERB:21
21	laveuse	laveur	NOUN:21
21	lirait	lire	VERB:21
21	livrais	livrer	VERB:21
21	logez	loger	VERB:21
21	léguant	léguer	VERB:21
21	mangeai	manger	VERB:21
21	marchandait	marchander	VERB:21
21	marchandé	marchander	VERB:21
21	masquaient	masquer	VERB:21
21	maudissez	maudire	VERB:21
21	mielleuse	mielleux	ADJ:21
21	minimes	minime	ADJ:16;NOUN:5
21	moissonneurs	moissonneur	NOUN:21
21	molli	mollir	VERB:21
21	mouche	moucher	VERB:21
21	mouillant	mouiller	VERB:21
21	moulu	moudre	VERB:21
21	mouvaient	mouvoir	VERB:21
21	méconnus	méconnu	ADJ:21
21	métropolitaine	métropolitain	ADJ:21
21	nettoie	nettoyer	VERB:21
21	nettoya	nettoyer	VERB:21
21	nettoyés	nettoyer	VERB:21
21	nient	nier	VERB:21
21	nierez	nier	VERB:21
