COUNT	TERM	LEMMA	CORPUS_SHARE	WORD_FORM	WORD_FREQ	WORD_DOMINANT_LEMMA	WORD_DOMINANT_FREQ	WORD_RATIO	POS_COUNTS
23	élancées	élancer	1.000000	élancées	0.07	élancé	0.47	6.714	VERB:23
23	limite	limiter	0.039861	limite	3.58	limite	21.76	6.078	VERB:23
23	brises	briser	0.141104	brises	0.14	brise	0.61	4.357	VERB:23
23	finies	fini	0.638889	finies	0.61	finir	2.57	4.213	ADJ:23
23	administrée	administrer	0.884615	administrée	0.41	administré	1.42	3.463	VERB:23
23	répandue	répandu	0.098712	répandue	1.28	répandre	3.38	2.641	ADJ:23
23	épuisant	épuiser	1.000000	épuisant	0.88	épuisant	2.30	2.614	VERB:23
23	tombées	tombé	0.142857	tombées	1.35	tomber	3.38	2.504	ADJ:23
23	mises	mise	0.057072	mises	3.78	miser	9.05	2.394	NOUN:23
23	conciliant	concilier	0.605263	conciliant	0.88	conciliant	2.09	2.375	VERB:23
23	illuminés	illuminer	0.657143	illuminés	0.81	illuminé	1.82	2.247	VERB:23
23	engourdis	engourdi	0.575000	engourdis	1.15	engourdir	2.44	2.122	ADJ:23
23	vicié	vicier	1.000000	vicié	0.20	vicié	0.41	2.050	VERB:23
23	cassée	casser	0.119171	cassée	4.12	cassé	8.24	2.000	VERB:23
23	causes	causer	0.035714	causes	4.66	cause	9.26	1.987	VERB:23
23	contrefait	contrefaire	1.000000	contrefait	0.28	contrefait	0.47	1.679	VERB:23
23	consentant	consentir	1.000000	consentant	0.41	consentant	0.68	1.659	VERB:23
23	défoncée	défoncer	1.000000	défoncée	0.95	défoncé	1.42	1.495	VERB:23
23	cadencé	cadencer	0.621622	cadencé	0.74	cadencé	1.08	1.459	VERB:23
23	réduits	réduit	0.093878	réduits	2.64	réduire	3.85	1.458	NOUN:20;ADJ:3
23	Parti	partir	0.418182	parti	58.72	parti	83.11	1.415	VERB:23
23	rigoles	rigole	1.000000	rigoles	2.91	rigoler	3.31	1.137	NOUN:23
22	compacte	compacter	0.149660	compacte	0.00	compact	4.66	inf	VERB:22
22	enthousiasme	enthousiasmer	0.015320	enthousiasme	0.41	enthousiasme	33.72	82.244	VERB:22
22	pris	pris	0.002203	pris	8.45	prendre	666.08	78.826	ADJ:22
22	œuvre	œuvrer	0.010209	œuvre	0.88	œuvre	68.11	77.398	VERB:22
22	augure	augurer	0.098214	augure	0.07	augure	2.77	39.571	VERB:22
22	aveugle	aveugler	0.024149	aveugle	2.30	aveugle	43.51	18.917	VERB:22
22	couvrant	couvrant	0.104762	couvrant	0.27	couvrir	4.26	15.778	ADJ:22
22	étale	étale	0.271605	étale	0.74	étaler	10.41	14.068	ADJ:22
22	blasés	blaser	0.578947	blasés	0.07	blasé	0.81	11.571	VERB:22
22	approchant	approchant	0.030513	approchant	1.69	approcher	10.74	6.355	ADJ:22
22	montres	montrer	0.241758	montres	1.08	montre	6.22	5.759	VERB:22
22	disciplinés	discipliner	1.000000	disciplinés	0.14	discipliné	0.74	5.286	VERB:22
22	épanouies	épanouir	0.758621	épanouies	0.20	épanoui	1.01	5.050	VERB:22
22	salé	saler	0.278481	salé	0.95	salé	4.66	4.905	VERB:22
22	hâlée	hâler	0.880000	hâlée	0.14	hâlé	0.68	4.857	VERB:22
22	obligés	obligé	0.063584	obligés	2.17	obliger	10.27	4.733	NOUN:22
22	conduits	conduit	0.059946	conduits	1.22	conduire	5.47	4.484	NOUN:22
22	assermenté	assermenté	0.709677	assermenté	0.07	assermenter	0.27	3.857	ADJ:22
22	ombragées	ombragé	0.733333	ombragées	0.07	ombrager	0.27	3.857	ADJ:22
22	éventrés	éventrer	1.000000	éventrés	0.47	éventré	1.49	3.170	VERB:22
22	souille	souiller	0.628571	souille	0.81	souille	2.36	2.914	VERB:22
22	éperdus	éperdre	0.628571	éperdus	0.34	éperdu	0.95	2.794	VERB:22
22	plainte	plaindre	0.036244	plainte	6.35	plainte	17.09	2.691	VERB:22
22	cuivré	cuivrer	0.785714	cuivré	0.47	cuivré	1.22	2.596	VERB:22
22	exploités	exploiter	1.000000	exploités	0.27	exploité	0.68	2.519	VERB:22
22	organisé	organisé	0.127907	organisé	3.04	organiser	7.16	2.355	ADJ:22
22	méprises	méprise	0.536585	méprises	0.27	mépriser	0.61	2.259	NOUN:22
22	tirés	tiré	0.075862	tirés	6.15	tirer	13.65	2.220	ADJ:22
22	avertie	averti	0.167939	avertie	1.01	avertir	2.23	2.208	ADJ:22
22	volés	volé	0.186441	volés	0.95	voler	2.09	2.200	ADJ:22
22	mordant	mordant	0.151724	mordant	1.62	mordre	3.11	1.920	ADJ:22
22	enduit	enduit	0.647059	enduit	1.49	enduire	2.84	1.906	NOUN:22
22	étourdissant	étourdir	0.758621	étourdissant	0.47	étourdissant	0.88	1.872	VERB:22
22	éclairés	éclairé	0.150685	éclairés	1.89	éclairer	3.38	1.788	ADJ:22
22	animés	animé	0.125000	animés	1.42	animer	2.50	1.761	ADJ:22
22	déchirées	déchirer	0.415094	déchirées	1.01	déchiré	1.76	1.743	VERB:22
22	tronqué	tronquer	1.000000	tronqué	0.20	tronqué	0.34	1.700	VERB:22
22	fourrées	fourrer	0.956522	fourrées	0.34	fourré	0.54	1.588	VERB:22
22	abrégé	abréger	0.647059	abrégé	0.41	abrégé	0.61	1.488	VERB:22
22	endimanché	endimancher	1.000000	endimanché	0.41	endimanché	0.61	1.488	VERB:22
22	conquises	conquérir	0.814815	conquises	0.34	conquis	0.47	1.382	VERB:22
22	catapulte	catapulte	1.000000	catapulte	0.27	catapulter	0.34	1.259	NOUN:22
22	décomposés	décomposer	1.000000	décomposés	0.27	décomposé	0.34	1.259	VERB:22
22	vexée	vexer	1.000000	vexée	1.08	vexé	1.35	1.250	VERB:22
22	dévastés	dévaster	0.956522	dévastés	0.34	dévasté	0.41	1.206	VERB:22
22	jonchée	joncher	0.511628	jonchée	1.28	jonchée	1.49	1.164	VERB:22
22	rapprochées	rapproché	0.188034	rapprochées	1.08	rapprocher	1.22	1.130	ADJ:22
21	carrosse	carrosser	0.022629	carrosse	0.00	carrosse	3.72	inf	VERB:21
21	conduites	conduire	0.068404	conduites	0.00	conduite	1.42	inf	VERB:21
21	rayons	rayer	0.012963	rayons	0.00	rayon	28.04	inf	VERB:21
21	forces	forcer	0.007732	forces	0.47	force	126.35	268.830	VERB:21
21	cédant	cédant	0.092511	cédant	0.07	céder	3.11	44.429	NOUN:21
21	débraillé	débrailler	0.677419	débraillé	0.07	débraillé	2.03	29.000	VERB:21
21	dépenses	dépenser	0.048951	dépenses	0.20	dépense	5.07	25.350	VERB:21
21	querelle	quereller	0.026684	querelle	0.27	querelle	6.42	23.778	VERB:21
21	constantes	constante	0.466667	constantes	0.07	constant	1.42	20.286	NOUN:21
21	juges	juger	0.031627	juges	0.81	juge	14.66	18.099	VERB:21
21	promis	promis	0.010259	promis	4.86	promettre	84.86	17.461	ADJ:12;NOUN:9
21	mouche	moucher	0.090129	mouche	1.08	mouche	18.72	17.333	VERB:21
21	surprises	surprendre	0.109375	surprises	0.61	surprise	8.65	14.180	VERB:21
21	attaquant	attaquant	0.247059	attaquant	0.34	attaquer	2.77	8.147	NOUN:21
21	Embrasse	embrasse	0.259259	embrasse	3.31	embrasser	26.69	8.063	NOUN:21
21	caillé	cailler	1.000000	caillé	0.27	caillé	1.96	7.259	VERB:21
21	trône	trôner	0.021341	trône	1.62	trône	11.49	7.093	VERB:21
21	avorté	avorter	1.000000	avorté	0.07	avorté	0.47	6.714	VERB:21
21	jetées	jetée	0.120690	jetées	0.54	jeter	3.38	6.259	NOUN:21
21	superposés	superposer	0.656250	superposés	0.47	superposé	2.84	6.043	VERB:21
21	offres	offrir	0.070000	offres	0.68	offre	2.77	4.074	VERB:21
21	barre	barrer	0.028494	barre	5.81	barre	23.18	3.990	VERB:21
21	obstinés	obstiner	0.552632	obstinés	0.34	obstiné	1.22	3.588	VERB:21
21	erre	erre	0.512195	erre	0.74	errer	2.64	3.568	NOUN:21
21	interdits	interdire	0.807692	interdits	1.69	interdit	5.88	3.479	VERB:21
21	arrosé	arrosé	0.287671	arrosé	0.95	arroser	2.97	3.126	ADJ:21
21	assiégés	assiéger	0.145833	assiégés	0.61	assiégé	1.76	2.885	VERB:21
21	empanaché	empanacher	1.000000	empanaché	0.07	empanaché	0.20	2.857	VERB:21
21	expédient	expédier	0.238636	expédient	0.47	expédient	1.15	2.447	VERB:21
21	jetés	jeté	0.041833	jetés	3.58	jeter	8.72	2.436	ADJ:20;NOUN:1
21	alarmant	alarmer	0.777778	alarmant	0.34	alarmant	0.81	2.382	VERB:21
21	corrompue	corrompre	0.420000	corrompue	0.20	corrompu	0.41	2.050	VERB:21
21	offensés	offenser	0.954545	offensés	0.14	offensé	0.27	1.929	VERB:21
21	détournées	détourner	0.840000	détournées	0.27	détourné	0.47	1.741	VERB:21
21	proportionnée	proportionné	0.567568	proportionnée	0.20	proportionner	0.34	1.700	ADJ:21
21	effilée	effiler	0.677419	effilée	0.68	effilé	1.15	1.691	VERB:21
21	prédestiné	prédestiner	0.700000	prédestiné	0.27	prédestiné	0.41	1.519	VERB:21
21	ruminant	ruminant	0.567568	ruminant	0.67	ruminer	1.01	1.507	NOUN:19;ADJ:2
21	oppressée	oppresser	0.214286	oppressée	0.47	oppressé	0.68	1.447	VERB:21
21	illuminées	illuminer	0.750000	illuminées	0.81	illuminé	1.08	1.333	VERB:21
21	roulées	rouler	0.500000	roulées	1.08	roulé	1.42	1.315	VERB:21
21	vernie	vernir	0.840000	vernie	0.95	verni	1.22	1.284	VERB:21
21	méconnus	méconnu	0.446809	méconnus	0.54	méconnaître	0.68	1.259	ADJ:21
21	rompus	rompu	0.218750	rompus	1.62	rompre	2.03	1.253	ADJ:21
21	approfondi	approfondir	0.656250	approfondi	0.54	approfondi	0.61	1.130	VERB:21
21	ébahis	ébahi	0.583333	ébahis	0.81	ébahir	0.82	1.012	ADJ:21
20	diminuées	diminuer	0.952381	diminuées	0.00	diminué	0.20	inf	VERB:20
20	rôtie	rôtir	0.425532	rôtie	0.00	rôti	0.68	inf	VERB:20
20	singe	singer	0.053763	singe	0.14	singe	15.00	107.143	VERB:20
20	sortes	sortir	0.015480	sortes	0.34	sorte	33.78	99.353	VERB:20
20	dame	damer	0.005262	dame	2.43	dame	107.64	44.296	VERB:20
20	tranchées	trancher	0.277778	tranchées	0.34	tranchée	12.16	35.765	VERB:20
20	rencontres	rencontrer	0.100000	rencontres	0.54	rencontre	18.51	34.278	VERB:20
20	étoile	étoiler	0.032468	étoile	1.22	étoile	29.80	24.426	VERB:20
20	carrées	carrer	0.163934	carrées	0.20	carré	3.78	18.900	VERB:20
20	accompagnant	accompagnant	0.114286	accompagnant	0.27	accompagner	5.00	18.519	ADJ:20
20	arriéré	arriérer	0.357143	arriéré	0.07	arriéré	1.15	16.429	VERB:20
20	prospère	prospérer	0.434783	prospère	0.14	prospère	2.23	15.929	VERB:20
20	infirme	infirmer	0.136986	infirme	0.47	infirme	6.55	13.936	VERB:20
20	préjugé	préjuger	0.107527	préjugé	0.20	préjugé	2.43	12.150	VERB:20
20	consigne	consigner	0.051546	consigne	0.68	consigne	7.91	11.632	VERB:20
20	désobligeant	désobliger	0.714286	désobligeant	0.07	désobligeant	0.74	10.571	VERB:20
20	cuirassé	cuirasser	0.540541	cuirassé	0.27	cuirassé	2.50	9.259	VERB:20
20	privilégiées	privilégier	0.526316	privilégiées	0.14	privilégié	0.88	6.286	VERB:20
20	torture	torturer	0.057637	torture	1.96	torture	11.96	6.102	VERB:20
20	voltige	voltiger	0.606061	voltige	0.34	voltige	1.96	5.765	VERB:20
20	rompu	rompu	0.048662	rompu	1.89	rompre	10.68	5.651	ADJ:20
20	préposé	préposer	0.833333	préposé	0.74	préposé	3.18	4.297	VERB:20
20	harassé	harasser	0.625000	harassé	0.27	harassé	1.15	4.259	VERB:20
20	ensoleillé	ensoleiller	1.000000	ensoleillé	0.81	ensoleillé	3.04	3.753	VERB:20
20	déchiquetées	déchiqueter	0.952381	déchiquetées	0.27	déchiqueté	0.95	3.519	VERB:20
20	stimulant	stimuler	0.487805	stimulant	0.34	stimulant	1.15	3.382	VERB:20
20	blanchi	blanchi	0.273973	blanchi	0.68	blanchir	2.23	3.279	ADJ:20
20	assises	assis	0.072202	assises	2.23	assoir	6.89	3.090	ADJ:20
20	palpitant	palpiter	0.133333	palpitant	1.08	palpitant	3.31	3.065	VERB:20
20	payant	payant	0.137931	payant	0.74	payer	2.23	3.014	ADJ:20
20	choquant	choquer	0.740741	choquant	0.27	choquant	0.81	3.000	VERB:20
20	vivifiant	vivifier	0.416667	vivifiant	0.27	vivifiant	0.81	3.000	VERB:20
20	forcé	forcé	0.009639	forcé	5.74	forcer	16.55	2.883	ADJ:20
20	rate	rat	0.740741	rate	1.01	rater	2.91	2.881	NOUN:20
20	déracinés	déraciner	0.869565	déracinés	0.27	déraciné	0.75	2.778	VERB:20
20	taquine	taquin	0.625000	taquine	0.41	taquiner	1.08	2.634	ADJ:20
20	suspendu	suspendu	0.054054	suspendu	5.20	suspendre	12.77	2.456	ADJ:20
20	cassés	casser	0.176991	cassés	1.76	cassé	4.05	2.301	VERB:20
20	ébahie	ébahir	0.952381	ébahie	0.27	ébahi	0.61	2.259	VERB:20
20	renversé	renversé	0.046404	renversé	3.38	renverser	6.62	1.959	ADJ:20
20	branlant	branler	0.740741	branlant	0.81	branlant	1.55	1.914	VERB:20
20	viole	viole	0.645161	viole	0.81	violer	1.49	1.840	NOUN:20
20	embrouille	embrouiller	1.000000	embrouille	1.96	embrouille	3.18	1.622	VERB:20
20	subordonné	subordonner	0.454545	subordonné	0.74	subordonné	1.08	1.459	VERB:20
20	déçues	déçu	1.000000	déçues	0.14	décevoir	0.20	1.429	ADJ:20
20	coiffe	coiffer	0.156250	coiffe	3.18	coiffe	4.53	1.425	VERB:20
20	redites	redire	0.555556	redites	0.40	redite	0.54	1.350	VERB:20
20	trouées	trouer	0.487805	trouées	0.81	troué	1.01	1.247	VERB:20
20	trouées	trouée	0.487805	trouées	0.81	troué	1.01	1.247	NOUN:20
20	éventé	éventer	0.769231	éventé	0.34	éventé	0.41	1.206	VERB:20
20	Blessé	blesser	0.571429	blessé	17.43	blessé	20.68	1.186	VERB:20
20	mineure	mineure	0.512821	mineure	1.42	mineur	1.62	1.141	NOUN:20
20	Lâche	lâcher	0.555556	lâche	14.05	lâche	15.94	1.135	VERB:20
19	terrasse	terrer	0.020788	terrasse	0.47	terrasse	61.15	130.106	VERB:19
19	assemblée	assembler	0.025780	assemblée	0.34	assemblée	31.08	91.412	VERB:19
19	fête	fêter	0.010532	fête	1.82	fête	70.41	38.687	VERB:19
19	jurons	jurer	0.128378	jurons	0.20	juron	6.62	33.100	VERB:19
19	niais	nier	0.045131	niais	0.14	niais	4.59	32.786	VERB:19
19	arrivée	arrivé	0.005452	arrivée	2.84	arrivée	77.84	27.408	ADJ:19
19	oublie	oublie	0.026279	oublie	1.28	oublier	34.66	27.078	NOUN:19
19	posé	posé	0.029366	posé	3.72	poser	69.26	18.618	ADJ:19
19	mûre	mûre	0.292308	mûre	0.27	mûr	4.80	17.778	NOUN:19
19	Entre	entrer	0.021111	entre	58.78	entre	833.99	14.188	VERB:19
19	feint	feint	0.179245	feint	0.61	feindre	8.24	13.508	ADJ:19
19	combine	combiner	0.791667	combine	0.54	combine	4.80	8.889	VERB:19
19	ébréché	ébrécher	1.000000	ébréché	0.14	ébréché	1.22	8.714	VERB:19
19	fourrés	fourrer	0.193878	fourrés	1.28	fourré	7.70	6.016	VERB:19
19	Continue	continu	0.345455	continue	8.85	continuer	50.54	5.711	ADJ:19
19	survivant	survivre	0.351852	survivant	0.54	survivant	2.91	5.389	VERB:19
19	arrêtés	arrêté	0.036398	arrêtés	3.11	arrêter	14.59	4.691	NOUN:19
19	couchée	couché	0.030995	couchée	3.45	coucher	15.61	4.525	ADJ:19
19	meublés	meubler	1.000000	meublés	0.27	meublé	1.22	4.519	VERB:19
19	Mets	mets	0.215909	mets	7.97	mettre	33.72	4.231	NOUN:19
19	volatiles	volatil	0.123377	volatiles	0.34	volatile	1.22	3.588	ADJ:19
19	opprimé	opprimer	0.487179	opprimé	0.20	opprimé	0.67	3.350	VERB:19
19	entendus	entendu	0.059561	entendus	1.89	entendre	6.22	3.291	ADJ:19
19	attendues	attendre	0.950000	attendues	0.20	attendu	0.61	3.050	VERB:19
19	trépassé	trépasser	0.463415	trépassé	0.07	trépassé	0.21	3.000	VERB:19
19	Aide	aider	0.487179	aide	18.38	aide	52.30	2.845	VERB:19
19	détenu	détenir	0.558824	détenu	0.81	détenu	2.29	2.827	VERB:19
19	assommant	assommer	0.826087	assommant	0.41	assommant	1.15	2.805	VERB:19
19	enfumé	enfumer	1.000000	enfumé	0.20	enfumé	0.54	2.700	VERB:19
19	chauffe	chauffe	0.246753	chauffe	1.35	chauffer	3.51	2.600	NOUN:19
19	passée	passé	0.019874	passée	10.81	passer	25.68	2.376	ADJ:19
19	dérobée	dérober	0.070111	dérobée	2.77	dérobé	6.28	2.267	VERB:19
19	boisé	boiser	0.422222	boisé	0.27	boisé	0.61	2.259	VERB:19
19	désolées	désoler	0.452381	désolées	0.27	désolé	0.61	2.259	VERB:19
19	déchaînée	déchaîner	1.000000	déchaînée	0.68	déchaîné	1.49	2.191	VERB:19
19	acéré	acérer	0.950000	acéré	0.34	acéré	0.74	2.176	VERB:19
19	déplacé	déplacé	0.208791	déplacé	2.03	déplacer	3.99	1.966	ADJ:19
19	acharnées	acharné	0.904762	acharnées	0.41	acharner	0.74	1.805	ADJ:19
19	résident	résider	0.655172	résident	0.34	résident	0.61	1.794	VERB:19
19	plongées	plonger	0.904762	plongées	0.68	plongée	1.22	1.794	VERB:19
19	opprimée	opprimer	0.950000	opprimée	0.27	opprimé	0.48	1.778	VERB:19
19	démontés	démonter	0.950000	démontés	0.27	démonté	0.47	1.741	VERB:19
19	établies	établi	0.133803	établies	1.15	établir	1.96	1.704	ADJ:19
19	disloqué	disloquer	1.000000	disloqué	0.88	disloqué	1.35	1.534	VERB:19
19	enflés	enfler	1.000000	enflés	0.41	enflé	0.61	1.488	VERB:19
19	endoloris	endolori	0.950000	endoloris	0.20	endolorir	0.28	1.400	ADJ:19
19	offensé	offensé	0.080169	offensé	1.21	offenser	1.55	1.281	NOUN:17;ADJ:2
19	cambré	cambrer	0.950000	cambré	0.54	cambré	0.68	1.259	VERB:19
19	psalmodie	psalmodie	1.000000	psalmodie	0.34	psalmodier	0.41	1.206	NOUN:19
19	ulcéré	ulcérer	1.000000	ulcéré	0.68	ulcéré	0.81	1.191	VERB:19
19	plaisantes	plaisanter	0.404255	plaisantes	0.95	plaisant	1.08	1.137	VERB:19
19	imitée	imiter	1.000000	imitée	0.68	imité	0.74	1.088	VERB:19
19	intéressé	intéressé	0.064189	intéressé	6.09	intéresser	6.22	1.021	NOUN:16;ADJ:3
18	ombragés	ombragé	0.391304	ombragés	0.00	ombrager	0.34	inf	ADJ:18
18	attente	attenter	0.020737	attente	0.14	attente	61.35	438.214	VERB:18
18	départ	départir	0.004684	départ	0.81	départ	116.96	144.395	VERB:18
18	jurés	jurer	0.135338	jurés	0.07	juré	4.19	59.857	VERB:18
18	alliés	allier	0.084906	alliés	1.42	allié	55.40	39.014	VERB:18
18	contrariant	contrarier	0.720000	contrariant	0.07	contrariant	1.15	16.429	VERB:18
18	contenant	contenant	0.064748	contenant	0.68	contenir	9.53	14.015	NOUN:18
18	traites	traiter	0.204545	traites	0.14	traite	1.82	13.000	VERB:18
18	juré	juré	0.022277	juré	1.55	jurer	16.69	10.768	NOUN:17;ADJ:1
18	ébouriffés	ébouriffer	0.857143	ébouriffés	0.14	ébouriffé	1.49	10.643	VERB:18
18	signalé	signalé	0.045918	signalé	0.41	signaler	3.78	9.220	ADJ:18
18	bouchée	boucher	0.126761	bouchée	0.81	bouchée	6.28	7.753	VERB:18
18	exilés	exiler	0.285714	exilés	0.34	exilé	2.50	7.353	VERB:18
18	obstinée	obstiner	0.144000	obstinée	0.41	obstiné	2.77	6.756	VERB:18
18	crénelées	créneler	1.000000	crénelées	0.07	crénelé	0.41	5.857	VERB:18
18	saignée	saigner	0.165138	saignée	0.41	saignée	2.36	5.756	VERB:18
18	couronnée	couronné	0.141732	couronnée	0.54	couronner	2.57	4.759	ADJ:18
18	devins	devin	0.156522	devins	0.41	devenir	1.89	4.610	NOUN:18
18	gênant	gêner	0.159292	gênant	1.42	gênant	6.08	4.282	VERB:18
18	mire	mirer	0.180000	mire	0.54	mire	2.03	3.759	VERB:18
18	épure	épurer	0.782609	épure	0.20	épure	0.74	3.700	VERB:18
18	dégarni	dégarnir	0.947368	dégarni	0.47	dégarni	1.69	3.596	VERB:18
18	anticipé	anticiper	0.750000	anticipé	0.14	anticipé	0.47	3.357	VERB:18
18	inondées	inonder	0.666667	inondées	0.14	inondé	0.41	2.929	VERB:18
18	tourmentées	tourmenter	0.818182	tourmentées	0.07	tourmenté	0.20	2.857	VERB:18
18	émancipée	émanciper	1.000000	émancipée	0.07	émancipé	0.20	2.857	VERB:18
18	rentrées	rentrée	0.281250	rentrées	1.15	rentrer	3.11	2.704	NOUN:18
18	fâchés	fâché	0.333333	fâchés	0.41	fâcher	1.08	2.634	ADJ:18
18	compassé	compasser	0.642857	compassé	0.34	compassé	0.88	2.588	VERB:18
18	dentelé	denteler	1.000000	dentelé	0.34	dentelé	0.88	2.588	VERB:18
18	dénudées	dénuder	0.900000	dénudées	0.27	dénudé	0.68	2.519	VERB:18
18	déguisée	déguisé	0.116883	déguisée	1.01	déguiser	2.50	2.475	ADJ:18
18	administrés	administrer	0.346154	administrés	0.14	administré	0.34	2.429	VERB:18
18	noyé	noyé	0.075630	noyé	2.77	noyer	6.69	2.415	ADJ:18
18	civilisée	civiliser	0.529412	civilisée	0.20	civilisé	0.47	2.350	VERB:18
18	entrave	entrave	0.750000	entrave	1.01	entraver	2.36	2.337	NOUN:18
18	embrasses	embrasse	0.500000	embrasses	0.27	embrasser	0.61	2.259	NOUN:18
18	entrouvertes	entrouvrir	0.352941	entrouvertes	0.95	entrouvert	2.09	2.200	VERB:18
18	endurcis	endurcir	0.500000	endurcis	0.28	endurci	0.61	2.179	VERB:18
18	rabattus	rabattre	0.782609	rabattus	0.41	rabattu	0.88	2.146	VERB:18
18	ridée	rider	0.310345	ridée	1.01	ridé	2.16	2.139	VERB:18
18	pince	pincer	0.174757	pince	3.58	pince	7.64	2.134	VERB:18
18	étranglé	étranglé	0.130435	étranglé	1.08	étrangler	2.23	2.065	ADJ:18
18	bronzé	bronzer	0.900000	bronzé	1.42	bronzé	2.84	2.000	VERB:18
18	décuple	décuple	0.782609	décuple	0.07	décupler	0.14	2.000	ADJ:18
18	déconfit	déconfire	0.947368	déconfit	0.28	déconfit	0.54	1.929	VERB:18
18	éclairé	éclairé	0.028257	éclairé	6.08	éclairer	11.22	1.845	ADJ:18
18	fumé	fumé	0.305085	fumé	2.30	fumer	4.19	1.822	ADJ:18
18	épaté	épater	1.000000	épaté	1.01	épaté	1.76	1.743	VERB:18
18	traînes	traîne	0.782609	traînes	0.41	traîner	0.68	1.659	NOUN:18
18	fortifiée	fortifié	0.222222	fortifiée	0.68	fortifier	1.08	1.588	ADJ:18
18	hésitant	hésitant	0.083721	hésitant	3.92	hésiter	6.22	1.587	ADJ:18
18	déterminées	déterminer	0.529412	déterminées	0.27	déterminé	0.41	1.519	VERB:18
18	brodées	brodé	0.219512	brodées	0.88	broder	1.28	1.455	ADJ:18
18	gantés	ganter	0.947368	gantés	0.20	ganté	0.27	1.350	VERB:18
18	éloignés	éloigné	0.056782	éloignés	2.97	éloigner	3.99	1.343	ADJ:18
18	affranchi	affranchi	0.339623	affranchi	1.49	affranchir	1.96	1.315	NOUN:17;ADJ:1
18	inondés	inondé	0.461538	inondés	0.47	inonder	0.61	1.298	ADJ:18
18	prévenant	prévenant	0.189474	prévenant	0.74	prévenir	0.95	1.284	ADJ:18
18	égarée	égaré	0.121622	égarée	2.77	égarer	3.31	1.195	ADJ:18
18	paralysée	paralysé	0.327273	paralysée	1.69	paralyser	1.96	1.160	NOUN:14;ADJ:4
18	déplacés	déplacer	0.900000	déplacés	0.88	déplacé	1.02	1.159	VERB:18
18	Effrayé	effrayer	1.000000	effrayé	3.99	effrayé	4.53	1.135	VERB:18
18	gâtée	gâté	0.142857	gâtée	1.28	gâter	1.42	1.109	ADJ:18
18	déçue	décevoir	0.562500	déçue	3.38	déçu	3.65	1.080	VERB:18
17	efféminé	efféminer	0.894737	efféminé	0.00	efféminé	0.20	inf	VERB:17
17	épargnes	épargne	0.894737	épargnes	0.00	épargner	0.07	inf	NOUN:17
17	appris	appris	0.008366	appris	0.68	apprendre	195.40	287.353	ADJ:17
17	influence	influencer	0.008799	influence	0.47	influence	19.73	41.979	VERB:17
17	apprenant	apprenant	0.030686	apprenant	0.20	apprendre	7.23	36.150	NOUN:17
17	classe	classer	0.025797	classe	3.04	classe	90.74	29.849	VERB:17
17	explicite	expliciter	0.404762	explicite	0.07	explicite	1.82	26.000	VERB:17
17	roule	roule	0.090426	roule	1.08	rouler	24.32	22.519	NOUN:17
17	huées	huer	0.150442	huées	0.07	huée	1.42	20.286	VERB:17
17	débauche	débaucher	0.066148	débauche	0.47	débauche	7.16	15.234	VERB:17
17	voies	voir	0.061151	voies	1.42	voie	17.43	12.275	VERB:17
17	gardes	garder	0.012160	gardes	1.82	garde	22.23	12.214	VERB:17
17	divertissant	divertir	0.354167	divertissant	0.07	divertissant	0.68	9.714	VERB:17
17	poursuivant	poursuivant	0.111842	poursuivant	0.54	poursuivre	5.14	9.519	NOUN:17
17	bouilli	bouillir	0.333333	bouilli	0.27	bouilli	2.36	8.741	VERB:17
17	cache	cache	0.026521	cache	2.97	cacher	20.07	6.758	NOUN:17
17	entretiens	entretenir	0.116438	entretiens	1.15	entretien	7.23	6.287	VERB:17
17	passionnés	passionner	0.145299	passionnés	0.47	passionné	2.84	6.043	VERB:17
17	assemblées	assembler	0.197674	assemblées	0.74	assemblée	4.05	5.473	VERB:17
17	effilés	effiler	0.326923	effilés	0.27	effilé	1.35	5.000	VERB:17
17	endimanchés	endimancher	0.680000	endimanchés	0.27	endimanché	1.28	4.741	VERB:17
17	indignés	indigner	0.772727	indignés	0.34	indigné	1.15	3.382	VERB:17
17	guindé	guinder	1.000000	guindé	0.27	guindé	0.88	3.259	VERB:17
17	sue	su	0.414634	sue	0.68	suer	1.96	2.882	ADJ:17
17	Prions	prion	1.000000	prions	0.54	prier	1.49	2.759	NOUN:17
17	frise	friser	0.326923	frise	1.15	frise	3.04	2.643	VERB:17
17	Désespéré	désespérer	0.772727	désespéré	3.72	désespéré	9.53	2.562	VERB:17
17	pétillant	pétiller	0.414634	pétillant	0.61	pétillant	1.55	2.541	VERB:17
17	ruinées	ruiner	0.629630	ruinées	0.14	ruiné	0.34	2.429	VERB:17
17	rigole	rigole	0.894737	rigole	2.70	rigoler	6.42	2.378	NOUN:17
17	frisée	friser	0.607143	frisée	0.54	frisé	1.28	2.370	VERB:17
17	galonné	galonner	0.566667	galonné	0.34	galonné	0.74	2.176	VERB:17
17	effilées	effiler	0.485714	effilées	0.41	effilé	0.88	2.146	VERB:17
17	tonnant	tonner	0.944444	tonnant	0.07	tonnant	0.14	2.000	VERB:17
17	cuite	cuite	0.180851	cuite	2.91	cuit	5.74	1.973	NOUN:17
17	dénudés	dénuder	1.000000	dénudés	0.47	dénudé	0.88	1.872	VERB:17
17	accompli	accompli	0.025185	accompli	5.27	accomplir	9.59	1.820	ADJ:17
17	portions	porter	0.120567	portions	1.08	portion	1.96	1.815	VERB:17
