COUNT	TERM	LEMMA	CORPUS_SHARE	WORD_FORM	WORD_FREQ	WORD_DOMINANT_LEMMA	WORD_DOMINANT_FREQ	WORD_RATIO	POS_COUNTS
8	dégingandé	dégingander	0.888889	dégingandé	0.34	dégingandé	1.55	4.559	VERB:8
8	éperdues	éperdre	0.470588	éperdues	0.14	éperdu	0.61	4.357	VERB:8
8	purge	purger	0.571429	purge	0.34	purge	1.35	3.971	VERB:8
8	alanguis	alanguir	0.727273	alanguis	0.07	alangui	0.27	3.857	VERB:8
8	désintéressées	désintéresser	1.000000	désintéressées	0.07	désintéressé	0.27	3.857	VERB:8
8	écaillé	écailler	1.000000	écaillé	0.27	écaillé	1.01	3.741	VERB:8
8	Partis	parti	0.363636	partis	15.87	partir	59.32	3.738	NOUN:8
8	bâti	bâti	0.017544	bâti	1.49	bâtir	5.54	3.718	ADJ:8
8	disparues	disparaître	0.266667	disparues	0.47	disparu	1.69	3.596	VERB:8
8	hurlant	hurlant	0.055556	hurlant	3.51	hurler	12.36	3.521	ADJ:8
8	désignées	désigné	0.160000	désignées	0.27	désigner	0.95	3.519	ADJ:8
8	Choisis	choisi	0.333333	choisis	5.14	choisir	17.56	3.416	ADJ:8
8	enfumés	enfumer	1.000000	enfumés	0.20	enfumé	0.68	3.400	VERB:8
8	repentis	repentir	0.888889	repentis	0.28	repenti	0.95	3.393	VERB:8
8	mourons	mouron	0.190476	mourons	0.14	mourir	0.47	3.357	NOUN:8
8	séparés	séparé	0.017429	séparés	3.78	séparer	12.43	3.288	ADJ:8
8	interrompus	interrompu	0.103896	interrompus	0.34	interrompre	1.08	3.176	ADJ:8
8	rafraîchissant	rafraîchir	0.571429	rafraîchissant	0.34	rafraîchissant	1.08	3.176	VERB:8
8	exilées	exiler	0.800000	exilées	0.07	exilé	0.21	3.000	VERB:8
8	gâches	gâche	1.000000	gâches	0.14	gâcher	0.41	2.929	NOUN:8
8	indiquées	indiqué	0.133333	indiquées	0.14	indiquer	0.41	2.929	ADJ:8
8	divisés	divisé	0.108108	divisés	0.47	diviser	1.35	2.872	ADJ:8
8	existant	existant	0.170213	existant	0.54	exister	1.55	2.870	ADJ:8
8	importée	importer	1.000000	importée	0.07	importé	0.20	2.857	VERB:8
8	mouchetées	moucheter	1.000000	mouchetées	0.07	moucheté	0.20	2.857	VERB:8
8	excommuniés	excommunier	0.571429	excommuniés	0.34	excommunié	0.95	2.794	VERB:8
8	fripé	friper	0.888889	fripé	0.54	fripé	1.49	2.759	VERB:8
8	Sortie	sortir	0.615385	sortie	23.99	sortie	66.01	2.752	VERB:8
8	hâlés	hâler	0.888889	hâlés	0.20	hâlé	0.54	2.700	VERB:8
8	beuglant	beuglant	0.888889	beuglant	0.34	beugler	0.88	2.588	NOUN:8
8	dérobées	dérober	0.666667	dérobées	0.27	dérobé	0.68	2.519	VERB:8
8	cadencée	cadencer	1.000000	cadencée	0.14	cadencé	0.34	2.429	VERB:8
8	conjurée	conjurer	0.888889	conjurée	0.14	conjuré	0.34	2.429	VERB:8
8	submergées	submergé	0.666667	submergées	0.20	submerger	0.47	2.350	ADJ:8
8	disputée	disputé	0.216216	disputée	0.27	disputer	0.61	2.259	ADJ:8
8	nourrissant	nourrissant	0.195122	nourrissant	0.81	nourrir	1.82	2.247	ADJ:8
8	tassée	tassé	0.347826	tassée	1.15	tasser	2.57	2.235	ADJ:8
8	remontée	remontée	0.087912	remontée	1.49	remonter	3.31	2.221	NOUN:8
8	décorés	décoré	0.170213	décorés	1.08	décorer	2.36	2.185	ADJ:8
8	entendu	entendu	0.001663	entendu	56.55	entendre	122.91	2.173	ADJ:8
8	dépassée	dépassé	0.163265	dépassée	1.22	dépasser	2.64	2.164	ADJ:8
8	déprimée	déprimer	1.000000	déprimée	0.41	déprimé	0.88	2.146	VERB:8
8	imprimés	imprimé	0.123077	imprimés	1.42	imprimer	2.97	2.092	NOUN:8
8	Pendu	pendu	0.727273	pendu	2.77	pendre	5.74	2.072	NOUN:8
8	ondulées	onduler	0.533333	ondulées	0.20	ondulé	0.41	2.050	VERB:8
8	fanfaronne	fanfaron	0.888889	fanfaronne	0.07	fanfaronner	0.14	2.000	ADJ:8
8	perlées	perler	1.000000	perlées	0.07	perlé	0.14	2.000	VERB:8
8	repousses	repousser	0.800000	repousses	0.07	repousse	0.14	2.000	VERB:8
8	rétréci	rétréci	0.242424	rétréci	0.61	rétrécir	1.22	2.000	ADJ:8
8	amortis	amortir	1.000000	amortis	0.28	amorti	0.54	1.929	VERB:8
8	empâtés	empâter	1.000000	empâtés	0.14	empâté	0.27	1.929	VERB:8
8	ébloui	ébloui	0.039024	ébloui	2.97	éblouir	5.68	1.912	ADJ:8
8	détendue	détendre	0.533333	détendue	0.95	détendu	1.76	1.853	VERB:8
8	bleuies	bleui	0.666667	bleuies	0.41	bleuir	0.74	1.805	ADJ:8
8	restreints	restreindre	0.727273	restreints	0.41	restreint	0.74	1.805	VERB:8
8	variée	varier	0.125000	variée	0.41	varié	0.74	1.805	VERB:8
8	bosselée	bosselé	0.888889	bosselée	0.34	bosseler	0.61	1.794	ADJ:8
8	Initié	initié	0.500000	initié	1.09	initier	1.89	1.734	NOUN:8
8	aplaties	aplatir	0.571429	aplaties	0.47	aplati	0.81	1.723	VERB:8
8	pelées	pelé	0.727273	pelées	0.20	peler	0.34	1.700	ADJ:8
8	Isolé	isoler	1.000000	isolé	3.24	isolé	5.47	1.688	VERB:8
8	blâmes	blâmer	0.888889	blâmes	0.41	blâme	0.68	1.659	VERB:8
8	résignées	résigner	0.470588	résignées	0.34	résigné	0.55	1.618	VERB:8
8	vanné	vanner	0.888889	vanné	0.34	vanné	0.54	1.588	VERB:8
8	paralysé	paralysé	0.119403	paralysé	2.63	paralyser	4.12	1.567	NOUN:6;ADJ:2
8	extasié	extasier	1.000000	extasié	0.61	extasié	0.95	1.557	VERB:8
8	déchiquetés	déchiqueter	0.666667	déchiquetés	1.08	déchiqueté	1.62	1.500	VERB:8
8	proportionné	proportionné	0.333333	proportionné	0.41	proportionner	0.61	1.488	ADJ:8
8	limitée	limité	0.210526	limitée	1.28	limiter	1.89	1.477	ADJ:8
8	interposés	interposer	0.888889	interposés	0.14	interposé	0.20	1.429	VERB:8
8	motivé	motivé	0.216216	motivé	0.14	motiver	0.20	1.429	ADJ:8
8	préoccupées	préoccuper	1.000000	préoccupées	0.14	préoccupé	0.20	1.429	VERB:8
8	rageant	rager	1.000000	rageant	0.14	rageant	0.20	1.429	VERB:8
8	ficelés	ficeler	0.888889	ficelés	0.81	ficelé	1.15	1.420	VERB:8
8	Tournant	tournant	0.615385	tournant	22.90	tourner	32.36	1.413	ADJ:6;NOUN:2
8	possédés	possédé	0.320000	possédés	0.68	posséder	0.95	1.397	NOUN:8
8	vibrant	vibrant	0.186047	vibrant	1.89	vibrer	2.64	1.397	ADJ:8
8	jauni	jaunir	0.126984	jauni	1.55	jauni	2.09	1.348	VERB:8
8	Représentant	représentant	0.615385	représentant	12.30	représenter	16.42	1.335	NOUN:8
8	hantée	hanté	0.250000	hantée	0.61	hanter	0.81	1.328	ADJ:8
8	immergé	immergé	0.258065	immergé	0.61	immerger	0.81	1.328	ADJ:8
8	poudré	poudré	0.266667	poudré	0.61	poudrer	0.81	1.328	ADJ:8
8	boursouflée	boursoufler	0.800000	boursouflée	0.68	boursouflé	0.88	1.294	VERB:8
8	arrachés	arraché	0.052980	arrachés	2.57	arracher	3.11	1.210	ADJ:8
8	parfumés	parfumer	0.137931	parfumés	0.68	parfumé	0.81	1.191	VERB:8
8	pourrissant	pourrir	1.000000	pourrissant	0.68	pourrissant	0.81	1.191	VERB:8
8	jaunie	jaunir	0.320000	jaunie	1.62	jauni	1.89	1.167	VERB:8
8	embrouillées	embrouiller	0.347826	embrouillées	0.47	embrouillé	0.54	1.149	VERB:8
8	paralysés	paralysé	0.258065	paralysés	0.61	paralyser	0.68	1.115	NOUN:6;ADJ:2
8	boutonné	boutonné	0.131148	boutonné	0.74	boutonner	0.81	1.095	ADJ:8
8	écœuré	écœurer	1.000000	écœuré	2.50	écœuré	2.64	1.056	VERB:8
7	Ose	ose	0.583333	ose	0.00	oser	28.51	inf	NOUN:7
7	conserves	conserver	0.043478	conserves	0.00	conserve	7.36	inf	VERB:7
7	cylindre	cylindrer	0.107692	cylindre	0.00	cylindre	3.11	inf	VERB:7
7	découplée	découpler	1.000000	découplée	0.00	découplé	0.07	inf	VERB:7
7	enracinées	enraciner	1.000000	enracinées	0.00	enraciné	0.14	inf	VERB:7
7	injectée	injecter	1.000000	injectée	0.00	injecté	0.07	inf	VERB:7
7	lanterne	lanterner	0.011925	lanterne	0.00	lanterne	11.55	inf	VERB:7
7	manies	manier	0.137255	manies	0.00	manie	5.20	inf	VERB:7
7	manœuvres	manœuvrer	0.021875	manœuvres	0.00	manœuvre	10.34	inf	VERB:7
7	parasite	parasiter	0.159091	parasite	0.00	parasite	2.17	inf	VERB:7
7	requérant	requérant	0.700000	requérant	0.00	requérir	0.20	inf	NOUN:7
7	subordonnés	subordonner	0.225806	subordonnés	0.00	subordonné	2.10	inf	VERB:7
7	voiles	voiler	0.007718	voiles	0.00	voile	18.04	inf	VERB:7
7	épouvantes	épouvanter	0.259259	épouvantes	0.00	épouvante	0.20	inf	VERB:7
7	œuvres	œuvrer	0.012567	œuvres	0.00	œuvre	24.12	inf	VERB:7
7	aventures	aventurer	0.010448	aventures	0.07	aventure	30.00	428.571	VERB:7
7	signes	signer	0.009957	signes	0.34	signe	42.09	123.794	VERB:7
7	ouvrage	ouvrager	0.005197	ouvrage	0.27	ouvrage	26.15	96.852	VERB:7
7	hache	hacher	0.012750	hache	0.14	hache	11.76	84.000	VERB:7
7	donnes	donne	0.046053	donnes	0.07	donner	5.34	76.286	NOUN:7
7	bâtons	bâter	0.040230	bâtons	0.14	bâton	9.05	64.643	VERB:7
7	loué	loué	0.023256	loué	0.14	louer	7.91	56.500	ADJ:7
7	diagonale	diagonal	0.225806	diagonale	0.07	diagonale	3.85	55.000	ADJ:7
7	lustre	lustrer	0.034653	lustre	0.14	lustre	7.30	52.143	VERB:7
7	poudre	poudrer	0.007769	poudre	0.61	poudre	27.57	45.197	VERB:7
7	fui	fui	0.027451	fui	0.20	fuir	8.24	41.200	ADJ:7
7	légitime	légitimer	0.013359	légitime	0.34	légitime	13.24	38.941	VERB:7
7	aiguille	aiguiller	0.017677	aiguille	0.61	aiguille	18.38	30.131	VERB:7
7	abîmes	abîmer	0.021672	abîmes	0.20	abîme	6.01	30.050	VERB:7
7	excellent	exceller	0.005212	excellent	0.54	excellent	16.01	29.648	VERB:7
7	modèle	modeler	0.012704	modèle	1.28	modèle	34.80	27.187	VERB:7
7	envoyée	envoyé	0.024221	envoyée	0.20	envoyer	5.27	26.350	NOUN:7
7	tempête	tempêter	0.005600	tempête	0.95	tempête	24.26	25.537	VERB:7
7	écume	écumer	0.021407	écume	0.68	écume	16.08	23.647	VERB:7
7	adresses	adresser	0.118644	adresses	0.27	adresse	5.88	21.778	VERB:7
7	imprégnées	imprégné	0.411765	imprégnées	0.07	imprégner	1.28	18.286	ADJ:7
7	rôties	rôtir	0.162791	rôties	0.07	rôti	1.22	17.429	VERB:7
7	gratte	gratte	0.152174	gratte	0.41	gratter	7.09	17.293	NOUN:7
7	gueule	gueuler	0.022152	gueule	6.08	gueule	100.14	16.470	VERB:7
7	fermes	fermer	0.020772	fermes	1.01	ferme	16.55	16.386	VERB:7
7	sous-entendu	sous-entendre	0.437500	sous-entendu	0.14	sous-entendu	2.23	15.929	VERB:7
7	case	caser	0.017456	case	0.61	case	9.46	15.508	VERB:7
7	crépi	crépir	1.000000	crépi	0.20	crépi	3.04	15.200	VERB:7
7	inventions	inventer	0.041916	inventions	0.34	invention	4.86	14.294	VERB:7
7	campé	campé	0.104478	campé	0.14	camper	1.96	14.000	ADJ:7
7	dépareillées	dépareiller	1.000000	dépareillées	0.07	dépareillé	0.95	13.571	VERB:7
7	tins	tin	0.087500	tins	0.20	tenir	2.57	12.850	NOUN:7
7	annonces	annoncer	0.145833	annonces	0.27	annonce	3.45	12.778	VERB:7
7	maternelles	maternelle	0.111111	maternelles	0.14	maternel	1.76	12.571	NOUN:7
7	nommés	nommé	0.045455	nommés	0.20	nommer	2.30	11.500	ADJ:7
7	portée	porté	0.004250	portée	2.97	portée	33.18	11.172	ADJ:7
7	prévenue	prévenu	0.040462	prévenue	0.34	prévenir	3.65	10.735	NOUN:7
7	débauchés	débaucher	0.304348	débauchés	0.07	débauché	0.75	10.714	VERB:7
7	réussis	réussi	0.060345	réussis	1.01	réussir	10.00	9.901	ADJ:7
7	prodigues	prodiguer	0.241379	prodigues	0.07	prodigue	0.68	9.714	VERB:7
7	éclopés	écloper	0.636364	éclopés	0.14	éclopé	1.36	9.714	VERB:7
7	chicane	chicaner	0.129630	chicane	0.14	chicane	1.22	8.714	VERB:7
7	vieillis	vieilli	0.241379	vieillis	0.47	vieillir	3.78	8.043	ADJ:7
7	fulgurant	fulgurer	0.500000	fulgurant	0.34	fulgurant	2.57	7.559	VERB:7
7	visée	viser	0.583333	visée	0.20	visée	1.49	7.450	VERB:7
7	découverte	découvert	0.006211	découverte	3.24	découverte	23.18	7.154	ADJ:7
7	poivre	poivrer	0.179487	poivre	0.95	poivre	6.69	7.042	VERB:7
7	froncés	froncer	0.120690	froncés	0.61	froncé	4.19	6.869	VERB:7
7	adopté	adopté	0.024735	adopté	1.08	adopter	7.36	6.815	NOUN:7
7	relâchés	relâcher	0.875000	relâchés	0.07	relâché	0.47	6.714	VERB:7
7	vues	vu	0.014675	vues	1.28	vue	8.38	6.547	ADJ:7
7	arrosés	arrosé	0.175000	arrosés	0.14	arroser	0.88	6.286	ADJ:7
7	coulées	couler	0.200000	coulées	0.47	coulé	2.90	6.170	VERB:7
7	encapuchonnés	encapuchonner	1.000000	encapuchonnés	0.07	encapuchonné	0.41	5.857	VERB:7
7	enchaînée	enchaîné	0.104478	enchaînée	0.07	enchaîner	0.41	5.857	ADJ:7
7	gorgées	gorger	0.085366	gorgées	1.22	gorgée	6.96	5.705	VERB:7
7	cirés	cirer	0.500000	cirés	0.41	ciré	2.30	5.610	VERB:7
7	gifle	gifler	0.122807	gifle	1.82	gifle	9.86	5.418	VERB:7
7	lèche	lèche	0.233333	lèche	0.68	lécher	3.58	5.265	NOUN:7
7	enterré	enterré	0.030172	enterré	1.22	enterrer	6.15	5.041	ADJ:7
7	taré	tarer	0.875000	taré	0.34	taré	1.69	4.971	VERB:7
7	dentelées	denteler	0.700000	dentelées	0.14	dentelé	0.68	4.857	VERB:7
7	délurée	délurer	1.000000	délurée	0.07	déluré	0.34	4.857	VERB:7
7	invétérée	invétérer	0.259259	invétérée	0.07	invétéré	0.34	4.857	VERB:7
7	rabattu	rabattu	0.082353	rabattu	0.68	rabattre	3.11	4.574	ADJ:7
7	bourrés	bourré	0.700000	bourrés	0.81	bourrer	3.58	4.420	ADJ:7
7	frappes	frapper	1.000000	frappes	0.14	frappe	0.61	4.357	VERB:7
7	ébréchées	ébrécher	0.636364	ébréchées	0.14	ébréché	0.61	4.357	VERB:7
7	rampant	rampant	0.052239	rampant	0.81	ramper	3.51	4.333	ADJ:7
7	cuivrée	cuivrer	0.777778	cuivrée	0.27	cuivré	1.15	4.259	VERB:7
7	taxe	taxer	0.159091	taxe	0.27	taxe	1.15	4.259	VERB:7
7	licenciés	licencier	0.777778	licenciés	0.07	licencié	0.28	4.000	VERB:7
7	gambade	gambade	0.875000	gambade	0.14	gambader	0.54	3.857	NOUN:7
7	bourdonnant	bourdonnant	0.200000	bourdonnant	0.27	bourdonner	1.01	3.741	ADJ:7
7	retombées	retomber	0.538462	retombées	0.27	retombée	1.01	3.741	VERB:7
7	parée	paré	0.040230	parée	0.68	parer	2.43	3.574	ADJ:7
7	disparus	disparaître	0.112903	disparus	1.76	disparu	6.28	3.568	VERB:7
7	Levant	levant	0.636364	levant	8.18	lever	28.78	3.518	NOUN:7
7	dorés	dorer	0.027668	dorés	2.84	doré	9.86	3.472	VERB:7
7	résumés	résumer	0.466667	résumés	0.14	résumé	0.47	3.357	VERB:7
7	évasé	évaser	0.538462	évasé	0.14	évasé	0.47	3.357	VERB:7
7	accomplis	accompli	0.035000	accomplis	1.62	accomplir	5.40	3.333	ADJ:7
7	prises	pris	0.006856	prises	3.65	priser	12.16	3.332	ADJ:7
7	obligées	obligé	0.107692	obligées	0.27	obliger	0.88	3.259	ADJ:7
7	touchés	touché	0.093333	touchés	0.74	toucher	2.36	3.189	ADJ:7
7	Commis	commis	0.636364	commis	10.00	commettre	31.62	3.162	NOUN:7
7	Ferme	fermer	0.250000	ferme	28.38	ferme	86.62	3.052	VERB:7
7	endiablée	endiabler	0.875000	endiablée	0.20	endiablé	0.61	3.050	VERB:7
7	mélangée	mélangé	0.145833	mélangée	0.47	mélanger	1.42	3.021	ADJ:7
7	éloigné	éloigné	0.010479	éloigné	3.99	éloigner	11.82	2.962	ADJ:7
7	Contente	contenter	0.700000	contente	8.31	content	24.32	2.927	VERB:7
7	sucrée	sucrer	0.089744	sucrée	0.95	sucré	2.77	2.916	VERB:7
7	affolant	affoler	1.000000	affolant	0.47	affolant	1.35	2.872	VERB:7
7	éclaircies	éclaircir	0.205882	éclaircies	0.47	éclaircie	1.35	2.872	VERB:7
7	hâlées	hâler	0.538462	hâlées	0.07	hâlé	0.20	2.857	VERB:7
7	enveloppant	enveloppant	0.061404	enveloppant	0.61	envelopper	1.69	2.770	ADJ:7
7	disposée	disposé	0.022222	disposée	0.88	disposer	2.43	2.761	ADJ:7
7	jaillissant	jaillissant	0.350000	jaillissant	0.74	jaillir	2.03	2.743	ADJ:7
7	discipliné	discipliner	0.636364	discipliné	0.27	discipliné	0.74	2.741	VERB:7
7	cuirassés	cuirasser	0.437500	cuirassés	0.47	cuirassé	1.28	2.723	VERB:7
7	gagnées	gagné	0.145833	gagnées	0.34	gagner	0.88	2.588	ADJ:7
7	fourrage	fourrager	0.077778	fourrage	0.74	fourrage	1.89	2.554	VERB:7
7	numéroté	numéroter	0.875000	numéroté	0.14	numéroté	0.34	2.429	VERB:7
7	venues	venu	0.019608	venues	4.26	venue	10.27	2.411	ADJ:7
7	fracassés	fracasser	0.875000	fracassés	0.34	fracassé	0.81	2.382	VERB:7
7	débridée	débrider	1.000000	débridée	0.20	débridé	0.47	2.350	VERB:7
7	nouées	noué	0.155556	nouées	0.74	nouer	1.62	2.189	ADJ:7
7	repère	repérer	0.118644	repère	2.50	repère	5.34	2.136	VERB:7
7	éblouis	ébloui	0.093333	éblouis	1.76	éblouir	3.64	2.068	ADJ:7
7	dégradant	dégradant	0.437500	dégradant	0.20	dégrader	0.41	2.050	ADJ:7
7	réprouvé	réprouver	0.437500	réprouvé	0.20	réprouvé	0.41	2.050	VERB:7
7	amaigries	amaigrir	0.333333	amaigries	0.07	amaigri	0.14	2.000	VERB:7
7	diaprée	diaprer	0.466667	diaprée	0.07	diapré	0.14	2.000	VERB:7
7	différencié	différencier	0.875000	différencié	0.07	différencié	0.14	2.000	VERB:7
7	déchaîné	déchaîné	0.212121	déchaîné	0.81	déchaîner	1.62	2.000	ADJ:7
7	dérivée	dérivée	0.636364	dérivée	0.07	dérivé	0.14	2.000	NOUN:7
7	huilée	huiler	1.000000	huilée	0.54	huilé	1.08	2.000	VERB:7
7	éraillés	érailler	0.875000	éraillés	0.07	éraillé	0.14	2.000	VERB:7
7	écrasée	écrasé	0.033333	écrasée	3.18	écraser	6.22	1.956	ADJ:7
7	assourdi	assourdi	0.194444	assourdi	1.49	assourdir	2.91	1.953	ADJ:7
7	chamarrée	chamarrer	0.777778	chamarrée	0.14	chamarré	0.27	1.929	VERB:7
7	fortifiés	fortifier	0.583333	fortifiés	0.14	fortifié	0.27	1.929	VERB:7
7	bouillies	bouilli	0.875000	bouillies	0.61	bouillie	1.15	1.885	ADJ:7
7	partagées	partagé	0.241379	partagées	0.74	partager	1.35	1.824	ADJ:7
7	rabats	rabattre	0.500000	rabats	0.34	rabat	0.61	1.794	VERB:7
7	défaits	défaire	0.368421	défaits	1.22	défait	2.16	1.770	VERB:7
7	tannée	tanner	0.280000	tannée	0.61	tanné	1.08	1.770	VERB:7
7	assourdis	assourdi	0.304348	assourdis	1.01	assourdir	1.76	1.743	ADJ:7
7	bombardée	bombarder	1.000000	bombardée	0.27	bombardé	0.47	1.741	VERB:7
7	clairsemées	clairsemer	0.777778	clairsemées	0.27	clairsemé	0.47	1.741	VERB:7
7	motivée	motivé	0.291667	motivée	0.27	motiver	0.47	1.741	ADJ:7
7	poudrées	poudrer	0.411765	poudrées	0.27	poudré	0.47	1.741	VERB:7
7	arrondie	arrondir	0.082353	arrondie	1.15	arrondi	1.96	1.704	VERB:7
7	réglée	réglé	0.056000	réglée	2.50	régler	4.26	1.704	ADJ:7
7	défroqué	défroquer	1.000000	défroqué	0.20	défroqué	0.34	1.700	VERB:7
7	alignés	aligné	0.205882	alignés	3.11	aligner	5.20	1.672	ADJ:7
7	habillés	habillé	0.072165	habillés	3.24	habiller	5.20	1.605	ADJ:7
7	écaillée	écailler	1.000000	écaillée	0.81	écaillé	1.28	1.580	VERB:7
7	ignorés	ignoré	0.104478	ignorés	0.47	ignorer	0.74	1.574	ADJ:7
7	Accusé	accuser	0.583333	accusé	5.20	accusé	7.90	1.519	VERB:7
7	administrées	administrer	0.700000	administrées	0.14	administré	0.21	1.500	VERB:7
7	masquée	masqué	0.107692	masquée	0.95	masquer	1.42	1.495	ADJ:7
7	assassine	assassin	0.097222	assassine	1.01	assassiner	1.49	1.475	ADJ:7
7	révoltée	révolté	0.080460	révoltée	0.61	révolter	0.88	1.443	ADJ:6;NOUN:1
7	épicé	épicé	0.777778	épicé	0.14	épicer	0.20	1.429	ADJ:7
7	frustré	frustrer	0.700000	frustré	1.01	frustré	1.42	1.406	VERB:7
7	matelassée	matelassé	0.875000	matelassée	0.34	matelasser	0.47	1.382	ADJ:7
7	Redites	redire	0.700000	redites	0.40	redite	0.54	1.350	VERB:7
7	abhorré	abhorré	0.411765	abhorré	0.20	abhorrer	0.27	1.350	ADJ:7
7	outrageant	outrager	0.875000	outrageant	0.20	outrageant	0.27	1.350	VERB:7
7	écartelés	écarteler	1.000000	écartelés	0.20	écartelé	0.27	1.350	VERB:7
7	liant	liant	0.304348	liant	0.61	lier	0.81	1.328	NOUN:5;ADJ:2
7	salissant	salir	0.700000	salissant	0.41	salissant	0.54	1.317	VERB:7
7	égarés	égaré	0.046667	égarés	2.23	égarer	2.91	1.305	ADJ:7
7	Dégoûté	dégoûter	1.000000	dégoûté	2.70	dégoûté	3.51	1.300	VERB:7
7	crevé	crevé	0.049645	crevé	6.69	crever	8.65	1.293	ADJ:7
7	arrondies	arrondir	0.122807	arrondies	0.74	arrondi	0.95	1.284	VERB:7
7	embrasée	embrasé	0.175000	embrasée	0.27	embraser	0.34	1.259	ADJ:7
7	fracassées	fracasser	0.777778	fracassées	0.27	fracassé	0.34	1.259	VERB:7
7	déformés	déformer	1.000000	déformés	1.08	déformé	1.35	1.250	VERB:7
7	Vaincue	vaincre	1.000000	vaincue	2.23	vaincu	2.77	1.242	VERB:7
7	tatoué	tatouer	0.875000	tatoué	1.15	tatoué	1.42	1.235	VERB:7
7	éveillée	éveillé	0.028340	éveillée	2.03	éveiller	2.50	1.232	ADJ:7
7	courbées	courbé	0.368421	courbées	0.34	courber	0.41	1.206	ADJ:7
7	disproportionné	disproportionné	0.388889	disproportionné	0.34	disproportionner	0.41	1.206	ADJ:7
7	disproportionnée	disproportionné	0.538462	disproportionnée	0.34	disproportionner	0.41	1.206	ADJ:7
7	Mérite	mérite	0.875000	mérite	11.62	mériter	13.78	1.186	NOUN:7
7	dépolis	dépoli	0.636364	dépolis	0.34	dépolir	0.40	1.176	ADJ:7
7	Désespérant	désespérer	1.000000	désespérant	0.81	désespérant	0.95	1.173	VERB:7
7	abandonnée	abandonné	0.010703	abandonnée	8.24	abandonner	9.66	1.172	ADJ:7
7	bouchés	boucher	0.466667	bouchés	0.41	bouché	0.47	1.146	VERB:7
7	pressentie	pressentir	0.636364	pressentie	0.41	pressenti	0.47	1.146	VERB:7
7	éventré	éventré	0.212121	éventré	1.55	éventrer	1.69	1.090	ADJ:7
7	Ennuyé	ennuyer	1.000000	ennuyé	2.23	ennuyé	2.43	1.090	VERB:7
7	râpé	râpé	0.137255	râpé	1.62	râper	1.76	1.086	ADJ:7
7	Plaisante	plaisant	1.000000	plaisante	3.72	plaisanter	3.92	1.054	ADJ:7
7	levés	levé	0.033019	levés	5.82	lever	6.08	1.045	NOUN:7
7	fondus	fondu	0.166667	fondus	0.67	fondre	0.68	1.015	ADJ:6;NOUN:1
6	charpenté	charpenter	1.000000	charpenté	0.00	charpenté	0.20	inf	VERB:6
6	chéries	chérir	0.272727	chéries	0.00	chéri	1.15	inf	VERB:6
6	croît	croît	0.171429	croît	0.00	croître	1.55	inf	NOUN:6
6	dures	durer	0.025424	dures	0.00	dur	12.30	inf	VERB:6
6	dévergondées	dévergonder	0.666667	dévergondées	0.00	dévergondé	0.34	inf	VERB:6
6	efféminés	efféminer	0.857143	efféminés	0.00	efféminé	0.34	inf	VERB:6
6	grèves	grever	0.040268	grèves	0.00	grève	4.19	inf	VERB:6
6	jaunissant	jaunissant	0.600000	jaunissant	0.00	jaunir	0.07	inf	ADJ:6
6	oses	ose	0.200000	oses	0.00	oser	1.89	inf	NOUN:6
6	procures	procurer	1.000000	procures	0.00	procure	0.07	inf	VERB:6
6	prouvés	prouver	0.857143	prouvés	0.00	prouvé	0.14	inf	VERB:6
6	recrues	recru	0.075949	recrues	0.00	recrue	2.50	inf	ADJ:6
6	redite	redire	0.750000	redite	0.00	redite	0.14	inf	VERB:6
6	rouvertes	rouvert	1.000000	rouvertes	0.00	rouvrir	0.41	inf	ADJ:6
6	sablés	sabler	0.750000	sablés	0.00	sablé	0.34	inf	VERB:6
6	sautées	sauter	1.000000	sautées	0.00	sauté	0.27	inf	VERB:6
6	table	tabler	0.000919	table	0.74	table	341.08	460.919	VERB:6
6	sombres	sombrer	0.007084	sombres	0.07	sombre	32.03	457.571	VERB:6
6	canons	caner	0.008032	canons	0.07	canon	23.65	337.857	VERB:6
6	recherches	rechercher	0.005613	recherches	0.07	recherche	14.86	212.286	VERB:6
6	vente	venter	0.008021	vente	0.07	vente	12.97	185.286	VERB:6
6	sentis	senti	0.007884	sentis	0.27	sentir	48.24	178.667	ADJ:6
6	crâne	crâner	0.010563	crâne	0.34	crâne	54.19	159.382	VERB:6
6	huile	huiler	0.010791	huile	0.27	huile	36.22	134.148	VERB:6
6	préjugés	préjuger	0.015789	préjugés	0.07	préjugé	8.18	116.857	VERB:6
6	nuées	nuer	0.034884	nuées	0.07	nuée	6.76	96.571	VERB:6
6	domestique	domestiquer	0.003272	domestique	0.14	domestique	13.04	93.143	VERB:6
6	cloître	cloîtrer	0.021429	cloître	0.07	cloître	6.28	89.714	VERB:6
6	envies	envier	0.080000	envies	0.07	envie	6.01	85.857	VERB:6
6	réverbère	réverbérer	0.081081	réverbère	0.07	réverbère	4.86	69.429	VERB:6
6	Oublies	oublie	0.333333	oublies	0.07	oublier	4.39	62.714	NOUN:6
6	écharpe	écharper	0.024590	écharpe	0.20	écharpe	11.22	56.100	VERB:6
6	pratiques	pratiquer	0.015000	pratiques	0.20	pratique	9.73	48.650	VERB:6
6	restaurant	restaurer	0.041667	restaurant	0.95	restaurant	38.85	40.895	VERB:6
6	perspective	perspectif	0.018634	perspective	0.68	perspective	27.64	40.647	ADJ:6
6	divise	divis	0.095238	divise	0.07	diviser	2.70	38.571	ADJ:6
6	violente	violenter	0.006881	violente	0.47	violent	18.04	38.383	VERB:6
