TERM_TOTAL	LEMMA_COUNT	CORPUS_SHARE	TERM	LEMMA	POS_COUNTS
5	1	0.200000	retouche	retoucher	VERB:1
5	3	0.600000	roules	rouler	VERB:3
5	2	0.400000	roules	roule	NOUN:2
5	3	0.600000	rythmées	rythmé	ADJ:3
5	2	0.400000	rythmées	rythmer	VERB:2
5	3	0.600000	rythmés	rythmé	ADJ:3
5	2	0.400000	rythmés	rythmer	VERB:2
5	3	0.600000	strié	strier	VERB:3
5	2	0.400000	strié	strié	ADJ:2
5	3	0.600000	striées	strié	ADJ:3
5	2	0.400000	striées	strier	VERB:2
5	4	0.800000	suintant	suinter	VERB:4
5	1	0.200000	suintant	suintant	ADJ:1
5	3	0.600000	tangente	tangente	NOUN:3
5	2	0.400000	tangente	tangent	ADJ:2
5	3	0.600000	tempérant	tempérant	NOUN:3
5	2	0.400000	tempérant	tempérer	VERB:2
5	4	0.800000	vérifiées	vérifier	VERB:4
5	1	0.200000	vérifiées	vérifié	ADJ:1
5	3	0.600000	Époux	Époux	PROPN:3
5	2	0.400000	Époux	époux	NOUN:2
5	3	0.600000	ébouriffant	ébouriffant	ADJ:3
5	2	0.400000	ébouriffant	ébouriffer	VERB:2
5	4	0.800000	écope	écope	NOUN:4
5	1	0.200000	écope	écoper	VERB:1
5	3	0.600000	écœurant	écœurer	VERB:3
5	2	0.400000	écœurant	écœurant	ADJ:2
5	4	0.800000	émeus	émouvoir	VERB:4
5	1	0.200000	émeus	émeu	NOUN:1
5	4	0.800000	épicée	épicé	ADJ:4
5	1	0.200000	épicée	épicer	VERB:1
5	4	0.800000	épicés	épicé	ADJ:4
5	1	0.200000	épicés	épicer	VERB:1
4	2	0.500000	Abyssiniens	Abyssiniens	PROPN:2
4	2	0.500000	Abyssiniens	abyssinien	NOUN:2
4	3	0.750000	Actionnaire	actionnaire	NOUN:3
4	1	0.250000	Actionnaire	Actionnaire	PROPN:1
4	2	0.500000	Annales	annales	NOUN:2
4	2	0.500000	Annales	Annales	PROPN:2
4	3	0.750000	Annuaire	Annuaire	PROPN:3
4	1	0.250000	Annuaire	annuaire	NOUN:1
4	3	0.750000	Anonyme	Anonyme	PROPN:3
4	1	0.250000	Anonyme	anonyme	NOUN:1
4	3	0.750000	Ans	Ans	PROPN:3
4	1	0.250000	Ans	an	NOUN:1
4	3	0.750000	Antiquaire	Antiquaire	PROPN:3
4	1	0.250000	Antiquaire	antiquaire	NOUN:1
4	3	0.750000	Assassins	assassin	NOUN:3
4	1	0.250000	Assassins	Assassins	PROPN:1
4	2	0.500000	Attachés	attacher	VERB:2
4	2	0.500000	Attachés	Attachés	PROPN:2
4	2	0.500000	Attente	Attente	PROPN:2
4	2	0.500000	Attente	attente	NOUN:2
4	3	0.750000	Avoué	avoué	NOUN:3
4	1	0.250000	Avoué	Avoué	PROPN:1
4	3	0.750000	Bath	Bath	PROPN:3
4	1	0.250000	Bath	bath	ADJ:1
4	2	0.500000	Battue	battue	NOUN:2
4	2	0.500000	Battue	battre	VERB:2
4	3	0.750000	Belles-Lettres	belles-lettres	ADJ:3
4	1	0.250000	Belles-Lettres	Belles-Lettres	PROPN:1
4	3	0.750000	Beurre	Beurre	PROPN:3
4	1	0.250000	Beurre	beurre	NOUN:1
4	2	0.500000	Bleue	Bleue	PROPN:2
4	2	0.500000	Bleue	bleu	ADJ:2
4	2	0.500000	Borne	borne	X:2
4	1	0.250000	Borne	borner	VERB:1
4	1	0.250000	Borne	Borne	PROPN:1
4	3	0.750000	Boulingrin	Boulingrin	PROPN:3
4	1	0.250000	Boulingrin	boulingrin	NOUN:1
4	3	0.750000	Bucoliques	Bucoliques	PROPN:3
4	1	0.250000	Bucoliques	bucolique	ADJ:1
4	3	0.750000	Caméléon	Caméléon	PROPN:3
4	1	0.250000	Caméléon	caméléon	NOUN:1
4	3	0.750000	Canard	Canard	PROPN:3
4	1	0.250000	Canard	canard	NOUN:1
4	3	0.750000	Capulets	Capulets	PROPN:3
4	1	0.250000	Capulets	capulet	NOUN:1
4	2	0.500000	Casse-cou	Casse-cou	PROPN:2
4	2	0.500000	Casse-cou	casse-cou	ADJ:1;NOUN:1
4	3	0.750000	Charmée	charmer	VERB:3
4	1	0.250000	Charmée	charmé	ADJ:1
4	3	0.750000	Chassée	chasser	VERB:3
4	1	0.250000	Chassée	chassé	ADJ:1
4	3	0.750000	Chaviré	chavirer	VERB:3
4	1	0.250000	Chaviré	Chaviré	PROPN:1
4	2	0.500000	Chimères	Chimères	PROPN:2
4	2	0.500000	Chimères	chimère	NOUN:2
4	2	0.500000	Cieux	Cieux	PROPN:2
4	2	0.500000	Cieux	cieux	NOUN:2
4	3	0.750000	Clarté	clarté	NOUN:3
4	1	0.250000	Clarté	Clarté	PROPN:1
4	3	0.750000	Combat	combat	NOUN:3
4	1	0.250000	Combat	combattre	VERB:1
4	3	0.750000	Commercial	commercial	X:3
4	1	0.250000	Commercial	Commercial	PROPN:1
4	3	0.750000	Convaincue	convaincre	VERB:3
4	1	0.250000	Convaincue	convaincu	ADJ:1
4	3	0.750000	Coucher	coucher	NOUN:2;VERB:1
4	1	0.250000	Coucher	Coucher	PROPN:1
4	2	0.500000	Croisé	Croisé	PROPN:2
4	2	0.500000	Croisé	croisé	NOUN:2
4	3	0.750000	Croyance	Croyance	PROPN:3
4	1	0.250000	Croyance	croyance	NOUN:1
4	3	0.750000	Crève	crever	VERB:3
4	1	0.250000	Crève	crève	NOUN:1
4	3	0.750000	Danger	danger	NOUN:3
4	1	0.250000	Danger	Danger	PROPN:1
4	3	0.750000	Douter	douter	VERB:3
4	1	0.250000	Douter	Douter	PROPN:1
4	3	0.750000	Dressons	dresser	VERB:3
4	1	0.250000	Dressons	Dressons	PROPN:1
4	3	0.750000	Dupes	Dupes	PROPN:3
4	1	0.250000	Dupes	dupe	ADJ:1
4	3	0.750000	Dur	dur	ADJ:3
4	1	0.250000	Dur	Dur	PROPN:1
4	2	0.500000	Dure	durer	VERB:2
4	2	0.500000	Dure	dur	ADJ:2
4	2	0.500000	Défendu	défendre	VERB:2
4	2	0.500000	Défendu	défendu	ADJ:2
4	3	0.750000	Défi	défi	NOUN:3
4	1	0.250000	Défi	Défi	PROPN:1
4	2	0.500000	Délie	Délie	PROPN:2
4	2	0.500000	Délie	délier	VERB:2
4	3	0.750000	Délire	délire	NOUN:3
4	1	0.250000	Délire	délirer	VERB:1
4	2	0.500000	Ecclésiaste	Ecclésiaste	PROPN:2
4	2	0.500000	Ecclésiaste	ecclésiaste	NOUN:2
4	3	0.750000	Effroi	Effroi	PROPN:3
4	1	0.250000	Effroi	effroi	NOUN:1
4	3	0.750000	Endurci	endurcir	VERB:3
4	1	0.250000	Endurci	endurci	ADJ:1
4	3	0.750000	Enlevées	enlever	VERB:3
4	1	0.250000	Enlevées	enlevé	ADJ:1
4	3	0.750000	Enragé	enragé	NOUN:3
4	1	0.250000	Enragé	enrager	VERB:1
4	2	0.500000	Enseigne	enseigner	VERB:2
4	2	0.500000	Enseigne	enseigne	NOUN:2
4	3	0.750000	Exilée	exiler	VERB:3
4	1	0.250000	Exilée	exilé	NOUN:1
4	3	0.750000	Expérience	expérience	NOUN:3
4	1	0.250000	Expérience	Expérience	PROPN:1
4	3	0.750000	Exécution	exécution	NOUN:3
4	1	0.250000	Exécution	Exécution	PROPN:1
4	2	0.500000	Faim	Faim	PROPN:2
4	2	0.500000	Faim	faim	NOUN:2
4	3	0.750000	Fera	faire	VERB:3
4	1	0.250000	Fera	Fera	PROPN:1
4	2	0.500000	Fiancé	Fiancé	PROPN:2
4	1	0.250000	Fiancé	fiancer	VERB:1
4	1	0.250000	Fiancé	fiancé	NOUN:1
4	3	0.750000	Fiancés	fiancé	NOUN:3
4	1	0.250000	Fiancés	fiancer	VERB:1
4	2	0.500000	Fini	fini	ADJ:2
4	2	0.500000	Fini	finir	VERB:2
4	3	0.750000	Fouine	Fouine	PROPN:3
4	1	0.250000	Fouine	fouine	NOUN:1
4	3	0.750000	Fourrières	Fourrières	PROPN:3
4	1	0.250000	Fourrières	fourrier	ADJ:1
4	2	0.500000	Fragile	Fragile	PROPN:2
4	2	0.500000	Fragile	fragile	ADJ:2
4	3	0.750000	Fumée	fumé	NOUN:3
4	1	0.250000	Fumée	fumer	VERB:1
4	3	0.750000	Fusillé	fusiller	VERB:3
4	1	0.250000	Fusillé	fusillé	ADJ:1
4	2	0.500000	Fée	Fée	PROPN:2
4	2	0.500000	Fée	fée	NOUN:2
4	3	0.750000	Fées	fée	NOUN:3
4	1	0.250000	Fées	Fées	PROPN:1
4	2	0.500000	Geyser	geyser	NOUN:1;X:1
4	2	0.500000	Geyser	Geyser	PROPN:2
4	3	0.750000	Glace	Glace	PROPN:3
4	1	0.250000	Glace	glace	NOUN:1
4	3	0.750000	Grand-papa	grand-papa	NOUN:3
4	1	0.250000	Grand-papa	Grand-papa	PROPN:1
4	2	0.500000	Gredin	Gredin	PROPN:2
4	2	0.500000	Gredin	gredin	NOUN:2
4	3	0.750000	Guillotine	Guillotine	PROPN:3
4	1	0.250000	Guillotine	guillotine	NOUN:1
4	3	0.750000	Géographique	géographique	ADJ:3
4	1	0.250000	Géographique	Géographique	PROPN:1
4	2	0.500000	Géorgiennes	Géorgiennes	PROPN:2
4	2	0.500000	Géorgiennes	géorgien	ADJ:1;NOUN:1
4	3	0.750000	Habillée	habiller	VERB:3
4	1	0.250000	Habillée	habillé	ADJ:1
4	3	0.750000	Habitude	habitude	NOUN:3
4	1	0.250000	Habitude	Habitude	PROPN:1
4	3	0.750000	Hautes	haut	ADJ:3
4	1	0.250000	Hautes	Hautes	PROPN:1
4	2	0.500000	Hoc	Hoc	PROPN:2
4	2	0.500000	Hoc	hoc	NOUN:2
4	3	0.750000	Honni	honnir	VERB:3
4	1	0.250000	Honni	honni	ADJ:1
4	2	0.500000	Humeurs	humeur	NOUN:2
4	2	0.500000	Humeurs	Humeurs	PROPN:2
4	3	0.750000	Hôtellerie	hôtellerie	NOUN:3
4	1	0.250000	Hôtellerie	Hôtellerie	PROPN:1
4	3	0.750000	Ilion	Ilion	PROPN:3
4	1	0.250000	Ilion	ilion	PRON:1
4	3	0.750000	Illusions	illusion	NOUN:3
4	1	0.250000	Illusions	Illusions	PROPN:1
4	3	0.750000	Inférieur	Inférieur	PROPN:3
4	1	0.250000	Inférieur	inférieur	NOUN:1
4	2	0.500000	Intelligence	intelligence	NOUN:2
4	2	0.500000	Intelligence	Intelligence	PROPN:2
4	2	0.500000	Interdite	interdire	VERB:2
4	2	0.500000	Interdite	Interdite	PROPN:2
4	3	0.750000	Intrépide	intrépide	ADJ:3
4	1	0.250000	Intrépide	Intrépide	PROPN:1
4	3	0.750000	Juives	juif	NOUN:3
4	1	0.250000	Juives	Juives	PROPN:1
4	3	0.750000	Justicier	Justicier	PROPN:3
4	1	0.250000	Justicier	justicier	NOUN:1
4	3	0.750000	Kabyles	Kabyles	PROPN:3
4	1	0.250000	Kabyles	kabyle	NOUN:1
4	3	0.750000	Laboureurs	Laboureurs	PROPN:3
4	1	0.250000	Laboureurs	laboureur	DET:1
4	3	0.750000	Laid	laid	NOUN:3
4	1	0.250000	Laid	Laid	PROPN:1
4	2	0.500000	Levée	lever	VERB:2
4	1	0.250000	Levée	Levée	PROPN:1
4	1	0.250000	Levée	levée	NOUN:1
4	2	0.500000	Loger	loger	VERB:2
4	2	0.500000	Loger	Loger	PROPN:2
4	3	0.750000	Logé	loger	VERB:3
4	1	0.250000	Logé	logé	ADJ:1
4	2	0.500000	Louveteau	louveteau	NOUN:2
4	2	0.500000	Louveteau	Louveteau	PROPN:2
4	3	0.750000	Loyal	Loyal	PROPN:3
4	1	0.250000	Loyal	loyal	ADJ:1
4	3	0.750000	Machine	machine	NOUN:3
4	1	0.250000	Machine	Machine	PROPN:1
4	3	0.750000	Malaises	malais	NOUN:2;ADJ:1
4	1	0.250000	Malaises	Malaises	PROPN:1
4	2	0.500000	Mandrin	mandrin	NOUN:2
4	2	0.500000	Mandrin	Mandrin	PROPN:2
4	3	0.750000	Marraine	marraine	NOUN:3
4	1	0.250000	Marraine	Marraine	PROPN:1
4	3	0.750000	Maso	Maso	PROPN:3
4	1	0.250000	Maso	maso	NOUN:1
4	3	0.750000	Maudites	maudit	ADJ:3
4	1	0.250000	Maudites	Maudites	PROPN:1
4	2	0.500000	Merveilleuse	Merveilleuse	PROPN:2
4	2	0.500000	Merveilleuse	merveilleux	ADJ:2
4	3	0.750000	Messagers	messager	NOUN:3
4	1	0.250000	Messagers	Messagers	PROPN:1
4	3	0.750000	Messe	messe	NOUN:3
4	1	0.250000	Messe	Messe	PROPN:1
4	3	0.750000	Milords	milord	NOUN:3
4	1	0.250000	Milords	Milords	PROPN:1
4	2	0.500000	Misères	misère	NOUN:2
4	2	0.500000	Misères	Misères	PROPN:2
4	2	0.500000	Monts	mont	NOUN:2
4	2	0.500000	Monts	Monts	PROPN:2
4	2	0.500000	Mourant	mourir	VERB:2
4	2	0.500000	Mourant	mourant	NOUN:2
4	2	0.500000	Méfiance	Méfiance	PROPN:2
4	2	0.500000	Méfiance	méfiance	NOUN:2
4	3	0.750000	Nec	Nec	PROPN:3
4	1	0.250000	Nec	nec	NOUN:1
4	3	0.750000	Nectar	Nectar	PROPN:3
4	1	0.250000	Nectar	nectar	NOUN:1
4	3	0.750000	Norvégienne	Norvégienne	PROPN:3
4	1	0.250000	Norvégienne	norvégien	NOUN:1
4	2	0.500000	Nouveautés	Nouveautés	PROPN:2
4	2	0.500000	Nouveautés	nouveauté	NOUN:2
4	3	0.750000	Noyer	Noyer	PROPN:3
4	1	0.250000	Noyer	noyer	VERB:1
4	3	0.750000	Odes	Odes	PROPN:3
4	1	0.250000	Odes	ode	NOUN:1
4	3	0.750000	Palette	Palette	PROPN:3
4	1	0.250000	Palette	palette	NOUN:1
4	2	0.500000	Paysans	Paysans	PROPN:2
4	2	0.500000	Paysans	paysan	NOUN:2
4	3	0.750000	Pelletiers	Pelletiers	PROPN:3
4	1	0.250000	Pelletiers	pelletier	NOUN:1
4	2	0.500000	Pendules	pendule	NOUN:2
4	2	0.500000	Pendules	Pendules	PROPN:2
4	3	0.750000	Permission	permission	NOUN:3
4	1	0.250000	Permission	Permission	PROPN:1
4	3	0.750000	Phaéton	Phaéton	PROPN:3
4	1	0.250000	Phaéton	phaéton	NOUN:1
4	2	0.500000	Planches	planche	NOUN:2
4	2	0.500000	Planches	Planches	PROPN:2
4	3	0.750000	Ponce	Ponce	PROPN:3
4	1	0.250000	Ponce	ponce	NOUN:1
4	3	0.750000	Ponts	pont	NOUN:3
4	1	0.250000	Ponts	Ponts	PROPN:1
4	3	0.750000	Poule	poule	NOUN:3
4	1	0.250000	Poule	Poule	PROPN:1
4	3	0.750000	Principe	principe	NOUN:3
4	1	0.250000	Principe	Principe	PROPN:1
4	3	0.750000	Proviseur	proviseur	NOUN:3
4	1	0.250000	Proviseur	Proviseur	PROPN:1
4	3	0.750000	Puritains	puritain	NOUN:3
4	1	0.250000	Puritains	Puritains	PROPN:1
4	3	0.750000	Putride	Putride	PROPN:3
4	1	0.250000	Putride	putride	X:1
4	3	0.750000	Quai	quai	NOUN:3
4	1	0.250000	Quai	Quai	PROPN:1
4	3	0.750000	Raccommodez	raccommoder	VERB:3
4	1	0.250000	Raccommodez	Raccommodez	PROPN:1
4	3	0.750000	Ramez	ramer	VERB:3
4	1	0.250000	Ramez	Ramez	PROPN:1
4	3	0.750000	Refusé	refuser	VERB:3
4	1	0.250000	Refusé	refusé	ADJ:1
4	3	0.750000	Religieux	religieux	ADJ:2;NOUN:1
4	1	0.250000	Religieux	Religieux	PROPN:1
4	2	0.500000	Richesse	Richesse	PROPN:2
4	2	0.500000	Richesse	richesse	NOUN:2
4	2	0.500000	Roumains	Roumains	PROPN:2
4	2	0.500000	Roumains	roumain	NOUN:2
4	3	0.750000	Ruines	Ruines	PROPN:3
4	1	0.250000	Ruines	ruine	NOUN:1
4	3	0.750000	Ruisseau	Ruisseau	PROPN:3
4	1	0.250000	Ruisseau	ruisseau	NOUN:1
4	3	0.750000	Réfugiés	réfugié	NOUN:3
4	1	0.250000	Réfugiés	réfugier	VERB:1
4	3	0.750000	Sentiment	sentiment	NOUN:3
4	1	0.250000	Sentiment	Sentiment	PROPN:1
4	3	0.750000	Serrurier	serrurier	NOUN:3
4	1	0.250000	Serrurier	Serrurier	PROPN:1
4	3	0.750000	Servi	servir	VERB:3
4	1	0.250000	Servi	Servi	PROPN:1
4	2	0.500000	Sol	Sol	PROPN:2
4	2	0.500000	Sol	sol	NOUN:2
4	3	0.750000	Souffle	souffle	NOUN:3
4	1	0.250000	Souffle	souffler	VERB:1
4	3	0.750000	Souffrances	souffrance	NOUN:3
4	1	0.250000	Souffrances	Souffrances	PROPN:1
4	3	0.750000	Soumettons	soumettre	VERB:3
4	1	0.250000	Soumettons	Soumettons	PROPN:1
4	3	0.750000	Sournois	sournois	NOUN:3
4	1	0.250000	Sournois	Sournois	PROPN:1
4	3	0.750000	Sous-préfet	Sous-préfet	PROPN:3
4	1	0.250000	Sous-préfet	sous-préfet	NOUN:1
4	2	0.500000	Spectateur	spectateur	NOUN:2
4	2	0.500000	Spectateur	Spectateur	PROPN:2
4	3	0.750000	Spécialiste	spécialiste	NOUN:2;ADJ:1
4	1	0.250000	Spécialiste	Spécialiste	PROPN:1
4	2	0.500000	Sudistes	Sudistes	PROPN:2
4	2	0.500000	Sudistes	sudiste	NOUN:2
4	3	0.750000	Syriens	syrien	NOUN:3
4	1	0.250000	Syriens	Syriens	PROPN:1
4	3	0.750000	Sélénite	sélénite	NOUN:3
4	1	0.250000	Sélénite	Sélénite	PROPN:1
4	3	0.750000	Sénateur	sénateur	NOUN:3
4	1	0.250000	Sénateur	Sénateur	PROPN:1
4	3	0.750000	Tape	taper	VERB:3
4	1	0.250000	Tape	tape	NOUN:1
4	3	0.750000	Termes	Termes	PROPN:3
4	1	0.250000	Termes	terme	ADJ:1
4	3	0.750000	Ternaire	ternaire	NOUN:3
4	1	0.250000	Ternaire	Ternaire	PROPN:1
4	2	0.500000	Toit	Toit	PROPN:2
4	2	0.500000	Toit	toit	NOUN:2
4	3	0.750000	Tondu	Tondu	PROPN:3
4	1	0.250000	Tondu	tondre	VERB:1
4	2	0.500000	Touchant	touchant	ADJ:2
4	2	0.500000	Touchant	toucher	VERB:2
4	3	0.750000	Trahi	trahi	ADJ:3
4	1	0.250000	Trahi	trahir	VERB:1
4	3	0.750000	Traversé	traverser	VERB:3
4	1	0.250000	Traversé	traversé	ADJ:1
4	2	0.500000	Tremble	trembler	VERB:2
4	1	0.250000	Tremble	tremble	NOUN:1
4	1	0.250000	Tremble	Tremble	PROPN:1
4	3	0.750000	Tunisiens	tunisien	NOUN:2;ADJ:1
4	1	0.250000	Tunisiens	Tunisiens	PROPN:1
4	2	0.500000	Turquoise	turquoise	ADJ:2
4	2	0.500000	Turquoise	Turquoise	PROPN:2
4	3	0.750000	Usé	user	VERB:3
4	1	0.250000	Usé	usé	ADJ:1
4	3	0.750000	Vache	Vache	PROPN:3
4	1	0.250000	Vache	vache	NOUN:1
4	3	0.750000	Vendue	vendre	VERB:3
4	1	0.250000	Vendue	vendu	NOUN:1
4	3	0.750000	Viande	viande	NOUN:3
4	1	0.250000	Viande	Viande	PROPN:1
4	3	0.750000	Vicaire	Vicaire	PROPN:3
4	1	0.250000	Vicaire	vicaire	NOUN:1
4	3	0.750000	Vieillesse	Vieillesse	PROPN:3
4	1	0.250000	Vieillesse	vieillesse	NOUN:1
4	3	0.750000	Vignerons	Vignerons	PROPN:3
4	1	0.250000	Vignerons	vigneron	NOUN:1
4	2	0.500000	Village	Village	PROPN:2
4	2	0.500000	Village	village	NOUN:2
4	3	0.750000	Vivra	vivre	VERB:3
4	1	0.250000	Vivra	Vivra	PROPN:1
4	2	0.500000	Volume	volume	NOUN:2
4	2	0.500000	Volume	Volume	PROPN:2
4	2	0.500000	Volée	volée	NOUN:2
4	1	0.250000	Volée	Volée	PROPN:1
4	1	0.250000	Volée	voler	VERB:1
4	2	0.500000	Voûté	voûter	VERB:2
4	1	0.250000	Voûté	Voûté	PROPN:1
4	1	0.250000	Voûté	voûté	NOUN:1
4	3	0.750000	absoute	absout	ADJ:3
4	1	0.250000	absoute	absoudre	VERB:1
4	3	0.750000	activée	activer	VERB:3
4	1	0.250000	activée	activé	ADJ:1
4	3	0.750000	affleurant	affleurer	VERB:3
4	1	0.250000	affleurant	affleurant	ADJ:1
4	2	0.500000	agrégés	agréger	VERB:2
4	2	0.500000	agrégés	agrégé	ADJ:2
4	3	0.750000	aligné	aligner	VERB:3
4	1	0.250000	aligné	aligné	ADJ:1
4	3	0.750000	ambrées	ambré	ADJ:3
4	1	0.250000	ambrées	ambrer	VERB:1
4	3	0.750000	amorties	amortir	VERB:3
4	1	0.250000	amorties	amorti	ADJ:1
4	3	0.750000	amputés	amputer	VERB:3
4	1	0.250000	amputés	amputé	NOUN:1
4	2	0.500000	approfondies	approfondir	VERB:2
4	2	0.500000	approfondies	approfondi	ADJ:2
4	3	0.750000	assimilées	assimiler	VERB:3
4	1	0.250000	assimilées	assimilé	ADJ:1
4	3	0.750000	avariés	avarié	ADJ:3
4	1	0.250000	avariés	avarier	VERB:1
4	2	0.500000	balade	balader	VERB:2
4	2	0.500000	balade	balade	NOUN:2
4	2	0.500000	balafré	balafré	ADJ:2
4	2	0.500000	balafré	balafrer	VERB:2
4	2	0.500000	basanés	basané	ADJ:2
4	2	0.500000	basanés	basaner	VERB:2
4	2	0.500000	bondée	bonder	VERB:2
4	2	0.500000	bondée	bondé	ADJ:2
4	2	0.500000	bronche	bronche	NOUN:2
4	2	0.500000	bronche	broncher	VERB:2
4	3	0.750000	cannelées	cannelé	ADJ:3
4	1	0.250000	cannelées	canneler	VERB:1
4	3	0.750000	casematé	casemater	VERB:3
4	1	0.250000	casematé	casematé	NOUN:1
4	2	0.500000	cassons	casser	VERB:2
4	2	0.500000	cassons	casson	NOUN:2
4	3	0.750000	centré	centrer	VERB:3
4	1	0.250000	centré	centré	ADJ:1
4	3	0.750000	centrée	centré	ADJ:3
4	1	0.250000	centrée	centrer	VERB:1
4	2	0.500000	chevillés	chevillé	NOUN:2
4	2	0.500000	chevillés	cheviller	VERB:2
4	2	0.500000	conditionnées	conditionner	VERB:2
4	2	0.500000	conditionnées	conditionné	ADJ:2
4	3	0.750000	contredits	contredire	VERB:3
4	1	0.250000	contredits	contredit	NOUN:1
4	3	0.750000	corroborés	corroborer	VERB:3
4	1	0.250000	corroborés	corroboré	ADJ:1
4	2	0.500000	corsée	corsé	ADJ:2
4	2	0.500000	corsée	corser	VERB:2
4	3	0.750000	crépis	crépir	VERB:3
4	1	0.250000	crépis	crépi	NOUN:1
4	3	0.750000	dièses	dièse	NOUN:3
4	1	0.250000	dièses	diéser	VERB:1
4	3	0.750000	documenté	documenter	VERB:3
4	1	0.250000	documenté	documenté	ADJ:1
4	3	0.750000	débridées	débrider	VERB:3
4	1	0.250000	débridées	débridé	ADJ:1
4	3	0.750000	débridés	débrider	VERB:3
4	1	0.250000	débridés	débridé	ADJ:1
4	3	0.750000	décavés	décaver	VERB:3
4	1	0.250000	décavés	décavé	NOUN:1
4	2	0.500000	déconfits	déconfit	ADJ:2
4	2	0.500000	déconfits	déconfire	VERB:2
4	3	0.750000	découronnée	découronner	VERB:3
4	1	0.250000	découronnée	découronné	ADJ:1
4	3	0.750000	dégourdis	dégourdi	ADJ:3
4	1	0.250000	dégourdis	dégourdir	VERB:1
4	3	0.750000	déhanchées	déhancher	VERB:3
4	1	0.250000	déhanchées	déhanché	ADJ:1
4	3	0.750000	déluré	délurer	VERB:3
4	1	0.250000	déluré	déluré	ADJ:1
4	3	0.750000	déshabillés	déshabiller	VERB:3
4	1	0.250000	déshabillés	déshabillé	NOUN:1
4	3	0.750000	embauche	embaucher	VERB:3
4	1	0.250000	embauche	embauche	NOUN:1
4	3	0.750000	empoté	empoté	NOUN:3
4	1	0.250000	empoté	empoter	VERB:1
4	3	0.750000	engainé	engainé	ADJ:3
4	1	0.250000	engainé	engainer	VERB:1
4	3	0.750000	ensoleillés	ensoleiller	VERB:3
4	1	0.250000	ensoleillés	ensoleillé	ADJ:1
4	2	0.500000	espacé	espacer	VERB:2
4	2	0.500000	espacé	espacé	ADJ:2
4	3	0.750000	expirées	expiré	ADJ:3
4	1	0.250000	expirées	expirer	VERB:1
4	3	0.750000	fauchée	faucher	VERB:3
4	1	0.250000	fauchée	fauché	ADJ:1
4	3	0.750000	feutré	feutrer	VERB:3
4	1	0.250000	feutré	feutré	ADJ:1
4	3	0.750000	flairées	flairer	VERB:3
4	1	0.250000	flairées	flairé	ADJ:1
4	3	0.750000	flambés	flamber	VERB:3
4	1	0.250000	flambés	flambé	ADJ:1
4	3	0.750000	fourbi	fourbir	VERB:3
4	1	0.250000	fourbi	fourbi	NOUN:1
4	2	0.500000	fourbis	fourbir	VERB:2
4	2	0.500000	fourbis	fourbi	NOUN:2
4	2	0.500000	fripés	friper	VERB:2
4	2	0.500000	fripés	fripé	ADJ:2
4	2	0.500000	frisottée	frisotté	ADJ:2
4	2	0.500000	frisottée	frisotter	VERB:2
4	2	0.500000	frustrée	frustrer	VERB:2
4	2	0.500000	frustrée	frustré	ADJ:1;NOUN:1
4	2	0.500000	fuselées	fuselé	ADJ:2
4	2	0.500000	fuselées	fuseler	VERB:2
4	2	0.500000	gangrenés	gangrené	ADJ:2
4	2	0.500000	gangrenés	gangrener	VERB:2
4	3	0.750000	gazouillant	gazouiller	VERB:3
4	1	0.250000	gazouillant	gazouillant	ADJ:1
4	3	0.750000	glorifiée	glorifier	VERB:3
4	1	0.250000	glorifiée	glorifié	ADJ:1
4	2	0.500000	greffés	greffer	VERB:2
4	2	0.500000	greffés	greffé	ADJ:2
4	2	0.500000	harnachées	harnacher	VERB:2
4	2	0.500000	harnachées	harnaché	ADJ:2
4	2	0.500000	hersée	herser	VERB:2
4	2	0.500000	hersée	hersé	ADJ:2
4	3	0.750000	historiée	historier	VERB:3
4	1	0.250000	historiée	historié	ADJ:1
4	3	0.750000	hypertrophie	hypertrophie	NOUN:3
4	1	0.250000	hypertrophie	hypertrophier	VERB:1
4	3	0.750000	incarnées	incarner	VERB:3
4	1	0.250000	incarnées	incarné	ADJ:1
4	3	0.750000	infuse	infus	ADJ:3
4	1	0.250000	infuse	infuser	VERB:1
4	3	0.750000	jubilant	jubiler	VERB:3
4	1	0.250000	jubilant	jubilant	ADJ:1
4	3	0.750000	longes	longe	NOUN:3
4	1	0.250000	longes	longer	VERB:1
4	3	0.750000	maîtrisée	maîtriser	VERB:3
4	1	0.250000	maîtrisée	maîtrisé	ADJ:1
4	2	0.500000	mignarde	mignarder	VERB:2
4	2	0.500000	mignarde	mignard	ADJ:2
4	2	0.500000	mitigé	mitigé	ADJ:2
4	2	0.500000	mitigé	mitiger	VERB:2
4	2	0.500000	mordues	mordre	VERB:2
4	2	0.500000	mordues	mordu	ADJ:2
4	3	0.750000	motivées	motiver	VERB:3
4	1	0.250000	motivées	motivé	ADJ:1
4	3	0.750000	nichons	nichon	NOUN:3
4	1	0.250000	nichons	nicher	VERB:1
4	3	0.750000	ouatées	ouater	VERB:3
4	1	0.250000	ouatées	ouaté	ADJ:1
4	3	0.750000	outillés	outiller	VERB:3
4	1	0.250000	outillés	outillé	ADJ:1
4	3	0.750000	papillote	papillote	NOUN:3
4	1	0.250000	papillote	papilloter	VERB:1
4	3	0.750000	pondéré	pondérer	VERB:3
4	1	0.250000	pondéré	pondéré	ADJ:1
4	3	0.750000	pourprés	pourprer	VERB:3
4	1	0.250000	pourprés	pourpré	ADP:1
4	2	0.500000	prohibés	prohibé	ADJ:2
