TERM_TOTAL	LEMMA_COUNT	CORPUS_SHARE	TERM	LEMMA	POS_COUNTS
429	424	0.988345	poêle	poêle	NOUN:424
429	5	0.011655	poêle	poêler	VERB:5
428	427	0.997664	Nul	nul	PRON:206;ADJ:205;NOUN:15;DET:1
428	1	0.002336	Nul	Nul	PROPN:1
427	426	0.997658	ordonné	ordonner	VERB:426
427	1	0.002342	ordonné	ordonné	ADJ:1
426	414	0.971831	frappe	frapper	VERB:414
426	12	0.028169	frappe	frappe	NOUN:12
425	327	0.769412	étourdi	étourdi	NOUN:287;ADJ:40
425	98	0.230588	étourdi	étourdir	VERB:98
424	380	0.896226	élevés	élevé	ADJ:380
424	44	0.103774	élevés	élever	VERB:44
422	406	0.962085	meuble	meuble	NOUN:388;ADJ:18
422	16	0.037915	meuble	meubler	VERB:16
421	399	0.947743	Vos	vos	DET:399
421	22	0.052257	Vos	Vos	PROPN:22
421	370	0.878860	glacé	glacé	ADJ:370
421	51	0.121140	glacé	glacer	VERB:51
421	402	0.954869	niais	niais	NOUN:283;ADJ:119
421	19	0.045131	niais	nier	VERB:19
421	261	0.619952	représentant	représenter	VERB:261
421	160	0.380048	représentant	représentant	NOUN:160
421	415	0.985748	tasse	tasse	NOUN:415
421	6	0.014252	tasse	tasser	VERB:6
420	419	0.997619	dus	devoir	VERB:419
420	1	0.002381	dus	dû	ADJ:1
420	417	0.992857	plaintes	plainte	NOUN:417
420	3	0.007143	plaintes	plaindre	VERB:3
420	415	0.988095	trahi	trahir	VERB:415
420	5	0.011905	trahi	trahi	ADJ:5
417	384	0.920863	décidée	décider	VERB:384
417	33	0.079137	décidée	décidé	ADJ:33
417	409	0.980815	remontant	remonter	VERB:409
417	8	0.019185	remontant	remontant	NOUN:8
417	412	0.988010	taches	tache	NOUN:412
417	5	0.011990	taches	tacher	VERB:5
416	262	0.629808	données	donner	VERB:262
416	153	0.367788	données	donnée	NOUN:153
416	1	0.002404	données	donné	ADJ:1
415	353	0.850602	finie	fini	ADJ:353
415	62	0.149398	finie	finir	VERB:62
414	239	0.577295	Parisiens	Parisiens	PROPN:239
414	175	0.422705	Parisiens	parisien	NOUN:169;ADJ:5;X:1
414	370	0.893720	inspiré	inspirer	VERB:370
414	44	0.106280	inspiré	inspiré	ADJ:40;NOUN:4
413	362	0.876513	Atlantique	Atlantique	PROPN:362
413	51	0.123487	Atlantique	atlantique	ADJ:51
413	389	0.941889	assurée	assurer	VERB:389
413	24	0.058111	assurée	assuré	ADJ:19;NOUN:5
413	407	0.985472	ruiné	ruiner	VERB:407
413	6	0.014528	ruiné	ruiné	ADJ:6
413	297	0.719128	serre	serre	NOUN:297
413	116	0.280872	serre	serrer	VERB:116
411	348	0.846715	négociant	négociant	NOUN:348
411	63	0.153285	négociant	négocier	VERB:63
411	391	0.951338	rompu	rompre	VERB:391
411	20	0.048662	rompu	rompu	ADJ:20
410	355	0.865854	Américain	américain	NOUN:352;ADJ:3
410	55	0.134146	Américain	Américain	PROPN:55
410	409	0.997561	abattu	abattre	VERB:409
410	1	0.002439	abattu	abattu	ADJ:1
410	409	0.997561	centrale	central	ADJ:409
410	1	0.002439	centrale	centrale	NOUN:1
410	401	0.978049	habituée	habituer	VERB:401
410	9	0.021951	habituée	habitué	NOUN:7;ADJ:2
409	405	0.990220	Chambre	chambre	NOUN:405
409	4	0.009780	Chambre	Chambre	PROPN:4
409	398	0.973105	Laisse	laisser	VERB:398
409	7	0.017115	Laisse	Laisse	PROPN:7
409	4	0.009780	Laisse	laisse	NOUN:4
409	349	0.853301	battant	battre	VERB:349
409	60	0.146699	battant	battant	NOUN:60
409	408	0.997555	reconnue	reconnaître	VERB:408
409	1	0.002445	reconnue	reconnu	ADJ:1
408	317	0.776961	péché	péché	NOUN:317
408	91	0.223039	péché	pécher	VERB:91
408	281	0.688725	roulant	rouler	VERB:281
408	127	0.311275	roulant	roulant	ADJ:127
407	337	0.828010	Réveillon	Réveillon	PROPN:337
407	70	0.171990	Réveillon	réveillon	NOUN:69;X:1
407	403	0.990172	chassé	chasser	VERB:403
407	4	0.009828	chassé	chassé	ADJ:4
406	401	0.987685	cathédrale	cathédrale	NOUN:401
406	5	0.012315	cathédrale	cathédral	ADJ:5
405	356	0.879012	distrait	distraire	VERB:356
405	49	0.120988	distrait	distrait	ADJ:49
405	377	0.930864	interrompu	interrompre	VERB:377
405	28	0.069136	interrompu	interrompu	ADJ:28
404	359	0.888614	Cap	Cap	PROPN:359
404	45	0.111386	Cap	cap	NOUN:45
404	391	0.967822	contrées	contrée	NOUN:391
404	13	0.032178	contrées	contrer	VERB:13
404	386	0.955446	teinte	teinte	NOUN:386
404	16	0.039604	teinte	teint	ADJ:16
404	2	0.004950	teinte	teinter	VERB:2
404	243	0.601485	traite	traiter	VERB:243
404	159	0.393564	traite	traite	NOUN:159
404	2	0.004950	traite	trait	ADJ:2
403	378	0.937965	mises	miser	VERB:378
403	23	0.057072	mises	mise	NOUN:23
403	2	0.004963	mises	mis	ADJ:2
402	401	0.997512	Telle	tel	DET:272;PRON:128;ADJ:1
402	1	0.002488	Telle	Telle	PROPN:1
402	390	0.970149	enclos	enclos	NOUN:390
402	12	0.029851	enclos	enclore	VERB:12
402	286	0.711443	tendue	tendu	ADJ:286
402	116	0.288557	tendue	tendre	VERB:116
401	394	0.982544	case	case	NOUN:394
401	7	0.017456	case	caser	VERB:7
400	399	0.997500	Soudain	soudain	ADJ:353;ADV:46
400	1	0.002500	Soudain	Soudain	PROPN:1
400	394	0.985000	pratiques	pratique	NOUN:292;ADJ:102
400	6	0.015000	pratiques	pratiquer	VERB:6
399	371	0.929825	rendus	rendre	VERB:371
399	28	0.070175	rendus	rendu	ADJ:20;NOUN:8
399	396	0.992481	épouvanté	épouvanter	VERB:396
399	3	0.007519	épouvanté	épouvanté	ADJ:3
399	380	0.952381	évanoui	évanouir	VERB:380
399	19	0.047619	évanoui	évanoui	ADJ:19
398	395	0.992462	Espagnols	espagnol	NOUN:369;ADJ:24;PRON:2
398	3	0.007538	Espagnols	Espagnols	PROPN:3
398	336	0.844221	exposé	exposer	VERB:336
398	62	0.155779	exposé	exposé	NOUN:39;ADJ:23
396	393	0.992424	Lequel	lequel	PRON:393
396	3	0.007576	Lequel	Lequel	PROPN:3
396	389	0.982323	aiguille	aiguille	NOUN:389
396	7	0.017677	aiguille	aiguiller	VERB:7
395	392	0.992405	bronze	bronze	NOUN:392
395	3	0.007595	bronze	bronzer	VERB:3
395	303	0.767089	contraste	contraste	NOUN:303
395	92	0.232911	contraste	contraster	VERB:92
395	303	0.767089	enseigne	enseigne	NOUN:303
395	92	0.232911	enseigne	enseigner	VERB:92
394	385	0.977157	Roi	roi	NOUN:384;X:1
394	9	0.022843	Roi	Roi	PROPN:9
394	385	0.977157	Silence	silence	NOUN:385
394	9	0.022843	Silence	Silence	PROPN:9
394	379	0.961929	apparente	apparent	ADJ:379
394	15	0.038071	apparente	apparenter	VERB:15
393	212	0.539440	protégé	protéger	VERB:212
393	181	0.460560	protégé	protégé	NOUN:173;ADJ:8
392	363	0.926020	intrigue	intrigue	NOUN:363
392	29	0.073980	intrigue	intriguer	VERB:29
392	374	0.954082	signalé	signaler	VERB:374
392	18	0.045918	signalé	signalé	ADJ:18
390	380	0.974359	fatiguée	fatiguer	VERB:380
390	10	0.025641	fatiguée	fatigué	ADJ:10
390	273	0.700000	reprise	reprendre	VERB:273
390	117	0.300000	reprise	reprise	NOUN:117
389	377	0.969152	affections	affection	NOUN:377
389	12	0.030848	affections	affecter	VERB:12
388	368	0.948454	consigne	consigne	NOUN:368
388	20	0.051546	consigne	consigner	VERB:20
388	387	0.997423	prouvé	prouver	VERB:387
388	1	0.002577	prouvé	prouvé	ADJ:1
388	374	0.963918	étreinte	étreinte	NOUN:374
388	14	0.036082	étreinte	étreindre	VERB:14
387	386	0.997416	oubliée	oublier	VERB:386
387	1	0.002584	oubliée	oublié	ADJ:1
386	263	0.681347	gage	gage	NOUN:263
386	123	0.318653	gage	gager	VERB:123
386	233	0.603627	méprise	mépriser	VERB:233
386	153	0.396373	méprise	méprise	NOUN:153
386	248	0.642487	occupés	occuper	VERB:248
386	138	0.357513	occupés	occupé	ADJ:138
386	385	0.997409	offrant	offrir	VERB:385
386	1	0.002591	offrant	offrant	ADJ:1
386	383	0.992228	rejoint	rejoindre	VERB:383
386	3	0.007772	rejoint	rejoint	ADJ:3
385	384	0.997403	Attends	attendre	VERB:382;NOUN:2
385	1	0.002597	Attends	Attends	PROPN:1
385	302	0.784416	Pointe	Pointe	PROPN:302
385	73	0.189610	Pointe	pointer	VERB:73
385	10	0.025974	Pointe	pointe	NOUN:10
385	354	0.919481	comprise	comprendre	VERB:354
385	31	0.080519	comprise	compris	ADJ:31
385	214	0.555844	contenu	contenu	NOUN:211;ADJ:3
385	171	0.444156	contenu	contenir	VERB:171
385	349	0.906494	glissant	glisser	VERB:349
385	36	0.093506	glissant	glissant	ADJ:36
385	316	0.820779	peint	peindre	VERB:316
385	69	0.179221	peint	peint	ADJ:69
385	338	0.877922	plains	plaindre	VERB:338
385	47	0.122078	plains	plain	ADJ:47
385	357	0.927273	pâlissant	pâlir	VERB:357
385	28	0.072727	pâlissant	pâlissant	ADJ:28
384	295	0.768229	insulte	insulte	NOUN:295
384	89	0.231771	insulte	insulter	VERB:89
384	382	0.994792	orchestre	orchestre	NOUN:382
384	2	0.005208	orchestre	orchestrer	VERB:2
382	377	0.986911	couple	couple	NOUN:377
382	5	0.013089	couple	coupler	VERB:5
382	380	0.994764	grêle	grêle	NOUN:272;ADJ:108
382	2	0.005236	grêle	grêler	VERB:2
381	333	0.874016	Russes	russe	NOUN:313;ADJ:15;DET:5
381	48	0.125984	Russes	Russes	PROPN:48
381	380	0.997375	admis	admettre	VERB:380
381	1	0.002625	admis	admis	NOUN:1
381	318	0.834646	résolus	résoudre	VERB:318
381	63	0.165354	résolus	résolu	ADJ:63
380	353	0.928947	agitée	agiter	VERB:353
380	27	0.071053	agitée	agité	ADJ:26;NOUN:1
380	378	0.994737	habillé	habiller	VERB:378
380	2	0.005263	habillé	habillé	ADJ:2
380	333	0.876316	plante	plante	NOUN:333
380	47	0.123684	plante	planter	VERB:47
380	374	0.984211	préjugés	préjugé	NOUN:374
380	6	0.015789	préjugés	préjuger	VERB:6
380	265	0.697368	remarque	remarque	NOUN:265
380	115	0.302632	remarque	remarquer	VERB:115
380	197	0.518421	tournée	tourner	VERB:197
380	175	0.460526	tournée	tournée	NOUN:175
380	8	0.021053	tournée	tourné	ADJ:8
379	367	0.968338	Prends	prendre	VERB:363;NOUN:2;ADJ:1;X:1
379	12	0.031662	Prends	Prends	PROPN:12
378	314	0.830688	Chanteau	Chanteau	PROPN:314
378	64	0.169312	Chanteau	chanteau	NOUN:64
377	335	0.888594	garnie	garnir	VERB:335
377	42	0.111406	garnie	garni	ADJ:42
376	245	0.651596	borne	borne	NOUN:245
376	131	0.348404	borne	borner	VERB:131
376	310	0.824468	caresse	caresse	NOUN:310
376	66	0.175532	caresse	caresser	VERB:66
376	294	0.781915	file	file	NOUN:294
376	82	0.218085	file	filer	VERB:82
376	361	0.960106	massacre	massacre	NOUN:361
376	15	0.039894	massacre	massacrer	VERB:15
376	314	0.835106	serrées	serré	ADJ:314
376	62	0.164894	serrées	serrer	VERB:62
374	319	0.852941	saisie	saisir	VERB:319
374	55	0.147059	saisie	saisie	NOUN:55
373	372	0.997319	attachée	attacher	VERB:372
373	1	0.002681	attachée	attaché	ADJ:1
373	365	0.978552	excuses	excuse	NOUN:365
373	8	0.021448	excuses	excuser	VERB:8
373	348	0.932976	subit	subir	VERB:348
373	25	0.067024	subit	subit	ADJ:25
372	363	0.975806	roue	roue	NOUN:363
372	9	0.024194	roue	rouer	VERB:9
372	352	0.946237	singe	singe	NOUN:352
372	20	0.053763	singe	singer	VERB:20
372	263	0.706989	volée	volée	NOUN:263
372	109	0.293011	volée	voler	VERB:109
371	251	0.676550	dévouée	dévouer	VERB:251
371	120	0.323450	dévouée	dévoué	ADJ:120
371	243	0.654987	fermées	fermer	VERB:243
371	128	0.345013	fermées	fermé	ADJ:128
371	283	0.762803	fraîches	frais	ADJ:283
371	88	0.237197	fraîches	fraîche	NOUN:88
371	298	0.803235	tracé	tracer	VERB:298
371	73	0.196765	tracé	tracé	NOUN:73
370	323	0.872973	embrasse	embrasser	VERB:323
370	47	0.127027	embrasse	embrasse	NOUN:47
370	350	0.945946	suspendu	suspendre	VERB:350
370	20	0.054054	suspendu	suspendu	ADJ:20
368	309	0.839674	préféré	préférer	VERB:309
368	59	0.160326	préféré	préféré	ADJ:59
367	345	0.940054	conduits	conduire	VERB:345
367	22	0.059946	conduits	conduit	NOUN:22
366	245	0.669399	cachés	cacher	VERB:245
366	121	0.330601	cachés	caché	ADJ:121
366	255	0.696721	flotte	flotte	NOUN:255
366	111	0.303279	flotte	flotter	VERB:111
365	362	0.991781	Bonjour	bonjour	NOUN:352;INTJ:9;X:1
365	3	0.008219	Bonjour	Bonjour	PROPN:3
365	239	0.654795	animé	animer	VERB:239
365	126	0.345205	animé	animé	ADJ:126
364	285	0.782967	Sir	sir	NOUN:285
364	79	0.217033	Sir	Sir	PROPN:79
364	229	0.629121	évanouie	évanouir	VERB:229
364	135	0.370879	évanouie	évanoui	ADJ:135
363	300	0.826446	Grip	Grip	PROPN:300
363	63	0.173554	Grip	grip	NOUN:58;X:5
363	350	0.964187	Indes	Indes	PROPN:350
363	13	0.035813	Indes	inde	NOUN:13
363	327	0.900826	fixes	fixe	ADJ:327
363	36	0.099174	fixes	fixer	VERB:36
361	351	0.972299	coffre	coffre	NOUN:351
361	10	0.027701	coffre	coffrer	VERB:10
361	309	0.855956	restant	rester	VERB:309
361	52	0.144044	restant	restant	NOUN:51;ADJ:1
360	351	0.975000	cachette	cachette	NOUN:351
360	9	0.025000	cachette	cacheter	VERB:9
360	348	0.966667	dirigeant	diriger	VERB:348
360	12	0.033333	dirigeant	dirigeant	NOUN:12
360	346	0.961111	distingué	distinguer	VERB:346
360	14	0.038889	distingué	distingué	ADJ:14
360	252	0.700000	lance	lance	NOUN:252
360	108	0.300000	lance	lancer	VERB:108
360	277	0.769444	épris	éprendre	VERB:277
360	83	0.230556	épris	épris	ADJ:83
359	182	0.506964	cassé	cassé	ADJ:182
359	177	0.493036	cassé	casser	VERB:177
358	283	0.790503	coupée	couper	VERB:283
358	75	0.209497	coupée	coupé	NOUN:73;ADJ:2
358	185	0.516760	garni	garni	ADJ:185
358	173	0.483240	garni	garnir	VERB:173
357	353	0.988796	programme	programme	NOUN:353
357	4	0.011204	programme	programmer	VERB:4
357	312	0.873950	venues	venir	VERB:312
357	38	0.106443	venues	venue	NOUN:38
357	7	0.019608	venues	venu	ADJ:7
356	295	0.828652	Commune	commun	NOUN:295
356	61	0.171348	Commune	Commune	PROPN:61
356	328	0.921348	invité	inviter	VERB:328
356	28	0.078652	invité	invité	NOUN:27;ADJ:1
356	221	0.620787	ravi	ravir	VERB:221
356	135	0.379213	ravi	ravi	ADJ:135
354	245	0.692090	gêné	gêné	ADJ:245
354	109	0.307910	gêné	gêner	VERB:109
354	352	0.994350	usé	user	VERB:352
354	2	0.005650	usé	usé	ADJ:2
354	306	0.864407	éloignée	éloigner	VERB:306
354	48	0.135593	éloignée	éloigné	ADJ:48
353	327	0.926346	Cher	cher	ADJ:312;ADV:13;VERB:2
353	26	0.073654	Cher	Cher	PROPN:26
353	321	0.909348	Chère	chère	NOUN:321
353	26	0.073654	Chère	cher	ADJ:26
353	6	0.016997	Chère	Chère	PROPN:6
353	339	0.960340	classes	classe	NOUN:339
353	14	0.039660	classes	classer	VERB:14
353	254	0.719547	passionné	passionner	VERB:254
353	99	0.280453	passionné	passionné	ADJ:86;NOUN:13
352	350	0.994318	Temple	temple	NOUN:348;X:2
352	2	0.005682	Temple	Temple	PROPN:2
351	338	0.962963	attachés	attacher	VERB:338
351	13	0.037037	attachés	attaché	ADJ:9;NOUN:4
351	241	0.686610	invités	invité	NOUN:241
351	110	0.313390	invités	inviter	VERB:110
350	343	0.980000	Entrez	entrer	VERB:343
350	7	0.020000	Entrez	Entrez	PROPN:7
350	345	0.985714	boutons	bouton	NOUN:345
350	5	0.014286	boutons	bouter	VERB:5
349	315	0.902579	Fougères	Fougères	PROPN:315
349	34	0.097421	Fougères	fougère	NOUN:19;ADJ:13;DET:1;PRON:1
349	241	0.690544	Mort	mort	NOUN:240;X:1
349	87	0.249284	Mort	mourir	VERB:87
349	21	0.060172	Mort	Mort	PROPN:21
349	343	0.982808	Regardez	regarder	VERB:343
349	6	0.017192	Regardez	Regardez	PROPN:6
349	329	0.942693	avancée	avancé	ADJ:329
349	14	0.040115	avancée	avancer	VERB:14
349	6	0.017192	avancée	avancée	NOUN:6
349	344	0.985673	habité	habiter	VERB:344
349	5	0.014327	habité	habité	ADJ:5
348	344	0.988506	cale	cale	NOUN:344
348	4	0.011494	cale	caler	VERB:4
348	345	0.991379	chantant	chanter	VERB:345
348	3	0.008621	chantant	chantant	ADJ:3
348	187	0.537356	suspendue	suspendre	VERB:187
348	161	0.462644	suspendue	suspendu	ADJ:161
347	335	0.965418	Gascon	Gascon	PROPN:335
347	12	0.034582	Gascon	gascon	NOUN:12
347	327	0.942363	torture	torture	NOUN:327
347	20	0.057637	torture	torturer	VERB:20
346	333	0.962428	disposés	disposer	VERB:333
346	13	0.037572	disposés	disposé	ADJ:13
346	324	0.936416	obligés	obliger	VERB:324
346	22	0.063584	obligés	obligé	NOUN:22
346	344	0.994220	recueilli	recueillir	VERB:344
346	2	0.005780	recueilli	recueilli	ADJ:2
345	341	0.988406	Pardonnez	pardonner	VERB:341
345	4	0.011594	Pardonnez	Pardonnez	PROPN:4
344	294	0.854651	Mousqueton	Mousqueton	PROPN:294
344	50	0.145349	Mousqueton	mousqueton	NOUN:50
344	298	0.866279	croisée	croisé	NOUN:293;ADJ:5
344	46	0.133721	croisée	croiser	VERB:46
344	246	0.715116	privé	privé	ADJ:211;NOUN:35
344	98	0.284884	privé	priver	VERB:98
344	311	0.904070	servant	servir	VERB:311
344	33	0.095930	servant	servant	NOUN:31;ADJ:2
343	246	0.717201	Miette	Miette	PROPN:246
343	97	0.282799	Miette	miette	NOUN:97
342	331	0.967836	Breton	Breton	PROPN:331
342	11	0.032164	Breton	breton	NOUN:11
342	186	0.543860	Patience	Patience	PROPN:186
342	156	0.456140	Patience	patience	NOUN:156
342	240	0.701754	dévoués	dévouer	VERB:240
342	102	0.298246	dévoués	dévoué	ADJ:102
342	328	0.959064	embrassé	embrasser	VERB:328
342	14	0.040936	embrassé	embrassé	ADJ:14
342	339	0.991228	timbre	timbre	NOUN:339
342	3	0.008772	timbre	timbrer	VERB:3
342	210	0.614035	élevées	élever	VERB:210
342	132	0.385965	élevées	élevé	ADJ:132
341	241	0.706745	attache	attacher	VERB:241
341	100	0.293255	attache	attache	NOUN:100
341	232	0.680352	opéra	opéra	NOUN:232
341	109	0.319648	opéra	opérer	VERB:109
340	339	0.997059	dégagé	dégager	VERB:339
340	1	0.002941	dégagé	dégagé	ADJ:1
339	264	0.778761	éteinte	éteint	ADJ:264
339	75	0.221239	éteinte	éteindre	VERB:75
338	327	0.967456	As	as	NOUN:327
338	6	0.017751	As	As	PROPN:6
338	5	0.014793	As	avoir	AUX:3;VERB:1;X:1
338	243	0.718935	Excellence	Excellence	PROPN:243
338	95	0.281065	Excellence	excellence	NOUN:90;X:2;DET:1;PRON:1;VERB:1
338	315	0.931953	pressée	pressé	ADJ:315
338	23	0.068047	pressée	pressée	NOUN:23
337	330	0.979228	fermes	ferme	NOUN:239;ADJ:91
337	7	0.020772	fermes	fermer	VERB:7
336	335	0.997024	Inutile	inutile	ADJ:328;NOUN:6;X:1
336	1	0.002976	Inutile	Inutile	PROPN:1
336	287	0.854167	chaussée	chaussée	NOUN:287
336	46	0.136905	chaussée	chausser	VERB:46
336	3	0.008929	chaussée	chaussé	ADJ:3
336	240	0.714286	conserve	conserver	VERB:240
336	96	0.285714	conserve	conserve	NOUN:96
336	301	0.895833	traînant	traîner	VERB:301
336	35	0.104167	traînant	traînant	ADJ:35
336	328	0.976190	étoffes	étoffe	NOUN:328
336	8	0.023810	étoffes	étoffer	VERB:8
335	310	0.925373	Parisien	Parisien	PROPN:310
335	25	0.074627	Parisien	parisien	ADJ:23;NOUN:2
335	334	0.997015	achevée	achever	VERB:334
335	1	0.002985	achevée	achevé	ADJ:1
335	334	0.997015	bouches	bouche	NOUN:334
335	1	0.002985	bouches	boucher	VERB:1
335	284	0.847761	constante	constant	ADJ:284
335	51	0.152239	constante	constante	NOUN:51
335	258	0.770149	interdit	interdire	VERB:258
335	77	0.229851	interdit	interdit	ADJ:67;NOUN:10
335	209	0.623881	satisfaite	satisfait	ADJ:209
335	126	0.376119	satisfaite	satisfaire	VERB:126
334	329	0.985030	perdues	perdre	VERB:329
334	5	0.014970	perdues	perdu	ADJ:5
333	332	0.996997	conquis	conquérir	VERB:332
333	1	0.003003	conquis	conquis	ADJ:1
333	242	0.726727	doré	doré	ADJ:242
333	91	0.273273	doré	dorer	VERB:91
333	320	0.960961	grimace	grimace	NOUN:320
333	13	0.039039	grimace	grimacer	VERB:13
333	323	0.969970	inconnues	inconnu	ADJ:323
333	10	0.030030	inconnues	inconnue	NOUN:10
333	329	0.987988	nommée	nommer	VERB:329
333	4	0.012012	nommée	nommé	ADJ:4
332	306	0.921687	défilé	défilé	NOUN:306
332	26	0.078313	défilé	défiler	VERB:26
332	330	0.993976	engagée	engager	VERB:330
332	2	0.006024	engagée	engagé	ADJ:2
332	278	0.837349	paie	payer	VERB:278
332	54	0.162651	paie	paie	NOUN:54
332	205	0.617470	serrée	serrer	VERB:205
332	127	0.382530	serrée	serré	ADJ:127
332	331	0.996988	servie	servir	VERB:331
332	1	0.003012	servie	servi	ADJ:1
331	290	0.876133	Vin	Vin	PROPN:290
331	41	0.123867	Vin	vin	NOUN:41
331	154	0.465257	crue	cru	ADJ:154
331	92	0.277946	crue	crue	NOUN:92
331	85	0.256798	crue	croire	VERB:85
331	325	0.981873	vêtus	vêtir	VERB:325
331	6	0.018127	vêtus	vêtu	ADJ:6
330	315	0.954545	averti	avertir	VERB:315
330	15	0.045455	averti	averti	ADJ:15
329	328	0.996960	Jusque	jusque	ADP:328
329	1	0.003040	Jusque	Jusque	PROPN:1
329	326	0.990881	Permettez	permettre	VERB:326
329	3	0.009119	Permettez	Permettez	PROPN:3
329	296	0.899696	passes	passe	NOUN:296
329	33	0.100304	passes	passer	VERB:33
328	327	0.996951	Allemand	allemand	NOUN:266;ADJ:60;X:1
328	1	0.003049	Allemand	Allemand	PROPN:1
328	212	0.646341	Miss	miss	NOUN:211;ADV:1
328	116	0.353659	Miss	Miss	PROPN:116
328	324	0.987805	Union	union	NOUN:320;X:4
328	4	0.012195	Union	Union	PROPN:4
328	299	0.911585	combats	combat	NOUN:299
328	29	0.088415	combats	combattre	VERB:29
328	307	0.935976	effaré	effarer	VERB:307
328	21	0.064024	effaré	effaré	ADJ:21
328	280	0.853659	mendiant	mendiant	NOUN:280
328	48	0.146341	mendiant	mendier	VERB:48
328	292	0.890244	répandu	répandre	VERB:292
328	36	0.109756	répandu	répandu	ADJ:36
327	325	0.993884	Chapitre	chapitre	NOUN:325
327	1	0.003058	Chapitre	Chapitre	PROPN:1
327	1	0.003058	Chapitre	chapitrer	VERB:1
327	323	0.987768	torches	torche	NOUN:323
327	4	0.012232	torches	torcher	VERB:4
327	320	0.978593	écume	écume	NOUN:320
327	7	0.021407	écume	écumer	VERB:7
326	317	0.972393	gâté	gâter	VERB:317
326	9	0.027607	gâté	gâté	ADJ:9
326	312	0.957055	parcours	parcours	NOUN:312
326	14	0.042945	parcours	parcourir	VERB:14
325	272	0.836923	Chinois	chinois	NOUN:265;ADJ:7
325	53	0.163077	Chinois	Chinois	PROPN:53
325	324	0.996923	piqué	piquer	VERB:324
325	1	0.003077	piqué	piqué	ADJ:1
325	324	0.996923	planche	planche	NOUN:324
325	1	0.003077	planche	plancher	VERB:1
325	310	0.953846	soumise	soumettre	VERB:310
325	15	0.046154	soumise	soumis	ADJ:15
324	262	0.808642	paye	payer	VERB:262
324	62	0.191358	paye	paye	NOUN:62
324	289	0.891975	égaré	égarer	VERB:289
324	35	0.108025	égaré	égaré	ADJ:35
323	316	0.978328	abîmes	abîme	NOUN:316
323	7	0.021672	abîmes	abîmer	VERB:7
323	321	0.993808	cire	cire	NOUN:321
323	2	0.006192	cire	cirer	VERB:2
323	290	0.897833	partagé	partager	VERB:290
323	33	0.102167	partagé	partagé	ADJ:33
323	177	0.547988	tourmente	tourmenter	VERB:177
323	146	0.452012	tourmente	tourmente	NOUN:146
322	255	0.791925	fabrique	fabrique	NOUN:255
322	67	0.208075	fabrique	fabriquer	VERB:67
322	316	0.981366	perspective	perspective	NOUN:316
322	6	0.018634	perspective	perspectif	ADJ:6
322	278	0.863354	réclame	réclamer	VERB:278
322	44	0.136646	réclame	réclame	NOUN:44
322	311	0.965839	élèves	élève	NOUN:311
322	11	0.034161	élèves	élever	VERB:11
321	262	0.816199	Ciel	Ciel	PROPN:262
321	59	0.183801	Ciel	ciel	NOUN:59
321	313	0.975078	culotte	culotte	NOUN:313
321	8	0.024922	culotte	culotter	VERB:8
321	320	0.996885	principales	principal	ADJ:320
321	1	0.003115	principales	principale	NOUN:1
321	317	0.987539	repoussé	repousser	VERB:317
321	4	0.012461	repoussé	repoussé	ADJ:4
321	316	0.984424	statues	statue	NOUN:316
321	5	0.015576	statues	statuer	VERB:5
320	241	0.753125	découvertes	découverte	NOUN:241
320	77	0.240625	découvertes	découvrir	VERB:77
320	2	0.006250	découvertes	découvert	ADJ:2
320	273	0.853125	envoyés	envoyer	VERB:273
320	47	0.146875	envoyés	envoyé	NOUN:47
320	318	0.993750	formant	former	VERB:318
320	2	0.006250	formant	formant	NOUN:2
320	203	0.634375	lasse	lasser	VERB:203
320	117	0.365625	lasse	las	ADJ:117
320	313	0.978125	manœuvres	manœuvre	NOUN:313
320	7	0.021875	manœuvres	manœuvrer	VERB:7
320	319	0.996875	marqué	marquer	VERB:319
320	1	0.003125	marqué	marqué	ADJ:1
319	300	0.940439	entendus	entendre	VERB:300
319	19	0.059561	entendus	entendu	ADJ:19
319	245	0.768025	pénétrant	pénétrer	VERB:245
319	74	0.231975	pénétrant	pénétrant	ADJ:74
318	305	0.959119	Land	Land	PROPN:305
318	13	0.040881	Land	land	X:13
318	315	0.990566	tortures	torture	NOUN:315
318	3	0.009434	tortures	torturer	VERB:3
318	231	0.726415	épars	épars	ADJ:231
318	87	0.273585	épars	épar	NOUN:87
317	256	0.807571	Bonne	bon	ADJ:255;NOUN:1
317	61	0.192429	Bonne	Bonne	PROPN:61
317	288	0.908517	condamnée	condamner	VERB:288
317	29	0.091483	condamnée	condamné	NOUN:23;ADJ:6
317	316	0.996845	dressé	dresser	VERB:316
317	1	0.003155	dressé	dressé	ADJ:1
317	171	0.539432	mariés	marier	VERB:171
317	146	0.460568	mariés	marié	NOUN:90;ADJ:56
317	278	0.876972	péri	périr	VERB:278
317	39	0.123028	péri	péri	ADJ:39
317	220	0.694006	soupirant	soupirant	NOUN:220
317	97	0.305994	soupirant	soupirer	VERB:97
317	299	0.943218	éloignés	éloigner	VERB:299
317	18	0.056782	éloignés	éloigné	ADJ:18
317	312	0.984227	étiquette	étiquette	NOUN:312
317	5	0.015773	étiquette	étiqueter	VERB:5
316	315	0.996835	accordée	accorder	VERB:315
316	1	0.003165	accordée	accordé	NOUN:1
316	309	0.977848	gueule	gueule	NOUN:309
316	7	0.022152	gueule	gueuler	VERB:7
316	218	0.689873	retenue	retenir	VERB:218
