COUNT	TERM	POS_COUNTS
2	chouanné	ADJ:1;PRON:1
2	chouquet	NOUN:2
2	chours	NOUN:2
2	chuste	ADJ:2
2	chuts	NOUN:2
2	chuuut	NOUN:1;VERB:1
2	château-laffitte	NOUN:2
2	chè	ADJ:1;VERB:1
2	chéfal	NOUN:2
2	chénie	NOUN:2
2	chêne-vert	NOUN:2
2	chênes-liège	NOUN:2
2	chêné	NOUN:1;VERB:1
2	ciceroni	NOUN:1;VERB:1
2	cid	VERB:1;X:1
2	cidares	NOUN:2
2	cinquande	ADJ:2
2	cinque	ADJ:1;NOUN:1
2	cipos	NOUN:2
2	circonflexion	NOUN:2
2	cito	NOUN:2
2	cladostèphes	NOUN:2
2	claque-oreilles	NOUN:2
2	claudo	ADP:1;NOUN:1
2	clin-d'œil	NOUN:2
2	closière	NOUN:2
2	clovis	NOUN:2
2	coactus	ADJ:1;NOUN:1
2	cobéas	NOUN:2
2	cobœas	NOUN:2
2	cocadrille	NOUN:2
2	cocarder	VERB:2
2	coccifère	ADJ:2
2	coglione	ADJ:1;X:1
2	cognito	NOUN:2
2	cokney	NOUN:2
2	colbach	NOUN:2
2	collets-montés	ADJ:1;NOUN:1
2	color	NOUN:1;VERB:1
2	combolio	NOUN:2
2	come	ADP:1;X:1
2	cominciar	VERB:2
2	commis-marchands	NOUN:2
2	como	VERB:2
2	complue	VERB:2
2	comédie.	NOUN:2
2	cométographie	NOUN:2
2	concessionnés	VERB:2
2	concha	NOUN:1;X:1
2	conclusum	NOUN:2
2	conditors	NOUN:2
2	confortabilisme	NOUN:2
2	confortabilité	NOUN:2
2	connaissu	VERB:2
2	connaissue	ADJ:2
2	conniver	VERB:2
2	consul-général	NOUN:2
2	contadini	NOUN:2
2	contadîne	NOUN:1;VERB:1
2	contendantes	ADJ:2
2	contessina	NOUN:1;VERB:1
2	contr'alto	NOUN:2
2	contre-balançait	NOUN:1;VERB:1
2	contre-escarpe	DET:1;NOUN:1
2	contre-examen	NOUN:2
2	contre-nef	NOUN:2
2	conveniunt	VERB:1;X:1
2	coopinionnaires	NOUN:2
2	coordonnation	NOUN:2
2	copayferas	NOUN:2
2	cophte	NOUN:2
2	copin	NOUN:2
2	copins	ADV:1;NOUN:1
2	coqueluchon	NOUN:2
2	coqueluchons	NOUN:2
2	coriacité	NOUN:2
2	cornemusant	VERB:2
2	cornemusé	VERB:2
2	cornix	ADJ:1;NOUN:1
2	cornuto	X:2
2	corporistique	NOUN:2
2	corporé	VERB:2
2	corps-de-logis	NOUN:2
2	corricolo	NOUN:2
2	cortiles	NOUN:2
2	cotignac	NOUN:2
2	couaggas	NOUN:2
2	coudrette	NOUN:2
2	coulières	NOUN:2
2	coupe-tête	NOUN:2
2	couperosaient	VERB:2
2	courlandais	ADJ:2
2	courtisanesque	ADJ:2
2	cousins-germains	NOUN:2
2	coutelet	NOUN:2
2	coy	NOUN:2
2	crant	VERB:2
2	cras	NOUN:2
2	craterem	NOUN:1;VERB:1
2	creator	VERB:2
2	crede	ADP:1;NOUN:1
2	crejimba	NOUN:2
2	creps	NOUN:2
2	creta	VERB:2
2	criature	NOUN:2
2	cribbage	NOUN:2
2	crinibus	ADJ:1;VERB:1
2	croquade	NOUN:2
2	croûte-au-pot	NOUN:2
2	cryptogrammatique	ADJ:2
2	créjusse	NOUN:1;VERB:1
2	cucufas	NOUN:2
2	culammaks	NOUN:2
2	cupido	NOUN:2
2	curedent	NOUN:2
2	curry-jonc	NOUN:2
2	cybistique	NOUN:2
2	cydippes	NOUN:2
2	cyrrhes	NOUN:2
2	cyste	NOUN:2
2	cécropias	NOUN:2
2	céramies	NOUN:2
2	côte-à-côte	ADJ:1;DET:1
2	cœur-joie	NOUN:2
2	dabo	ADP:2
2	dalhia	NOUN:2
2	dallots	NOUN:2
2	dalécarliennes	ADJ:2
2	dalécarliens	ADJ:2
2	damerets	NOUN:2
2	dannemans	NOUN:2
2	dant	ADP:1;NOUN:1
2	darre	ADP:1;NOUN:1
2	darrière	ADJ:1;ADP:1
2	dauphinules	NOUN:2
2	dead	X:2
2	dedit	VERB:2
2	degrés100°	ADP:1;NOUN:1
2	deins	ADP:2
2	dell	X:2
2	dell'Orticello	X:2
2	delli	X:2
2	dem	ADP:1;NOUN:1
2	demi-	NOUN:2
2	demi-Français	NOUN:2
2	demi-acre	NOUN:2
2	demi-aune	NOUN:2
2	demi-batterie	NOUN:2
2	demi-bienveillant	ADJ:1;ADV:1
2	demi-chauve	ADP:1;NOUN:1
2	demi-closes	ADJ:1;ADP_DET:1
2	demi-corps	NOUN:2
2	demi-courbe	NOUN:2
2	demi-couronnes	DET:1;NOUN:1
2	demi-cylindre	NOUN:2
2	demi-diamètre	NOUN:2
2	demi-décimètre	NOUN:2
2	demi-fashionables	NOUN:2
2	demi-fermées	DET:2
2	demi-fiacres	NOUN:2
2	demi-folle	ADJ:1;DET:1
2	demi-guinée	NOUN:2
2	demi-hallucination	NOUN:2
2	demi-joyeux	ADJ:1;DET:1
2	demi-manant	ADV:2
2	demi-narquois	DET:1;NOUN:1
2	demi-niais	ADJ:1;NOUN:1
2	demi-nues	ADP_DET:1;DET:1
2	demi-nuit	NOUN:2
2	demi-nœud	NOUN:2
2	demi-para	NOUN:2
2	demi-part	NOUN:2
2	demi-paysan	DET:2
2	demi-pirates	NOUN:2
2	demi-pièce	NOUN:2
2	demi-railleur	ADP:1;NOUN:1
2	demi-rongés	DET:2
2	demi-rotonde	NOUN:2
2	demi-rouble	NOUN:2
2	demi-rêve	NOUN:2
2	demi-satisfaction	NOUN:2
2	demi-section	NOUN:2
2	demi-shilling	NOUN:2
2	demi-singes	NOUN:2
2	demi-terme	NOUN:2
2	demi-tiers	NOUN:2
2	demi-tigresse	NOUN:2
2	demi-tournée	ADP_DET:1;NOUN:1
2	demi-télègue	NOUN:2
2	demi-victoire	NOUN:2
2	demi-vêtu	DET:1;NOUN:1
2	demi-écu	NOUN:2
2	demi-évanouissement	NOUN:2
2	demum	ADP:1;X:1
2	dennez	VERB:2
2	dennir	ADP:1;VERB:1
2	depouis	ADP:2
2	descensus	VERB:2
2	desdamand	NOUN:2
2	desiderium	VERB:1;X:1
2	deslâché	VERB:2
2	destra	DET:1;X:1
2	deus	ADP:2
2	deusse	VERB:2
2	deut	NOUN:2
2	devanteau	NOUN:2
2	devotos	ADP:1;NOUN:1
2	devouers	NOUN:2
2	dhoti	NOUN:2
2	dictatoriat	NOUN:2
2	dicts	NOUN:2
2	diggers	NOUN:2
2	dignitate	ADJ:2
2	digres	NOUN:2
2	diis	ADJ:1;DET:1
2	dimprés	NOUN:1;VERB:1
2	dining-rooms	NOUN:2
2	diou	NOUN:1;VERB:1
2	directeurs-généraux	NOUN:2
2	disparou	VERB:2
2	disputailleur	ADJ:1;VERB:1
2	dissimulata	VERB:2
2	dissoluto	NOUN:2
2	distinctible	ADJ:2
2	dites-m'en	ADP:1;DET:1
2	diversieux	ADJ:2
2	divertissance	NOUN:1;VERB:1
2	divinior	ADJ:2
2	dixisti	VERB:2
2	djermes	NOUN:2
2	djérids	NOUN:2
2	dog-captain	ADP_DET:1;NOUN:1
2	doit-être	ADP_DET:1;NOUN:1
2	dolknif	NOUN:2
2	dollars-papiers	NOUN:2
2	dombe	NOUN:2
2	domum	NOUN:2
2	donaces	NOUN:2
2	donnante	ADJ:2
2	donne-m'en	ADP:2
2	doodle	ADJ:1;ADP:1
2	dorelote	ADP:1;VERB:1
2	dorelotée	VERB:2
2	dormille	NOUN:2
2	doutare	NOUN:2
2	doutares	NOUN:2
2	douze-centième	ADJ:1;SCONJ:1
2	dqfd	VERB:2
2	dracenas	NOUN:2
2	dreamt	X:2
2	drei	NOUN:1;X:1
2	drift-ice	NOUN:2
2	driomphe	NOUN:1;VERB:1
2	drombait	ADP_DET:2
2	dry-diggings	NOUN:2
2	drèches	NOUN:2
2	drès	DET:1;NOUN:1
2	dude	ADP:1;NOUN:1
2	dwa	DET:2
2	dynamo	NOUN:2
2	dzing	NOUN:2
2	déblayement	NOUN:2
2	déchola	DET:1;VERB:1
2	défuncté	NOUN:1;VERB:1
2	déjoignit	VERB:2
2	démonologue	NOUN:2
2	départissaient	VERB:2
2	déponté	VERB:2
2	dépérie	NOUN:1;VERB:1
2	désagrégement	NOUN:2
2	désignateur	ADJ:2
2	détellement	NOUN:2
2	dévaller	VERB:2
2	ea	CCONJ:1;VERB:1
2	eamus	X:2
2	earth	X:2
2	eeuart	VERB:2
2	effiloquaient	VERB:2
2	effiloquées	ADJ:1;VERB:1
2	effiloqués	NOUN:1;VERB:1
2	eis	CCONJ:1;DET:1
2	ejusdem	ADP:1;NOUN:1
2	elevators	NOUN:2
2	embraiser	ADJ:1;VERB:1
2	embucquer	VERB:2
2	emmarquisé	VERB:2
2	emmy	ADP:1;DET:1
2	empêchez-m'en	DET:2
2	en-a-pas	PRON:2
2	en-bas	DET:1;NOUN:1
2	en-dehors	ADP:1;ADV:1
2	en-dessous	ADV:2
2	en-haut	NOUN:2
2	encache	VERB:2
2	encharbonnée	ADJ:1;ADP:1
2	encimadas	NOUN:2
2	encorbeillés	VERB:2
2	encrimine	VERB:2
2	enflacqué	VERB:2
2	enflambé	VERB:2
2	engageable	ADJ:2
2	engagistes	ADJ:1;NOUN:1
2	engarrié	ADJ:1;VERB:1
2	enlevante	ADJ:1;NOUN:1
2	ennios	ADP:2
2	entaillement	ADV:1;NOUN:1
2	entaillures	NOUN:2
2	entourbillonnées	VERB:2
2	entrances	NOUN:2
2	entripaillé	NOUN:1;VERB:1
2	enténèbrement	NOUN:2
2	eris	ADJ:1;NOUN:1
2	erssur	ADP:2
2	escarènes	NOUN:2
2	escoffion	NOUN:2
2	esculenta	NOUN:2
2	espadonnant	VERB:2
2	esparres	NOUN:2
2	espelunque	ADJ:1;NOUN:1
2	essuye	VERB:2
2	est-â-dire	NOUN:2
2	esti	NOUN:1;X:1
2	estlev	AUX:2
2	estocadé	VERB:2
2	eugenia	X:2
2	ever	VERB:2
2	ex-amant	NOUN:2
2	ex-ami	NOUN:2
2	ex-beaux	ADJ:1;NOUN:1
2	ex-belle	ADJ:1;NOUN:1
2	ex-biche	NOUN:2
2	ex-brigand	NOUN:2
2	ex-capucin	NOUN:2
2	ex-chanoine	NOUN:2
2	ex-client	NOUN:2
2	ex-commandant	NOUN:2
2	ex-danseuse	ADJ:1;NOUN:1
2	ex-directeur	NOUN:2
2	ex-député	NOUN:2
2	ex-employé	NOUN:2
2	ex-fermier	ADJ:1;NOUN:1
2	ex-gamin	NOUN:2
2	ex-intendant	ADJ:1;NOUN:1
2	ex-malade	NOUN:2
2	ex-marquis	NOUN:2
2	ex-marquise	NOUN:2
2	ex-notaire	NOUN:2
2	ex-novice	NOUN:2
2	ex-négociant	NOUN:2
2	ex-pendu	NOUN:2
2	ex-pensionnaire	NOUN:2
2	ex-perruquier	NOUN:2
2	ex-proconsul	NOUN:2
2	ex-président	NOUN:2
2	ex-recteur	NOUN:2
2	ex-reine	NOUN:2
2	ex-religieux	ADJ:1;NOUN:1
2	ex-souverains	NOUN:2
2	ex.	DET:2
2	expediet	NOUN:2
2	extra-naturelle	ADJ:2
2	f'rais	DET:1;VERB:1
2	facchini	NOUN:1;VERB:1
2	facilius	ADJ:1;VERB:1
2	fadets	ADJ:1;NOUN:1
2	fafioter	VERB:2
2	fagoteur	NOUN:2
2	fagotté	VERB:2
2	faham	NOUN:1;X:1
2	fais-m'en	PRON:2
2	fait-Paris	NOUN:2
2	faits-Paris	NOUN:2
2	falklandaise	ADJ:2
2	fame	ADP:1;NOUN:1
2	fames	ADJ:2
2	fantaisistement	ADV:1;NOUN:1
2	faquirs	NOUN:2
2	fatti	VERB:1;X:1
2	fau	VERB:2
2	faucardement	NOUN:2
2	faulx	NOUN:2
2	faux-bras	NOUN:2
2	faux-col	NOUN:2
2	faux-couples	NOUN:2
2	faux-toupet	NOUN:2
2	fazenders	NOUN:2
2	felis	NOUN:2
2	femme-auteur	NOUN:2
2	femme-de-chambre	NOUN:2
2	fenestrales	ADJ:2
2	fenez	VERB:2
2	fenti	VERB:2
2	fenu	VERB:2
2	fer-à-cheval	NOUN:2
2	fermiers-généraux	NOUN:2
2	ferte	NOUN:2
2	festinait	VERB:2
2	festinare	NOUN:2
2	feuillade	NOUN:2
2	feusse	ADJ:1;X:1
2	fiatoles	NOUN:2
2	ficelle-signal	NOUN:2
2	ficoïdes	NOUN:2
2	fientra	VERB:2
2	fieri	X:2
2	fifrons	VERB:2
2	figuiers-sycomores	NOUN:2
2	fil-en-quatre	NOUN:2
2	filius	ADJ:2
2	fille-mère	NOUN:2
2	fire	ADJ:1;VERB:1
2	firmatum	VERB:2
2	fitrais	ADJ:1;VERB:1
2	five	NOUN:1;VERB:1
2	flamberie	NOUN:2
2	flanqueurs	NOUN:2
2	fleirs	AUX:1;NOUN:1
2	fleureté	NOUN:1;VERB:1
2	fleuretée	ADJ:1;VERB:1
2	fleuretées	ADJ:1;VERB:1
2	flons	ADJ:1;NOUN:1
2	florissent	VERB:2
2	flûteur	ADP:1;NOUN:1
2	fock	NOUN:2
2	foillà	ADP:2
2	folgorante	ADJ:1;NOUN:1
2	folondiers	ADJ:2
2	fons	NOUN:2
2	forceurs	NOUN:2
2	forelopers	ADJ:1;NOUN:1
2	foremast	NOUN:1;X:1
2	forestieri	NOUN:1;VERB:1
2	forti	ADV:1;VERB:1
2	fortior	ADJ:2
2	fortis	VERB:2
2	fouillouse	NOUN:2
2	four-in-hand	NOUN:2
2	foye	NOUN:1;VERB:1
2	france	NOUN:2
2	francs.	NOUN:2
2	fransé	VERB:2
2	frittorie	NOUN:2
2	frivolisme	NOUN:2
2	froit	NOUN:1;VERB:1
2	fronçure	NOUN:2
2	fructus	ADJ:1;NOUN:1
2	fucacées	NOUN:2
2	fugiens	ADJ:1;X:1
2	fumée-gelée	NOUN:2
2	furore	ADJ:2
2	furos	NOUN:2
2	fâ	NOUN:2
2	fè	ADJ:1;VERB:1
2	fûs	ADP:1;NOUN:1
2	fœdus	NOUN:2
2	gabant	VERB:2
2	gabaple	ADJ:2
2	gafalier	ADJ:1;VERB:1
2	gaissier	NOUN:2
2	galaxias	NOUN:2
2	galeras	NOUN:2
2	gallo-batave	ADJ:2
2	galmer	NOUN:2
2	galopinait	VERB:2
2	gamarate	NOUN:2
2	gami	ADJ:2
2	ganabé	NOUN:1;VERB:1
2	garapatos	NOUN:2
2	garchon	NOUN:2
2	garde-crotte	NOUN:2
2	garde-du-corps	NOUN:2
2	garde-nationale	NOUN:2
2	gardes-du-corps	NOUN:2
2	gargotte	NOUN:1;VERB:1
2	garigue	NOUN:2
2	garodder	VERB:2
2	gaspereaux	NOUN:2
2	gatto	ADJ:2
2	gaudet	NOUN:2
2	gausseuse	ADJ:2
2	gaviot	NOUN:2
2	gefal	ADJ:1;NOUN:1
2	gehenner	NOUN:2
2	gelines	NOUN:2
2	gentilhommes	NOUN:2
2	gentillement	ADV:2
2	gerbement	NOUN:2
2	gettatore	ADJ:2
2	geveux	NOUN:2
2	ghetti	NOUN:2
2	ghez	ADP:2
2	ghibbé	VERB:2
2	ghâts	NOUN:2
2	ghès	ADP:2
2	giacobini	ADJ:1;X:1
2	giardino	NOUN:2
2	gigs	ADJ:1;NOUN:1
2	gileté	VERB:2
2	gindarme	NOUN:2
2	gingerbeer	NOUN:2
2	gioventù	DET:1;X:1
2	gist	VERB:1;X:1
2	gitanas	NOUN:2
2	gitanillas	NOUN:2
2	giubilo	NOUN:2
2	giudice	NOUN:2
2	gladio	ADJ:2
2	glayeuls	NOUN:2
2	gloomy	ADV:1;DET:1
2	glou-glou	NOUN:2
2	gna	VERB:2
2	gobeloter	VERB:2
2	gobichonner	VERB:2
2	godans	NOUN:2
2	goguine	ADJ:1;NOUN:1
2	gomaristes	NOUN:2
2	gombagnie	NOUN:1;VERB:1
2	gombrenez	VERB:2
2	gombris	NOUN:2
2	gomero	NOUN:2
2	gommand	ADJ:1;NOUN:1
2	gommend	ADJ:1;X:1
2	gonaquas	ADJ:2
2	gondinuez	VERB:2
2	gondission	NOUN:2
2	gondre	ADJ:1;VERB:1
2	gonfalonnée	ADJ:1;NOUN:1
2	gonnaissance	NOUN:2
2	gonni	VERB:2
2	gontission	NOUN:2
2	gonzeil	NOUN:2
2	goquin	ADJ:1;NOUN:1
2	goquins	NOUN:2
2	gouba	NOUN:2
2	gourma	VERB:2
2	govre	NOUN:1;VERB:1
2	gow	ADJ:1;X:1
2	goyots	NOUN:2
2	goûde	PRON:1;VERB:1
2	goûdé	VERB:2
2	gran'khan	X:2
2	grand'hâte	DET:1;NOUN:1
2	grand'perte	DET:1;NOUN:1
2	grand'salle	NOUN:2
2	grand-aumônier	ADJ:1;NOUN:1
2	grand-bailli	DET:1;NOUN:1
2	grand-chancelier	NOUN:2
2	grand-fête	ADJ:1;NOUN:1
2	grand-parent	ADV:1;NOUN:1
2	grand-veneur	NOUN:2
2	gredots	NOUN:2
2	grelets	NOUN:2
2	grelette	NOUN:2
2	gremaillière	ADJ:1;NOUN:1
2	grielle	NOUN:2
2	gris-de-fer	ADJ:2
2	gris-pommelés	ADJ:2
2	gron	DET:1;NOUN:1
2	groube	NOUN:2
2	grouin	NOUN:2
2	grrrands	NOUN:2
2	gréanciers	ADJ:1;NOUN:1
2	grêlaient	VERB:2
2	guart	NOUN:2
2	guenillon	NOUN:2
2	guenipe	NOUN:2
2	guenuche	NOUN:2
2	guidder	NOUN:1;VERB:1
2	guirato	NOUN:2
2	guiterne	NOUN:2
2	gun	X:2
2	gunyos	NOUN:2
2	guy	NOUN:2
2	guzlars	ADJ:1;NOUN:1
2	guères	ADJ:2
2	guéritier	NOUN:2
2	gz	VERB:2
2	génevois	ADJ:2
2	génevoise	ADJ:2
2	géodique	ADJ:2
2	gîtée	VERB:2
2	gîtés	VERB:2
2	gœlette	NOUN:2
2	h.	NOUN:2
2	habbardements	NOUN:2
2	habidera	VERB:2
2	habit-rouge	NOUN:2
2	habitantibus	ADJ:2
2	habits-rouges	NOUN:2
2	haimerais	NOUN:1;VERB:1
2	halleboter	VERB:2
2	haol	NOUN:2
2	haouly	NOUN:2
2	harcellent	VERB:2
2	haricotier	NOUN:2
2	harmonia	VERB:2
2	harrisbucks	NOUN:2
2	hashich	NOUN:2
2	hassiatique	ADJ:2
2	hatresse	NOUN:2
2	haut-laffitte	ADJ:1;NOUN:1
2	haute-lice	NOUN:2
2	haute-pègre	NOUN:2
2	hdvyrymhuhpuydkjoxphetozsletnpmvffovpdpajxhyynojyggayme	ADJ:2
2	heire	NOUN:2
2	herrnhuters	NOUN:2
2	heures.	NOUN:2
2	heurtante	ADJ:2
2	hh	AUX:1;VERB:1
2	hieracioïdes	ADJ:2
2	himaine	ADJ:2
2	hippogryphe	NOUN:2
2	hippomane	NOUN:2
2	hireise	ADJ:1;NOUN:1
2	hireux	ADJ:2
2	history	X:2
2	hobs	NOUN:2
2	hoffmanesque	ADJ:1;PRON:1
2	home-rulers	NOUN:2
2	homenaje	NOUN:2
2	hominibus	NOUN:2
2	hominis	ADJ:1;VERB:1
2	homme-Empire	NOUN:2
2	homme-enfant	NOUN:2
2	homme-lige	NOUN:2
2	homme-mémoire	NOUN:2
2	homme-roi	NOUN:2
2	homœopathiquement	ADV:1;NOUN:1
2	hon	NOUN:2
2	hongs	ADJ:1;NOUN:1
2	honorata	NOUN:2
2	horrendum	X:2
2	houhoulements	NOUN:2
2	houme	NOUN:1;VERB:1
2	hugh	NOUN:1;X:1
2	huic	ADJ:2
2	hulans	NOUN:2
2	humanitairerie	NOUN:2
2	humbug	NOUN:2
2	humbugs	ADJ:1;NOUN:1
2	hunc	X:2
2	hurra	NOUN:1;VERB:1
2	hussitiques	ADJ:2
2	hussitisme	NOUN:2
2	huttier	NOUN:2
2	huttiers	NOUN:2
2	hyales	NOUN:2
2	hyalles	NOUN:2
2	hydroscope	NOUN:1;VERB:1
2	hébétation	NOUN:2
2	hérault	ADJ:1;NOUN:1
2	hétéristes	NOUN:2
2	hô	NOUN:2
2	hôtel-de-ville	NOUN:2
2	ia	NOUN:2
2	iakoutes	ADJ:2
2	iarls	NOUN:2
2	ic	NOUN:2
2	ice-stream	NOUN:1;PRON:1
2	iegk	NOUN:1;VERB:1
2	iffires	ADJ:1;NOUN:1
2	iffits	ADJ:1;X:1
2	igneaux	ADJ:1;VERB:1
2	ignescentes	ADJ:2
2	ignoto	VERB:1;X:1
2	iguarapès	NOUN:2
2	ihnen	ADJ:1;PRON:1
2	ik	VERB:2
2	illa	CCONJ:2
2	illustribus	ADJ:1;VERB:1
2	illustrissima	VERB:2
2	illustrissimo	NOUN:1;X:1
2	imans	NOUN:2
2	imbriaque	NOUN:2
2	immarcessibles	ADJ:2
2	immiséricordieux	ADJ:2
2	imo	ADJ:1;VERB:1
2	impare	VERB:2
2	impleat	VERB:2
2	imposans	ADJ:1;NOUN:1
2	impotables	ADJ:2
2	improbes	ADJ:1;NOUN:1
2	impératrice-reine	NOUN:2
2	in-8º	ADJ:1;NOUN:1
2	inamusable	ADJ:2
2	inassoupis	ADJ:2
2	incoyable	ADJ:2
2	inducas	NOUN:2
2	indéchiffrabilité	NOUN:2
2	indérière	NOUN:2
2	infortuna	VERB:2
2	infortunat	NOUN:1;VERB:1
2	inganno	NOUN:2
2	inine	ADJ:2
2	iniquitatibus	ADJ:2
2	innocuo	ADJ:2
2	inocarpe	NOUN:2
2	intanto	NOUN:1;VERB:1
2	intel-ligence	NOUN:2
2	intelligentielles	ADJ:1;NOUN:1
2	inter-sensorielles	ADJ:2
2	intestinement	ADV:2
2	inviti	NOUN:1;VERB:1
2	inyalas	NOUN:2
2	inévaluable	ADJ:2
2	iraigne	NOUN:2
2	isacas	NOUN:2
2	isi	ADV:1;X:1
2	isis	NOUN:2
2	islamite	ADJ:1;NOUN:1
2	ist	AUX:2
2	ita	VERB:1;X:1
2	italiano	ADJ:1;NOUN:1
2	itur	ADJ:2
2	ja	NOUN:2
2	jakos	NOUN:2
2	jardinier-concierge	NOUN:2
2	jarponnier	NOUN:2
2	jasse	NOUN:1;VERB:1
2	jockeis	NOUN:2
2	jomâtre	ADJ:2
2	journiau	NOUN:2
2	jours.	NOUN:2
2	jpg	ADP:2
2	judice	ADJ:1;X:1
2	juge-avocat	NOUN:2
2	juge-commissaire	ADP:1;NOUN:1
2	juge-de-paix	NOUN:2
2	juin-juillet	NOUN:2
2	jussa	AUX:1;X:1
2	jéhovah	NOUN:2
2	kaiserlicks	NOUN:1;X:1
2	kalaos	ADJ:1;NOUN:1
2	kalou	NOUN:2
2	kanaous	ADJ:1;NOUN:1
2	kangaroos	NOUN:1;X:1
2	kangourous-rats	NOUN:2
2	katori	X:2
2	kauri	NOUN:2
2	keke	DET:1;NOUN:1
2	khol	NOUN:2
2	khourghans	NOUN:2
2	kibicks	NOUN:2
2	kilkis	NOUN:2
2	kimis	NOUN:2
2	kin	X:2
2	kislar-aga	NOUN:2
2	knouter	VERB:2
2	korans	NOUN:2
2	kreml	NOUN:2
2	kâmdar	NOUN:2
2	la dernière	PRON:2
2	lactea	X:2
2	ladra	VERB:2
2	laetificat	AUX:1;X:1
2	laffitte	NOUN:2
2	lago	ADJ:1;NOUN:1
2	lairré	VERB:2
2	laka	DET:1;NOUN:1
2	lakhs	NOUN:2
2	lakonis	ADJ:1;NOUN:1
2	lampadem	ADJ:2
2	last	X:2
2	latifolia	VERB:2
2	lautre	DET:1;VERB:1
2	lavanges	NOUN:2
2	lazagne	ADJ:1;NOUN:1
2	lazarone	NOUN:2
2	le dernier	PRON:2
2	leFlagavait	DET:2
2	leSloughi	DET:2
2	league	X:2
2	leclère	NOUN:2
2	lege	DET:1;PRON:1
2	legno	NOUN:2
2	letterata	DET:1;NOUN:1
2	lever-Dieu	NOUN:2
2	libelli	NOUN:2
2	liberata	X:2
2	libertà	NOUN:2
2	lichades	NOUN:2
2	lieutenance-générale	NOUN:2
2	lieutenant-capitaine	NOUN:2
2	lincolnien	ADJ:2
2	linguæ	ADJ:1;X:1
2	lipariote	ADJ:2
2	lipre	ADJ:2
2	livoniennes	ADJ:2
2	llaneras	ADJ:1;ADV:1
2	llaretta	DET:1;X:1
2	llles	ADJ:1;ADP_DET:1
2	locatis	NOUN:2
2	loigné	VERB:2
2	lojas	NOUN:2
2	londems	NOUN:1;VERB:1
2	lone	ADJ:1;X:1
2	look-out	NOUN:2
2	lord-chancelier	NOUN:1;SCONJ:1
2	loui	NOUN:1;VERB:1
2	loup-rouge	NOUN:2
2	lovely	X:2
2	luco	X:2
2	ludicra	DET:1;VERB:1
2	lui-	DET:2
2	lumbermen	NOUN:2
2	luncheon	NOUN:1;PRON:1
2	lunetté	VERB:2
2	lunæ	NOUN:2
2	luogo	NOUN:2
2	lutex	NOUN:2
2	lutinerie	NOUN:2
2	luxuria	DET:2
2	lybique	ADJ:2
2	là-devant	ADV:2
2	lèse-amour	NOUN:2
2	lèse-noblesse	NOUN:2
2	lèse-patrie	NOUN:2
2	lèse-science	NOUN:2
2	légatrice	NOUN:2
2	légumiste	NOUN:1;VERB:1
2	macchis	NOUN:2
2	machine-pilote	NOUN:2
2	machinâ	NOUN:2
2	machurée	NOUN:1;VERB:1
2	macte	NOUN:2
2	madre	NOUN:2
2	madronios	NOUN:2
2	magnis	ADJ:1;X:1
2	magnoliers	ADJ:1;NOUN:1
2	magyarisation	NOUN:2
2	maheustre	NOUN:2
2	mahogannien	ADJ:2
2	mahories	ADJ:2
2	maidresse	NOUN:2
2	maines	ADJ:1;ADP_DET:1
2	mainne	ADJ:1;NOUN:1
2	maint'nant	ADV:2
2	maintuy	NOUN:2
2	major-général	NOUN:2
2	malcontent	NOUN:2
2	maledetta	NOUN:2
2	malingret	ADJ:1;NOUN:1
2	malo	NOUN:2
2	malofou	NOUN:2
2	malora	VERB:2
2	maltôtiers	NOUN:2
2	mameluck	NOUN:2
2	mamselle	ADJ:1;NOUN:1
2	manchant	NOUN:2
2	mandrer	NOUN:1;VERB:1
2	manent	VERB:2
2	mangeux	NOUN:2
2	mangiennes	ADJ:2
2	mannaggia	CCONJ:1;VERB:1
2	mannaja	NOUN:2
2	mannezingue	NOUN:2
2	manola	NOUN:2
2	mantchou	CCONJ:1;NOUN:1
2	mantellina	NOUN:1;X:1
2	mantéga	NOUN:2
2	mar	NOUN:2
2	marabous	NOUN:2
2	marciti	ADJ:1;NOUN:1
2	marimebas	NOUN:2
2	mariquitare	ADJ:2
2	mariquitares	ADJ:2
2	maritimus	X:2
2	marjolet	NOUN:2
2	marjolets	NOUN:2
2	marmorine	ADJ:2
2	marquisane	ADJ:1;VERB:1
2	martialité	NOUN:2
2	martinettes	NOUN:2
2	masi	NOUN:2
2	maskinongis	ADV:1;NOUN:1
2	matemoiselle	ADJ:1;NOUN:1
2	matofés	NOUN:2
2	matokouané	NOUN:2
2	matrimonium	NOUN:1;X:1
2	mattina	X:2
2	matto	NOUN:1;X:1
2	maximiliens	NOUN:2
2	mazzaro	NOUN:2
2	mazzolata	NOUN:2
2	maître-chantre	NOUN:2
2	md	VERB:1;X:1
2	meae	ADJ:1;X:1
2	mecklembourgeois	NOUN:2
2	medanos	NOUN:2
2	meddra	VERB:2
2	meddre	NOUN:2
2	medvede	NOUN:2
2	mei	NOUN:1;X:1
2	meinnesire	ADJ:1;VERB:1
2	melius	ADV:1;NOUN:1
2	menne-lourd	NOUN:2
2	menus-plaisirs	NOUN:2
2	meného	NOUN:2
2	merfeille	ADJ:1;NOUN:1
2	mervienne	ADJ:2
2	meu	X:2
2	meure-de-faim	NOUN:2
2	mganngas	ADJ:1;NOUN:1
2	middlemen	NOUN:2
2	miex	ADV:2
2	milions	NOUN:1;VERB:1
2	militat	NOUN:2
