COUNT	TERM	POS_COUNTS
1	demi-saluts	NOUN:1
1	demi-sanglant	NOUN:1
1	demi-satisfait	NOUN:1
1	demi-sauvages	NOUN:1
1	demi-savant	NOUN:1
1	demi-secondes	NOUN:1
1	demi-secret	NOUN:1
1	demi-seigneuriale	DET:1
1	demi-sens	NOUN:1
1	demi-sequin	NOUN:1
1	demi-sifflement	NOUN:1
1	demi-soirée	NOUN:1
1	demi-soldats	NOUN:1
1	demi-solitude	NOUN:1
1	demi-somnolence	NOUN:1
1	demi-sortie	NOUN:1
1	demi-souffrances	NOUN:1
1	demi-soulevé	DET:1
1	demi-soulevée	DET:1
1	demi-souriant	NOUN:1
1	demi-souriante	DET:1
1	demi-souterraine	ADJ:1
1	demi-sphérique	ADJ:1
1	demi-submergé	DET:1
1	demi-suffoqué	DET:1
1	demi-suffoqués	DET:1
1	demi-suicide	NOUN:1
1	demi-surdité	NOUN:1
1	demi-surpris	DET:1
1	demi-swangsick	NOUN:1
1	demi-séparation	NOUN:1
1	demi-talents	NOUN:1
1	demi-temps	NOUN:1
1	demi-toilettes	NOUN:1
1	demi-touriste	DET:1
1	demi-tournure	NOUN:1
1	demi-tourte	NOUN:1
1	demi-transparence	NOUN:1
1	demi-triomphe	NOUN:1
1	demi-triste	NOUN:1
1	demi-troublé	DET:1
1	demi-variation	NOUN:1
1	demi-vertige	NOUN:1
1	demi-villageoises	DET:1
1	demi-vitesse	NOUN:1
1	demi-volte	NOUN:1
1	demi-voûte	DET:1
1	demi-vêtue	NOUN:1
1	demi-vêtus	NOUN:1
1	demi-ébriété	NOUN:1
1	demi-élan	NOUN:1
1	demi-épaisseur	NOUN:1
1	demi-étapes	NOUN:1
1	demi-étouffé	DET:1
1	demi-étouffés	DET:1
1	demi-étranglés	DET:1
1	demie-heure	NOUN:1
1	democratico	X:1
1	demonio	NOUN:1
1	demonios	DET:1
1	demonstrandum	VERB:1
1	denaro	X:1
1	dendal	X:1
1	denier-à-Dieu	NOUN:1
1	dens	NOUN:1
1	dentalium	NOUN:1
1	dentelles-chouettes	NOUN:1
1	dentiche	NOUN:1
1	dentresse	VERB:1
1	dentro	ADP:1
1	denudatum	X:1
1	deodars	NOUN:1
1	deprecationis	X:1
1	dermoi	PRON:1
1	dernié	AUX:1
1	derre	X:1
1	derringer	ADP:1
1	derriple	ADJ:1
1	desIndes	ADP_DET:1
1	desbasté	VERB:1
1	desche	NOUN:1
1	desdaman	NOUN:1
1	desdament	ADP_DET:1
1	deseos	DET:1
1	desertio	X:1
1	desertis	X:1
1	deserto	ADP_DET:1
1	desespoir	NOUN:1
1	deshérité	VERB:1
1	desideria	DET:1
1	desit	NOUN:1
1	desolata	X:1
1	despite	VERB:1
1	dessasur	NOUN:1
1	dessoubrez	VERB:1
1	destatore	VERB:1
1	destrompus	VERB:1
1	destructibilité	NOUN:1
1	desvêtements	ADP_DET:1
1	detestata	X:1
1	detinet	X:1
1	deuche	NOUN:1
1	deux-cent	ADP_DET:1
1	deux-centièmes	NOUN:1
1	deux-mains	NOUN:1
1	deux-mille	ADP:1
1	deux-milliardièmes	NOUN:1
1	devas	NOUN:1
1	devastatorii	X:1
1	devent	VERB:1
1	devient-archiduchesse	DET:1
1	devils	VERB:1
1	devoares	NOUN:1
1	devoretSaint	NOUN:1
1	devoâr	NOUN:1
1	dextra	VERB:1
1	dextrosité	NOUN:1
1	dez	VERB:1
1	diabolicum	NOUN:1
1	diaboline	NOUN:1
1	diabolum	NOUN:1
1	diacopes	NOUN:1
1	diagonem	X:1
1	diaphanité	NOUN:1
1	diaphores	NOUN:1
1	diaâblles	NOUN:1
1	dic	X:1
1	dicentes	ADJ:1
1	dich	X:1
1	dicitur	VERB:1
1	dict	NOUN:1
1	did	VERB:1
1	dides	ADJ:1
1	didoudak	ADJ:1
1	didre	VERB:1
1	didres	NOUN:1
1	diens	NOUN:1
1	dient	NOUN:1
1	diers	ADJ:1
1	dieu-nation	NOUN:1
1	dieu-production	NOUN:1
1	difficiles.	NOUN:1
1	diffizile	ADJ:1
1	digitos	X:1
1	digna	VERB:1
1	digno	VERB:1
1	dignus	NOUN:1
1	digre	NOUN:1
1	dikkops	NOUN:1
1	dikoutas	NOUN:1
1	dilatement	NOUN:1
1	dilemmatique	ADJ:1
1	dilettanti.	NOUN:1
1	dilettissima	NOUN:1
1	diletto	NOUN:1
1	diligit	VERB:1
1	dimanch	AUX:1
1	dimplipitos	NOUN:1
1	dinaire	VERB:1
1	dining-saloon	NOUN:1
1	dinormis	NOUN:1
1	dinotherium	NOUN:1
1	diogéniques	ADJ:1
1	diogénisais	VERB:1
1	dioritiques	ADJ:1
1	diosmées	NOUN:1
1	dioulis	NOUN:1
1	diptérodons	NOUN:1
1	dir	VERB:1
1	dira-t'on	NOUN:1
1	direclion	NOUN:1
1	directeur-caissier-gérant-secrétaire-général	NOUN:1
1	directeur-comptable	NOUN:1
1	directeur-général	NOUN:1
1	direr	NOUN:1
1	direu	VERB:1
1	dirigeurs	NOUN:1
1	dis-	NOUN:1
1	disant.	NOUN:1
1	disboser	VERB:1
1	disce	NOUN:1
1	discoverer	VERB:1
1	discovery	X:1
1	disez	VERB:1
1	dishleys	NOUN:1
1	disiiieeez	VERB:1
1	disons-mieux	DET:1
1	disont	VERB:1
1	disperata	VERB:1
1	dispeusitionne	NOUN:1
1	displaisante	ADJ:1
1	disputailleurs	NOUN:1
1	disputationibus	X:1
1	diss	VERB:1
1	dissipationnel	ADJ:1
1	dissécateur	VERB:1
1	distals	ADJ:1
1	distinguamus	X:1
1	distinguimus	NOUN:1
1	distraye	VERB:1
1	distrayent	VERB:1
1	distruggere	VERB:1
1	dit-Mme	DET:1
1	diver	NOUN:1
1	diversieuse	ADJ:1
1	dividi	VERB:1
1	divino	VERB:1
1	divinus	VERB:1
1	divisionem	DET:1
1	dix-huit-cents	ADP_DET:1
1	dix-mille	DET:1
1	dix-millionnième	ADJ:1
1	dixe	ADJ:1
1	dizainier	NOUN:1
1	dizièmes	NOUN:1
1	djamadar	NOUN:1
1	djellah	NOUN:1
1	djiquitovkas	NOUN:1
1	djouba	NOUN:1
1	dlia	DET:1
1	docent	ADJ:1
1	docteur-roi	NOUN:1
1	docteur.	NOUN:1
1	doctrine-limite	NOUN:1
1	dodiner	NOUN:1
1	dog-driver	NOUN:1
1	dogana	X:1
1	doguereau	NOUN:1
1	doguins	ADP:1
1	doiledde	ADJ:1
1	dolabelles	NOUN:1
1	dolci	X:1
1	dolemment	NOUN:1
1	dolemur	NOUN:1
1	dolet	NOUN:1
1	doljne	ADP:1
1	dollar-papier	NOUN:1
1	dollarsCinq	NOUN:1
1	dolorosa	X:1
1	dolouère	NOUN:1
1	domaine-argent	NOUN:1
1	domaine-sol	NOUN:1
1	domanda	NOUN:1
1	dombera	VERB:1
1	domini	VERB:1
1	dominici	VERB:1
1	dominus	NOUN:1
1	domo	ADP:1
1	dompe	NOUN:1
1	domper	VERB:1
1	don.	ADP_DET:1
1	donaña	DET:1
1	doni	X:1
1	donjuanise	VERB:1
1	donnina	NOUN:1
1	donques	NOUN:1
1	donzer	VERB:1
1	dooonner	NOUN:1
1	dopo	ADP:1
1	dord	VERB:1
1	dorlach	NOUN:1
1	dorloteries	NOUN:1
1	dormideras	NOUN:1
1	dormire	VERB:1
1	dormiva	VERB:1
1	dorripes	NOUN:1
1	dorsibranches	NOUN:1
1	dottore	NOUN:1
1	douaisienne	ADJ:1
1	douanaient	VERB:1
1	double-nez	NOUN:1
1	doubte	VERB:1
1	doucteurre	NOUN:1
1	douga	NOUN:1
1	doukhan	NOUN:1
1	doulcines	NOUN:1
1	douleur.	NOUN:1
1	doullouères	NOUN:1
1	doulx	NOUN:1
1	dounga	NOUN:1
1	doura	VERB:1
1	dourmander	VERB:1
1	dourner	VERB:1
1	dourrah	NOUN:1
1	douteest	NOUN:1
1	doutte	ADP:1
1	dovekies	NOUN:1
1	doïmas	NOUN:1
1	doïnes	NOUN:1
1	draces	NOUN:1
1	draconem	ADV:1
1	draconnienne	ADJ:1
1	drafailler	VERB:1
1	drafaillerai	VERB:1
1	dragonnante	ADJ:1
1	drai	ADJ:1
1	drame-vaudeville	PRON:1
1	drammatique	ADJ:1
1	dramorama	NOUN:1
1	dranguile	NOUN:1
1	dranquile	ADJ:1
1	dranquilidé	NOUN:1
1	dranquillement	ADV:1
1	dransborderont	VERB:1
1	dravaillerai	ADJ:1
1	drawing-office	NOUN:1
1	drawing-room	NOUN:1
1	drepanis	NOUN:1
1	dressables	ADJ:1
1	dressor	VERB:1
1	drif	NOUN:1
1	drift-ices	NOUN:1
1	dripinal	NOUN:1
1	drisdement	ADV:1
1	drocines	NOUN:1
1	droit-travers	NOUN:1
1	drolichon	NOUN:1
1	drolle	ADJ:1
1	drolles	ADJ:1
1	drongos	NOUN:1
1	droseras	NOUN:1
1	drouferez	ADJ:1
1	drougos	NOUN:1
1	drovski	NOUN:1
1	drrgcroh	VERB:1
1	drrrimanches	ADJ:1
1	druement	ADV:1
1	druffent	VERB:1
1	drèssor	NOUN:1
1	drébassé	ADJ:1
1	drôlichon	ADJ:1
1	dt	ADJ:1
1	du-bita-re	ADP_DET:1
1	duFlag	ADP_DET:1
1	duSaint-Enoch	DET:1
1	duSloughi	ADP_DET:1
1	dubitare	VERB:1
1	dubitasti	VERB:1
1	dublinoise	ADJ:1
1	duc-régent	NOUN:1
1	duc.	NOUN:1
1	ducaton	NOUN:1
1	ducem	VERB:1
1	duch	NOUN:1
1	ducis	ADJ:1
1	dudde	ADP:1
1	duddes	DET:1
1	duettini	NOUN:1
1	duettino	NOUN:1
1	dulces	DET:1
1	dulci	VERB:1
1	dulcis	VERB:1
1	dumerilianus	VERB:1
1	dun	SCONJ:1
1	dunkerques	NOUN:1
1	dunque	ADJ:1
1	dunum	NOUN:1
1	duorme	VERB:1
1	durante	ADJ:1
1	duridaris	ADP:1
1	duro	ADP:1
1	dutte	DET:1
1	duttes	ADJ:1
1	duvida	VERB:1
1	dux	ADP:1
1	dy	ADP:1
1	dyables	NOUN:1
1	dyasures	NOUN:1
1	dydactyles	NOUN:1
1	dyssenterie	NOUN:1
1	débarassé	VERB:1
1	débarqueurs	NOUN:1
1	débarricadé	VERB:1
1	décardinaliser	VERB:1
1	décarguer	VERB:1
1	décaré	VERB:1
1	déchiquetera	VERB:1
1	décholant	ADJ:1
1	déciatine	NOUN:1
1	déciatines	NOUN:1
1	déclinqué	VERB:1
1	décliqué	VERB:1
1	décomposante	ADJ:1
1	déconfort	NOUN:1
1	déconsécration	NOUN:1
1	décorcelé	VERB:1
1	décoriller	VERB:1
1	découlés	VERB:1
1	découture	NOUN:1
1	décraquait	NOUN:1
1	décravater	VERB:1
1	décrochez-moi-ça	NOUN:1
1	décréteurs	NOUN:1
1	décuveler	VERB:1
1	dédélibérations	NOUN:1
1	défibrinisée	VERB:1
1	déflorateur	ADJ:1
1	défroit	VERB:1
1	défunctuosité	NOUN:1
1	dégageur	NOUN:1
1	dégalocha	VERB:1
1	déglubant	VERB:1
1	dégolfer	VERB:1
1	dégouttante	NOUN:1
1	dégraver	VERB:1
1	dégriboule	VERB:1
1	dégribouler	VERB:1
1	dégringolat	X:1
1	dégueniller	VERB:1
1	déidé	NOUN:1
1	déjeuneur	NOUN:1
1	délestement	NOUN:1
1	délibérateur	ADJ:1
1	délinquaient	VERB:1
1	déloï	NOUN:1
1	démagogistes	NOUN:1
1	démantibulation	NOUN:1
1	démané	VERB:1
1	démissoire	NOUN:1
1	démissoires	NOUN:1
1	démitré	VERB:1
1	démoin	NOUN:1
1	démonologues	NOUN:1
1	démonstrandent	VERB:1
1	démonstration.De	NOUN:1
1	dénument	NOUN:1
1	dénégative	ADJ:1
1	dénûments	NOUN:1
1	dépantouflé	VERB:1
1	départissant	VERB:1
1	dépavements	NOUN:1
1	dépenaillement	NOUN:1
1	dépisteur	NOUN:1
1	déplumage	NOUN:1
1	dépopulariserait	VERB:1
1	déprosaïsant	VERB:1
1	dépuceleur	NOUN:1
1	député-shérif	NOUN:1
1	dépétré	VERB:1
1	dépêcheur	NOUN:1
1	déraillées	ADJ:1
1	déralingua	VERB:1
1	déralinguer	VERB:1
1	déralingué	VERB:1
1	déralingués	VERB:1
1	déribe	NOUN:1
1	dériseur	NOUN:1
1	déroidi	VERB:1
1	déroidir	VERB:1
1	déroidit	VERB:1
1	désacrés	VERB:1
1	désaffourchant	VERB:1
1	désaltèrement	NOUN:1
1	désangoulêmer	VERB:1
1	désapprobatif	ADJ:1
1	désapprobative	ADJ:1
1	désassombrir	VERB:1
1	désassombrit	VERB:1
1	désceller	VERB:1
1	désemboîté	VERB:1
1	désembrocher	VERB:1
1	désemmaillotait	NOUN:1
1	désemmerder	VERB:1
1	désenbonnetdecotonner	ADJ:1
1	désenchanteurs	ADJ:1
1	désencoléré	VERB:1
1	désencroûter	VERB:1
1	désenfargé	NOUN:1
1	désenflacquer	VERB:1
1	déshabillement	NOUN:1
1	déshabitude	NOUN:1
1	déshabité	NOUN:1
1	désidé	VERB:1
1	désignateurs	NOUN:1
1	désire-telle	ADJ:1
1	désireurs	NOUN:1
1	désopilation	NOUN:1
1	désoublier	ADJ:1
1	désœiller	NOUN:1
1	désœuvrance	NOUN:1
1	détailleur	NOUN:1
1	détardai	VERB:1
1	détarder	VERB:1
1	détempcer	VERB:1
1	détemptée	VERB:1
1	détemses	VERB:1
1	détemsez	VERB:1
1	détestabel	NOUN:1
1	détraquage	NOUN:1
1	détriplent	VERB:1
1	détruir	VERB:1
1	dévallai	VERB:1
1	dévallez	VERB:1
1	dévallé	VERB:1
1	dévas	NOUN:1
1	déversion	NOUN:1
1	déviter	VERB:1
1	dévocion	NOUN:1
1	dévêtissais	VERB:1
1	dêde	NOUN:1
1	días	NOUN:1
1	dîmaient	VERB:1
1	dîmer	VERB:1
1	dône	VERB:1
1	dùm	ADP:1
1	e'd	DET:1
1	e'd'dormi	ADP:1
1	e.	NOUN:1
1	easy	ADJ:1
1	eater	ADJ:1
1	eaux-bonnes	NOUN:1
1	eaux-mères	NOUN:1
1	eaux-troubles	DET:1
1	ebbrea	NOUN:1
1	ebiser	VERB:1
1	ebriolus	ADV:1
1	ec	ADJ:1
1	eccarts	NOUN:1
1	eccelenza	X:1
1	ecchepert	NOUN:1
1	ecertserrette	DET:1
1	ecgsegraple	ADJ:1
1	echeggino	NOUN:1
1	echuca	X:1
1	eczéguder	VERB:1
1	ed'cent	ADV:1
1	edache	NOUN:1
1	edait	VERB:1
1	edgruzb	X:1
1	ednecsedsadne	DET:1
1	edz	ADP:1
1	ee	DET:1
1	een	PRON:1
1	eeutul	ADP:1
1	effects	NOUN:1
1	effectus	NOUN:1
1	effets.	NOUN:1
1	effiloquait	VERB:1
1	efforcant	VERB:1
1	effroi.	DET:1
1	effémination	NOUN:1
1	efs	NOUN:1
1	egcebdé	VERB:1
1	egelle	NOUN:1
1	egenti	VERB:1
1	egsbliguer	VERB:1
1	egsblique	PRON:1
1	egscusse	NOUN:1
1	egssisde	ADJ:1
1	ehx	X:1
1	eiders-ducks	NOUN:1
1	eilet-ul-my'râdy	NOUN:1
1	eimbrunt	AUX:1
1	eindereds	NOUN:1
1	eindime	ADJ:1
1	eindéred	VERB:1
1	einen	ADP:1
1	einfider	ADP:1
1	eingeborene	ADP:1
1	eingondinend	ADJ:1
1	eingonnie	NOUN:1
1	eingonnîe	NOUN:1
1	einguiède	VERB:1
1	einkiétide	PRON:1
1	einquiédute	NOUN:1
1	einsbire	NOUN:1
1	eires	ADJ:1
1	eldoradores	DET:1
1	electionis	X:1
1	eleganti	X:1
1	eleison	PRON:1
1	elephas	NOUN:1
1	elf	NOUN:1
1	elle-	PRON:1
1	eloignement	AUX:1
1	elpenor	NOUN:1
1	embarassé	VERB:1
1	embarras.	NOUN:1
1	embauchement	NOUN:1
1	embauchements	NOUN:1
1	embelle	NOUN:1
1	embler	VERB:1
1	emblés	VERB:1
1	emboiserais	VERB:1
1	emboisez	VERB:1
1	emboisés	VERB:1
1	embotta	VERB:1
1	emboussure	NOUN:1
1	embriquemaillé	VERB:1
1	embroisies	NOUN:1
1	embrouillantes	ADJ:1
1	embrouillis	NOUN:1
1	embrrrrououillllamini	VERB:1
1	embrunent	VERB:1
1	embâclent	VERB:1
1	embâcler	VERB:1
1	emmaillotter	VERB:1
1	emmalheurer	VERB:1
1	emmalicé	VERB:1
1	emmilliardée	VERB:1
1	emmoustaché	VERB:1
1	emmoutarder	VERB:1
1	emparessé	VERB:1
1	emparessée	VERB:1
1	empellements	NOUN:1
1	empescher	VERB:1
1	empestiférée	VERB:1
1	emplantement	NOUN:1
1	emplanté	VERB:1
1	emplantée	VERB:1
1	employe	VERB:1
1	employent	VERB:1
1	employera	VERB:1
1	employerons	NOUN:1
1	emplète	NOUN:1
1	empoilés	VERB:1
1	empolangas	X:1
1	emporte-bouche	NOUN:1
1	empoudré	VERB:1
1	emprassera	VERB:1
1	emprinse	NOUN:1
1	empê	VERB:1
1	empêtrement	NOUN:1
1	emriniz	VERB:1
1	emsemple	DET:1
1	emtnael	CCONJ:1
1	en-forteresse	ADP:1
1	en-mille	ADP_DET:1
1	enarrant	VERB:1
1	encacher	VERB:1
1	encaché	VERB:1
1	encaleçonnées	NOUN:1
1	encamaillés	VERB:1
1	encaparaçonnées	NOUN:1
1	encaravaner	VERB:1
1	encaravanerons	VERB:1
1	encaussement	ADV:1
1	enchada	NOUN:1
1	enchagrinerait	VERB:1
1	enchargeait	VERB:1
1	enchargé	VERB:1
1	encharibottée	ADJ:1
1	enclauder	NOUN:1
1	enclaudé	VERB:1
1	encolonner	VERB:1
1	encolèrent	VERB:1
1	encorbeillent	VERB:1
1	encorbeillées	VERB:1
1	encorbellées	VERB:1
1	encorbellés	VERB:1
1	encraissait	NOUN:1
1	encrassantes	ADJ:1
1	encriminable	ADJ:1
1	encriminer	VERB:1
1	enculbuta	VERB:1
1	endans	NOUN:1
1	endaubage	NOUN:1
1	endaubages	NOUN:1
1	endendrai	NOUN:1
1	endens	NOUN:1
1	endentrai	VERB:1
1	endentre	NOUN:1
1	endentu	X:1
1	endière	X:1
1	endogastrites	NOUN:1
1	endourera	VERB:1
1	endourés	VERB:1
1	endrait	NOUN:1
1	endre	ADP:1
1	endrer	VERB:1
1	endromies	NOUN:1
1	endré	VERB:1
1	enf	VERB:1
1	enfant-roi	NOUN:1
1	enfantelet	NOUN:1
1	enfantissime	NOUN:1
1	enfants.	NOUN:1
1	enfeuillagée	VERB:1
1	enfie	NOUN:1
1	enfin.	SCONJ:1
1	enfiélé	VERB:1
1	enflacquées	VERB:1
1	enflaquée	VERB:1
1	enfm	VERB:1
1	enfoyant	VERB:1
1	enfoyer	ADP:1
1	enfoyé	VERB:1
1	enfoyés	VERB:1
1	enfroidi	NOUN:1
1	engageables	ADJ:1
1	enganter	NOUN:1
1	engantez	VERB:1
1	engarriée	VERB:1
1	engastrymisme	NOUN:1
1	engastérisme	NOUN:1
1	engeanderesse	VERB:1
1	engiborne	VERB:1
1	engine-men	ADP:1
1	engine-paddle	NOUN:1
1	engine-room	NOUN:1
1	engine-screw	X:1
1	engivrées	VERB:1
1	englauder	VERB:1
1	englutine	VERB:1
1	engompré	VERB:1
1	engoncement	NOUN:1
1	engor	ADP:1
1	engougeure	NOUN:1
1	engourdissants	NOUN:1
1	engourdit.	SCONJ:1
1	enguirlandement	NOUN:1
1	enhydre	NOUN:1
1	enhydres	NOUN:1
1	enjure	NOUN:1
1	enlaissé	VERB:1
1	enlaçantes	ADJ:1
1	enlevantes	DET:1
1	enlevants	ADJ:1
1	enmagasine	ADP:1
1	enmalicer	VERB:1
1	enmêlez	VERB:1
1	ennedôrmi	NOUN:1
1	ennemi-né	NOUN:1
1	ennemis-nés	DET:1
1	enniaisant	VERB:1
1	ennuye	VERB:1
1	ennuyeusse	ADJ:1
1	enrhumît	VERB:1
1	enricheront	VERB:1
1	enrougie	VERB:1
1	enrubanisa	VERB:1
1	enrégimentation	NOUN:1
1	ensabotté	VERB:1
1	enseigneurs	NOUN:1
1	ensemble.	NOUN:1
1	ensemple	X:1
1	enses	DET:1
1	ensommeillait	VERB:1
1	ensuivante	ADJ:1
1	ensuivants	ADJ:1
1	ensuivie	VERB:1
1	entail	NOUN:1
1	entamure	NOUN:1
1	entends-bien	PRON:1
1	entendu.	DET:1
1	ententrez	VERB:1
1	entomologiquement	ADV:1
1	entomologiser	VERB:1
1	entomostracées	NOUN:1
1	entonnellés	VERB:1
1	entourbillonné	VERB:1
1	entozoaires	NOUN:1
1	entr'eux	ADP:1
1	entrance	NOUN:1
1	entre-appeler	VERB:1
1	entre-baillée	DET:1
1	entre-bâillaient	VERB:1
1	entre-bâillant	VERB:1
1	entre-colonne	ADP_DET:1
1	entre-croisant	VERB:1
1	entre-croisés	ADP:1
1	entre-rives	NOUN:1
1	entrecognait	VERB:1
1	entrecognent	VERB:1
1	entrecogner	NOUN:1
1	entrefend	NOUN:1
1	entregardèrent	VERB:1
1	entremettage	NOUN:1
1	entroid	NOUN:1
1	entrÉtiennent	VERB:1
1	entêtement.	NOUN:1
1	envand	NOUN:1
1	enverdi	NOUN:1
1	enversailler	VERB:1
1	envoilement	NOUN:1
1	envolements	NOUN:1
1	envonce	VERB:1
1	envoye	NOUN:1
1	envoyez-m'en	NOUN:1
1	eo	ADP:1
1	eorum	CCONJ:1
1	epulae	X:1
1	epularum	X:1
1	eques	X:1
1	equitas	X:1
1	erectus	NOUN:1
1	ergò	NOUN:1
1	erit	VERB:1
1	erlaubt	NOUN:1
1	erlevé	ADJ:1
1	ermai	NOUN:1
1	erme	ADJ:1
1	errare	ADJ:1
1	errorem	ADJ:1
1	errores	NOUN:1
1	ertains	ADJ:1
1	esbahys	ADJ:1
1	esbion	NOUN:1
1	esbionache	NOUN:1
1	esbliguera	VERB:1
1	esboir	NOUN:1
1	esbrouffants	ADJ:1
1	escargotz	NOUN:1
1	escarmoucheur	NOUN:1
1	esclavone	VERB:1
1	escomde	NOUN:1
1	escrabe	NOUN:1
1	escria	VERB:1
1	escript	VERB:1
1	escrivain	NOUN:1
1	escrivez	VERB:1
1	escueles	NOUN:1
1	escus	NOUN:1
1	escuse	NOUN:1
1	esemple	DET:1
1	esgoussé	VERB:1
1	esmaillé	VERB:1
1	esmouvoir	VERB:1
1	espadonna	VERB:1
1	espagnoleries	NOUN:1
1	espagnoliser	VERB:1
1	espairence	NOUN:1
1	espaulles	NOUN:1
1	espeluchat	VERB:1
1	esperitz	NOUN:1
1	espillas	NOUN:1
1	esplendeur	NOUN:1
1	espousa	AUX:1
1	espoux	NOUN:1
1	espressione	VERB:1
1	esprins	NOUN:1
1	esprit-bête	NOUN:1
1	esprit-de	DET:1
1	esprit-fort	NOUN:1
1	esprit-gendarme	NOUN:1
1	espécialle	VERB:1
1	esq	VERB:1
1	esquipol	NOUN:1
1	esrenée	VERB:1
1	esreuel	ADJ:1
1	essi	DET:1
1	essotir	VERB:1
1	essottis	NOUN:1
1	essoufflante	ADJ:1
1	essscooompte	VERB:1
1	essuyerais	VERB:1
1	essé	VERB:1
1	est-	NOUN:1
1	est-ce-	NOUN:1
1	est-cela	PRON:1
1	est-elle-morte	NOUN:1
1	est-i	NOUN:1
1	est-sud-ouest	NOUN:1
1	est-sûr	VERB:1
1	est-t'y	PRON:1
1	est-ze	NOUN:1
1	est-à-	PRON:1
1	estaba	AUX:1
1	estafiler	NOUN:1
1	estaminet-café	NOUN:1
1	estanceros	NOUN:1
1	estatue	NOUN:1
1	estendirent	VERB:1
1	esthes	ADJ:1
1	esthonienne	ADJ:1
1	estis	VERB:1
1	esto	NOUN:1
1	estocadant	NOUN:1
1	estraminé	VERB:1
1	estrangouiller	VERB:1
1	estropiaison	NOUN:1
1	estropicale	ADJ:1
1	estropisons	NOUN:1
1	està-dire	VERB:1
1	et-elle-ne-se-don-ne-ra-pas	DET:1
1	eterno	PRON:1
1	etes	VERB:1
1	ethno-rasantogéographiques	DET:1
1	ethnologistes	NOUN:1
1	etiam	CCONJ:1
1	etnpmv	CCONJ:1
1	etozsl	CCONJ:1
1	etpour-quoi	PRON:1
1	etseirted	X:1
1	età	X:1
1	eté	VERB:1
1	euclase	NOUN:1
1	eud	NOUN:1
1	euheu	NOUN:1
1	euphonisme	NOUN:1
1	euphorhes	NOUN:1
1	euphotide	NOUN:1
1	eurmonter	VERB:1
1	européenisés	ADJ:1
1	européennement	ADV:1
1	eurus	NOUN:1
1	euryales	NOUN:1
1	eurêké	ADJ:1
1	eust	NOUN:1
1	eusthénie	NOUN:1
1	eveniet	NOUN:1
1	evolvet	ADJ:1
1	evviva	VERB:1
1	ex-	NOUN:1
1	ex-Bellinde	NOUN:1
1	ex-Chevaliers	NOUN:1
1	ex-Frontin	NOUN:1
1	ex-Laure	NOUN:1
1	ex-Proserpine	NOUN:1
1	ex-Subdélégué	NOUN:1
1	ex-Taï-ping	NOUN:1
1	ex-ambassadeur	NOUN:1
1	ex-amie	NOUN:1
1	ex-amoureux	ADJ:1
1	ex-amphitryon	NOUN:1
1	ex-assassine	NOUN:1
1	ex-avocat	NOUN:1
1	ex-bailli	NOUN:1
1	ex-bandit	NOUN:1
1	ex-banquier	NOUN:1
1	ex-bibliothèque	ADJ:1
1	ex-bourgmestre	NOUN:1
1	ex-boutiquier	NOUN:1
1	ex-brigadier	NOUN:1
1	ex-brodeuse	NOUN:1
1	ex-cafetier	NOUN:1
1	ex-cantatrice	NOUN:1
1	ex-capitale	NOUN:1
1	ex-caporal-gouverneur	NOUN:1
1	ex-cardinal	NOUN:1
1	ex-chancelier	NOUN:1
1	ex-chapelle	NOUN:1
1	ex-chef	NOUN:1
1	ex-chevalier	NOUN:1
1	ex-chirurgien-major	NOUN:1
1	ex-collègue	NOUN:1
1	ex-collègues	NOUN:1
1	ex-collégien	NOUN:1
1	ex-colonel	NOUN:1
1	ex-commerçant	NOUN:1
1	ex-commis	NOUN:1
1	ex-comédien	ADJ:1
1	ex-concurrents	NOUN:1
1	ex-conseiller	NOUN:1
1	ex-consul	NOUN:1
1	ex-conventionnel	NOUN:1
1	ex-coquin	NOUN:1
1	ex-cordelier	NOUN:1
1	ex-courtier	NOUN:1
1	ex-dessinateur	NOUN:1
1	ex-dindonnière	NOUN:1
1	ex-diplomate	NOUN:1
1	ex-disciple	NOUN:1
1	ex-duc	NOUN:1
1	ex-débraillé	NOUN:1
1	ex-défunt	NOUN:1
1	ex-enfant	NOUN:1
1	ex-fabrique	NOUN:1
1	ex-famille	NOUN:1
1	ex-favorite	NOUN:1
1	ex-fief	NOUN:1
1	ex-flûte	NOUN:1
1	ex-frère	NOUN:1
1	ex-galérien	NOUN:1
1	ex-galériens	NOUN:1
1	ex-garde-champêtre	NOUN:1
1	ex-garde-chasse	NOUN:1
1	ex-gardien	NOUN:1
1	ex-geôlier	NOUN:1
1	ex-grands	NOUN:1
1	ex-homme	ADJ:1
1	ex-huissier	NOUN:1
1	ex-hôtesse	NOUN:1
1	ex-illustre	NOUN:1
1	ex-institutrice	NOUN:1
1	ex-lac	NOUN:1
1	ex-lardeur	NOUN:1
1	ex-ligueur	NOUN:1
1	ex-lutteur	NOUN:1
1	ex-madame	NOUN:1
1	ex-maitre	NOUN:1
1	ex-majordome	NOUN:1
1	ex-maraîcher	NOUN:1
1	ex-marchand	NOUN:1
1	ex-mari	NOUN:1
1	ex-marinier	NOUN:1
1	ex-mauvais	ADJ:1
1	ex-merciers	NOUN:1
1	ex-mercière	NOUN:1
1	ex-mineur	NOUN:1
1	ex-minstrel	NOUN:1
1	ex-mousquetaire	ADJ:1
1	ex-munitionnaire	NOUN:1
1	ex-nobles	ADJ:1
1	ex-nourrice	NOUN:1
1	ex-officier	NOUN:1
